name,slug,dba,dba_slug,type,url,is_bad_url,street_address,city,state,zip_code,country,lat,lng,phone,email,license_state,license_usda,delivery,sells_seeds,other_license
,,"CNA STORES, INC.",cna-stores-inc,dispensary,,,558 River Street,Haverhill,MA,1830,US,42.76465,-71.102782,781-589-3192,rob@cnastores.com,MR281744,,FALSE,FALSE,
,,"CNA STORES, INC.",cna-stores-inc,dispensary,,,77 Macy Street,Amesbury,MA,1913,US,42.846301,-70.916149,781-589-3192,rob@cnastores.com,MR282576,,FALSE,FALSE,
,,CNBS27 Inc.,cnbs27-inc,dispensary,,,383 8th Ave,New York,NY,10001,US,40.74913,-73.99571,,,OCM-RETL-24-000105,,FALSE,FALSE,
,,coachella greenery [Equity Retailer],coachella-greenery-equity-retailer,dispensary,,,"84801 Ave 48, Unit 3",Coachella,CA,92236,US,33.7000617,-116.187,(760) 699-1632,Admin@coachellagreenery.Com,C10-0000956-LIC,,FALSE,FALSE,
,,COACHELLA HERB PLANTATION,coachella-herb-plantation,other,,,,,CA,,US,,,(800) 964-5699,Coachellaplantation@gmail.Com,C11-0001035-LIC,,FALSE,FALSE,
,,"COACHELLA LABS, LLC",coachella-labs-llc,other,,,,,CA,,US,,,(818) 585-2999,Joseph@golddropco.Com,C11-0001206-LIC,,FALSE,FALSE,
,,"Coachella Labs, LLC",coachella-labs-llc,other,,,,,CA,,US,,,(818) 585-2999,Chris@coachella-Labs.Com,DCC-10003013,,FALSE,FALSE,
,,Coalinga Retail Partners LLC,coalinga-retail-partners-llc,dispensary,,,144 Durian Ave E,Coalinga,CA,93210,US,36.140615,-120.360542,(818) 635-8795,Bcc-Licensing@cacannabisfactory.Com,C10-0000842-LIC,,FALSE,FALSE,
,,Coastal Cannabis LLC,coastal-cannabis-llc,cultivator,,,75 N MOUNTAIN RD,NEW BRITAIN,CT,6053,US,41.67050642,-72.82007526,,,ACCE.0000018,,FALSE,FALSE,
,,"Coastal Dispensary, LLC",coastal-dispensary-llc,dispensary,,,1019 Chapala St,Santa Barbara,CA,93101,US,34.42073,-119.70396,(805) 380-7730,Info@coastaldispensary.Com,C10-0000062-LIC,,FALSE,FALSE,
,,"COASTAL HEALING, INC.",coastal-healing-inc,dispensary,,,248 State Road,Westport,MA,2790,US,41.67312,-71.10379,401-297-9113,acoaxetpolo@verizon.net,MR282206,,FALSE,FALSE,
,,Codes Cannabis Dispensary - Kirksville,codes-cannabis-dispensary-kirksville,other,,,120 S Main St,Kirksville,MO,63501,US,40.1940817,-92.5854681,660-627-8690,,DIS000040,,FALSE,FALSE,
,,"Codes Cannabis, Codes Cannabis Dispensary, Codes Supreme Cannabis, C Cannabis Dispensary",codes-cannabis-codes-cannabis-dispensary-codes-supreme-cannabis-c-cannabis-dispensary,other,,,4805 Osage Beach Parkway,Osage Beach,MO,65065,US,38.13922091,-92.63562454,573-568-8421,,DIS000217,,FALSE,FALSE,
,,Codes Cannabis; Codes Cannabis Dispensary; C Cannabis Dispensary; Codes Supreme Cannabis,codes-cannabis-codes-cannabis-dispensary-c-cannabis-dispensary-codes-supreme-cannabis,other,,,3646 State Highway Ac,Cardwell,MO,63829,US,36.03928051,-90.33751889,417-988-6842,,DIS000216,,FALSE,FALSE,
,,Collective Minds LLC,collective-minds-llc,other,,,,,CA,,US,,,(562) 544-7011,Cole@thecirclelb.Com,DCC-10004467,,FALSE,FALSE,
,,COLORADO CARE LLC,colorado-care-llc,cultivator|dispensary,,,20252 Grassland Lane,Ordway,CO,81063,US,38.2180608,-103.7560606,,,403R-01423,,FALSE,FALSE,
,,COLORADO CHRONIC LLC,colorado-chronic-llc,cultivator,,,2926 Wood Avenue,Colorado Springs,CO,80907,US,38.87376171,-104.8256684,,,403-00755,,FALSE,FALSE,
,,COLORADO LEAF LLC,colorado-leaf-llc,cultivator|dispensary,,,8217 Red Creek Springs Road,Pueblo,CO,81005,US,38.1829389,-104.9544162,,,403R-00508,,FALSE,FALSE,
,,COLORADOS KINDEST LLC,colorados-kindest-llc,dispensary,,,42023 Highway 112,Del Norte,CO,81132,US,37.748524,-106.2406996,,,402R-00786,,FALSE,FALSE,
,,Columbia River Herbals LLC,columbia-river-herbals-llc,dispensary,,,2630 W 6TH,St The Dalles,OR,97058-4168,US,45.61627678,-121.210222,,,050-10040800D20,,FALSE,FALSE,
,,"COMM AVE CANNA, INC.",comm-ave-canna-inc,dispensary,,,1030 Commonwealth Ave,Brookline,MA,2215,US,42.35158,-71.122102,617-570-3519,arb@riw.com,MR282314,,FALSE,FALSE,
,,Command Cannabis Dispensary Inc.,command-cannabis-dispensary-inc,dispensary,,,3871 S Park Ave,Blasdell,NY,14219,US,42.7923,-78.82392,,,OCM-RETL-24-000145,,FALSE,FALSE,
,,"COMMCAN, INC",commcan-inc,dispensary,,,150 Barney Avenue,Rehoboth,MA,2769,US,41.78428,-71.2872,508-376-2041,ellen@rosenfeld-law.com,MR283001,,FALSE,FALSE,
,,"COMMCAN, INC.",commcan-inc,dispensary,,,1525 Main Street,Millis,MA,2054,US,42.15811,-71.38745,508-376-2041,ellen@rosenfeld-law.com,MR282205,,FALSE,FALSE,
,,"COMMCAN, INC.",commcan-inc,dispensary,,,611 West St.,Mansfield,MA,2084,US,42.025368,-71.246058,508-376-2041,ellen@rosenfeld-law.com,MR284925,,FALSE,FALSE,
,,"Commerce A1, LLC",commerce-a1-llc,other,,,,,CA,,US,,,(310) 729-8381,Ja.Lag@losalamosgardens.Com,DCC-10003550,,FALSE,FALSE,
,,"Commerce B1, LLC",commerce-b1-llc,other,,,,,CA,,US,,,(310) 729-8381,Ja.Lag@losalamosgardens.Com,DCC-10003485,,FALSE,FALSE,
,,"COMMERCE C1, LLC",commerce-c1-llc,other,,,,,CA,,US,,,(310) 729-8381,Ja.Lag@losalamosgardens.Com,C11-0000068-LIC,,FALSE,FALSE,
,,COMMERCE PARK MEDICAL CACTUS RD329 LLC,commerce-park-medical-cactus-rd329-llc,dispensary,,,,,NV,,US,,,,,1.42E+19,,FALSE,FALSE,
,,COMMERCE PARK MEDICAL LLC,commerce-park-medical-llc,dispensary,,,,,NV,,US,,,,,7.75E+19,,FALSE,FALSE,
,,COMMERCE PARK MEDICAL RD264 LLC,commerce-park-medical-rd264-llc,dispensary,,,,,NV,,US,,,,,3.04E+19,,FALSE,FALSE,
,,Common Minds Farms,common-minds-farms,other,,,,,CA,,US,,,(209) 552-5373,Nick.Mctague@gmail.Com,C11-0001564-LIC,,FALSE,FALSE,
,,"COMMONWEALTH ALTERNATIVE CARE, INC.",commonwealth-alternative-care-inc,dispensary,,,30 Mozzone Boulevard,Taunton,MA,2780,US,41.87302,-71.063954,617-529-1894,info@commonwealthaltcare.org,MR282337,,FALSE,FALSE,
,,"COMMUNITY CARE COLLECTIVE, INC.",community-care-collective-inc,dispensary,,,4 Republic Road,Billerica,MA,1862,US,42.557633,-71.299725,781-953-4452,david@cccrme.com,MR282974,,FALSE,FALSE,
,,"COMMUNITY CARE COLLECTIVE, INC.",community-care-collective-inc,dispensary,,,531 King Street,Littleton,MA,1460,US,42.5464,-71.47013,781-953-4452,david@cccrme.com,MR283742,,FALSE,FALSE,
,,COMMUNITY CREATIVE NETWORK,community-creative-network,other,,,,,CA,,US,,,(818) 430-7355,Jpegmagic@yahoo.Com,C11-0000378-LIC,,FALSE,FALSE,
,,"COMMUNITY GROWTH PARTNERS BOSTON, LLC",community-growth-partners-boston-llc,dispensary,,,591 Albany St,Boston,MA,2118,US,42.337485,-71.068333,646-408-1196,charlotte@communitygrowthpartners.com,MR284256,,FALSE,FALSE,
,,COMMUNITY GROWTH PARTNERS GREAT BARRINGTON OPERATIONS LLC,community-growth-partners-great-barrington-operations-llc,dispensary,,,783 South Main Street,Great Barrington,MA,1230,US,42.195497,-73.361424,646-408-1196,charlotte@communitygrowthpartners.com,MR282695,,FALSE,FALSE,
,,COMPASSIONATE HEART MUTUAL BENEFIT ASSOCIATION,compassionate-heart-mutual-benefit-association,other,,,,,CA,,US,,,(707) 367-2964,Compassionateheart08@gmail.Com,C11-0000415-LIC,,FALSE,FALSE,
,,CONBUD LLC,conbud-llc,dispensary,www.conbud.com,,85 Delancey St,New York,NY,10002,US,40.71885,-73.98962,,,OCM-CAURD-23-000021,,FALSE,FALSE,
,,Confluence Cannabis,confluence-cannabis,dispensary,,,104 US 131 HWY,Three Rivers,MI,49093,US,41.94351148,-85.63359386,,,AU-R-000734,,FALSE,FALSE,
,,CONGERIEM 3 LLC,congeriem-3-llc,dispensary,,,,,NV,,US,,,,,4.38E+19,,FALSE,FALSE,
,,Connected Merced LLC,connected-merced-llc,other,,,,,CA,,US,,,(707) 720-3793,Caleb.Regulatory@connectedca.Com,C11-0002068-LIC,,FALSE,FALSE,
,,CONSCIOUS CARE LIMITED,conscious-care-limited,cultivator|dispensary,,,613 Dunn Deal Drive,Moffat,CO,81143,US,38.005609,-105.9200819,,,403R-01426,,FALSE,FALSE,
,,Consume Cannabis Alma,consume-cannabis-alma,dispensary|other,,,528 W Warwick DR,Alma,MI,48801,US,43.39162783,-84.66758981,,,AU-R-001002|PC-000488,,FALSE,FALSE,
,,Consume Cannabis Ionia,consume-cannabis-ionia,dispensary,,,406 S Steele ST,Ionia,MI,48846,US,42.97557805,-85.06722182,,,AU-R-000485,,FALSE,FALSE,
,,Consume Cannabis Lapeer,consume-cannabis-lapeer,dispensary|other,,,2401 W Genesee ST,Lapeer,MI,48446,US,43.04399606,-83.35973168,,,AU-R-000341|PC-000274,,FALSE,FALSE,
,,Consume Cannabis Quincy,consume-cannabis-quincy,dispensary|other,,,131 W Chicago ST,Quincy,MI,49082,US,41.94163562,-84.89745356,,,AU-R-000249|PC-000455,,FALSE,FALSE,
,,Cookies Detroit,cookies-detroit,dispensary,,,6030 E Eight Mile RD,Detroit,MI,48234,US,42.44774675,-83.04271297,,,AU-R-000908,,FALSE,FALSE,
,,Cookies Downtown St.Louis,cookies-downtown-stlouis,other,,,2001 Olive St,St. Louis,MO,63103,US,38.632065,-90.20855,240-418-2120,,DIS000043,,FALSE,FALSE,
,,Cookies GR,cookies-gr,dispensary,,,330 Ann NW ST Suite A,Grand Rapids,MI,49504,US,42.9951872,-85.6776613,,,AU-R-000886,,FALSE,FALSE,
,,Cookies New Buffalo,cookies-new-buffalo,dispensary,,,19001 US-12,New Buffalo,MI,49117,US,41.77437735,-86.78075215,,,AU-R-001378,,FALSE,FALSE,
,,"Copperhead Grow, LLC",copperhead-grow-llc,other,,,,,NY,,US,43.24175,-75.43584,,,OCM-MICR-24-000199,,FALSE,FALSE,
,,"CORE CITY GROUP, INC.",core-city-group-inc,other,,,,,CA,,US,,,(818) 746-8066,Perazzo@corecitygroup.Com,C11-0001687-LIC,,FALSE,FALSE,
,,CORE EMPOWERMENT LLC,core-empowerment-llc,dispensary,,,401A Centre Street,Boston,MA,2130,US,42.32166,-71.11038,617-905-1123,tomas@corecannabis.cc,MR281865,,FALSE,FALSE,
,,"Corner House, LLC",corner-house-llc,dispensary,www.cornerhousecannabis.com,,1708 Trumansburg Rd,Ithaca,NY,14850,US,42.49453,-76.59379,,,OCM-RETL-24-000177,,FALSE,FALSE,
,,COSDD21. LLC,cosdd21-llc,dispensary,,,1215 W Nutmeg St,San Diego,CA,92101,US,32.73142,-117.173876,(619) 405-0298,Amaaronmagagna@gmail.Com,C10-0001673-LIC,,FALSE,FALSE,
,,"Cosmic Edibles, LLC",cosmic-edibles-llc,other,,,,,CA,,US,,,(626) 757-5869,Jai.Tommy@gmail.Com,C11-0000116-LIC,,FALSE,FALSE,
,,"COSMOPOLITAN DISPENSARY, INC.",cosmopolitan-dispensary-inc,dispensary,,,82 Hartwell Street,Fall River,MA,2720,US,41.69836,-71.15316,508-789-7421,willflanagan@juno.com,MR282961,,FALSE,FALSE,
,,"Council Madrone Farms, LLC",council-madrone-farms-llc,other,,,,,CA,,US,,,(831) 332-2018,Dave@councilmadronefarms.Com,C13-0000254-LIC,,FALSE,FALSE,
,,Courtside Gardens,courtside-gardens,dispensary,,,1321 Court ST,Saginaw,MI,48602,US,43.42244614,-83.97103809,,,AU-R-000647,,FALSE,FALSE,
,,"CP1 Supply Systems, LLC",cp1-supply-systems-llc,other,,,,,CA,,US,,,(310) 795-7436,Cp1@goheadwaters.Com,C13-0000097-LIC,,FALSE,FALSE,
,,CPTD Distribution,cptd-distribution,other,,,,,CA,,US,,,(916) 886-4806,CptdLLC@gmail.Com,C11-0001590-LIC,,FALSE,FALSE,
,,CPTD Manufacturing,cptd-manufacturing,other,,,,,CA,,US,,,(916) 886-4806,Dave.Picton@fixauto.Co,DCC-10004720,,FALSE,FALSE,
,,CR/P LAS VEGAS LLC,crp-las-vegas-llc,dispensary,,,,,NV,,US,,,,,1.36E+18,,FALSE,FALSE,
,,CRAFT CANNABIS,craft-cannabis,dispensary,,,6515 E MILL PLAIN BLVD,VANCOUVER,WA,98661,US,45.62734031,-122.6046139,5033417097,,413732,,FALSE,FALSE,
,,CRAFT CANNABIS,craft-cannabis,dispensary,,,1510 N WENATCHEE AVE,WENATCHEE,WA,98801,US,47.44445915,-120.3277005,5096799999,,414065,,FALSE,FALSE,
,,"CRAFT CANNABIS CO. RETAIL, LLC",craft-cannabis-co-retail-llc,dispensary,,,,Morrisville,VT,,US,44.5617189,-72.5984486,,,RTLR0071,,FALSE,FALSE,
,,"CRAFT CANNABIS, INC.",craft-cannabis-inc,dispensary,,,8603 NE ANDRESEN RD,VANCOUVER,WA,98665,US,45.6846917,-122.6021438,5033417097,,431536,,FALSE,FALSE,
,,Craft Leaf LLC,craft-leaf-llc,dispensary,,,211 W GARFIELD AVE,Coldwater,MI,49036,US,41.92719111,-85.01826659,,,AU-R-001272,,FALSE,FALSE,
,,CRAFT LEAVENWORTH,craft-leavenworth,dispensary,,,8459 MAIN ST  UNIT B,DRYDEN,WA,98821,US,47.54080448,-120.5592188,5033417097,,85059,,FALSE,FALSE,
,,CRAFT TACOMA,craft-tacoma,dispensary,,,2128 S 37TH ST,TACOMA,WA,984097445,US,47.22338741,-122.4656437,2536550420,,423372,,FALSE,FALSE,
,,CRAFT WENATCHEE,craft-wenatchee,dispensary,,,907 N WENATCHEE AVENUE STE B,WENATCHEE,WA,98801,US,47.4353647,-120.3200796,5098888241,,415645,,FALSE,FALSE,
,,Crafted Leaf,crafted-leaf,dispensary,,,801 Michigan ST NE,Grand Rapids,MI,49503,US,42.97010756,-85.64950464,,,AU-R-001386,,FALSE,FALSE,
,,"Craftsbury Cannabis, LLC",craftsbury-cannabis-llc,dispensary,,,,Craftsbury,VT,,US,44.6367179,-72.3726071,,,RTLR0102,,FALSE,FALSE,
,,CRANE CITY NURSERY LLC,crane-city-nursery-llc,other,,,,,CA,,US,,,(415) 533-2011,Cranecitynursery@gmail.Com,C12-0000545-LIC,,FALSE,FALSE,
,,Crave Cannabis,crave-cannabis,dispensary,,,1100 S Monroe ST,Monroe,MI,48161,US,41.9069452,-83.40579124,,,AU-R-000656,,FALSE,FALSE,
,,Crave Cannabis Ann Arbor,crave-cannabis-ann-arbor,dispensary,,,3860 Research Park DR Suite A,Ann Arbor,MI,48108,US,42.23336878,-83.7348145,,,AU-R-001107,,FALSE,FALSE,
,,"CRC Manufacturing, LLC",crc-manufacturing-llc,other,,,,,CA,,US,,,(213) 249-6700,5235valley@gmail.Com,C11-0002017-LIC,,FALSE,FALSE,
,,"CRC of Alabama, LLC",crc-of-alabama-llc,cultivator,crcofalabama.com,,529 John Anderson Dr,Goshen,AL,36035,US,31.7124961,-86.1296302,(334) 738-4225,,CULV000154,,FALSE,FALSE,
,,Creative Balance Group LLC,creative-balance-group-llc,other,,,,,NY,,US,40.82732,-73.92357,,,OCM-MICR-24-000009,,FALSE,FALSE,
,,"Creek Leaf Wellness, Inc.",creek-leaf-wellness-inc,cultivator,creekleafwellness.com,,2901 3rd Ave N,Birmingham,AL,35203,US,33.52216994,-86.79445358,(833) 871-8800,,CULV000737,,FALSE,FALSE,
,,Creme De Canna Collective,creme-de-canna-collective,other,,,,,CA,,US,,,(831) 272-4283,Allan@cremedecanna.Com,DCC-10002801,,FALSE,FALSE,
,,Crescent City Cannabis Company LLC,crescent-city-cannabis-company-llc,dispensary,,,415 Highway 101 Hwy S,Crescent City,CA,95531,US,41.80892463,-124.1315044,(707) 954-5503,Crescentcitycannabiscompany@gmail.Com,C10-0000958-LIC,,FALSE,FALSE,
,,CRISP LLC,crisp-llc,other,,,2029 Broadway,Eureka,CA,95501,US,40.789303,-124.179295,(707) 499-4918,Info@crisphumboldt.Com,C12-0000450-LIC,,FALSE,FALSE,
,,"Crossland Management, LLC",crossland-management-llc,other,,,,,CA,,US,,,(707) 502-2642,Walter@rcest1860.Com,C13-0000031-LIC,,FALSE,FALSE,
,,Crown and Gavel LLC,crown-and-gavel-llc,dispensary,,,34 Main St,Ossining,NY,10562,US,41.15842,-73.8681,,,OCM-RETL-25-000288,,FALSE,FALSE,
,,"Crown Genetics, LLC",crown-genetics-llc,other,,,,,CA,,US,,,(818) 849-6977,Support@crownog.Com,C11-0000265-LIC,,FALSE,FALSE,
,,"CS Designs, Inc.",cs-designs-inc,other,,,,,CA,,US,,,(619) 219-9842,Vpcodysadler@gmail.Com,DCC-10004719,,FALSE,FALSE,
,,"CS GROUP OPERATION 2, INC.",cs-group-operation-2-inc,dispensary,,,,,CA,,US,,,(424) 442-9111,Lincolnblvd@eaze.Com,C9-0000685-LIC,,FALSE,FALSE,
,,"CS Group Operation, Inc.",cs-group-operation-inc,dispensary,,,,,CA,,US,,,(424) 442-9111,Silverlake@eaze.Com,C9-0000552-LIC,,FALSE,FALSE,
,,"CS HERITAGE INDUSTRY, INC.",cs-heritage-industry-inc,other,,,,,CA,,US,,,(310) 502-1124,Giovanti@lvlup.La,C11-0000589-LIC,,FALSE,FALSE,
,,"CSPA Group, Inc.",cspa-group-inc,other,,,,,CA,,US,,,(949) 292-4943,Kelly.Christopherson@cspagroup.Com,DCC-10001887,,FALSE,FALSE,
,,CTDW LLC,ctdw-llc,dispensary,,,3 Dodge Street,Salem,MA,1970,US,42.518763,-70.893871,978-804-3361,Ctuttle@ctpboston.com,MR281844,,FALSE,FALSE,
,,CULT CANNABIS CO.,cult-cannabis-co,dispensary,,,6061 PORTAL WAY,FERNDALE,WA,98248,US,48.8615688,-122.5848147,3606762539,,413729,,FALSE,FALSE,
,,"CULTIVATE LEICESTER, INC.",cultivate-leicester-inc,dispensary,,,1764 Main Street,Leicester,MA,1524,US,42.2523,-71.94606,207-233-1304,sambarber@cultivatemass.com,MR281268,,FALSE,FALSE,
,,"CULTIVATE LEICESTER, INC.",cultivate-leicester-inc,dispensary,,,1023 Southbridge Street,Worcester,MA,1610,US,42.23137,-71.819578,207-233-1304,sambarber@cultivatemass.com,MR281843,,FALSE,FALSE,
,,"CULTIVATE LEICESTER, INC.",cultivate-leicester-inc,dispensary,,,250 Worcester Road,Framingham,MA,1702,US,42.298152,-71.404866,207-233-1304,sambarber88@gmail.com,MR282522,,FALSE,FALSE,
,,CURALEAF MASSACHUSETTS INC,curaleaf-massachusetts-inc,dispensary,,,170 Commercial Street,Provincetown,MA,2657,US,42.047835,-70.190186,617-750-6885,pjonsson@curaleaf.com,MR282052,,FALSE,FALSE,
,,CURALEAF MASSACHUSETTS INC,curaleaf-massachusetts-inc,dispensary,,,124 West Street,Ware,MA,1082,US,42.25581,-72.249543,617-750-6885,pjonsson@curaleaf.com,MR282183,,FALSE,FALSE,
,,"CURALEAF MASSACHUSETTS, INC",curaleaf-massachusetts-inc,dispensary,,,425 Main Street,Oxford,MA,1540,US,42.12845,-71.86461,617-750-6885,pjonsson@curaleaf.com,MR281263,,FALSE,FALSE,
,,"Curaleaf NY, LLC",curaleaf-ny-llc,dispensary,https://curaleaf.com/dispensary/new-york,,8 North Plank Rd.,Newburgh,NY,12550,US,41.52029,-74.02235,,,MM1002D,,FALSE,FALSE,
,,"Curaleaf NY, LLC",curaleaf-ny-llc,dispensary,https://curaleaf.com/dispensary/new-york,,345 Cornelia St,Plattsburgh,NY,12901,US,44.69717,-73.48095,,,MM1003D,,FALSE,FALSE,
,,"Curaleaf NY, LLC",curaleaf-ny-llc,dispensary,https://curaleaf.com/dispensary/new-york,,107-18 70th Rd.,Forest Hills,NY,11375,US,40.72114,-73.84551,,,MM1004D,,FALSE,FALSE,
,,"Curaleaf NY, LLC",curaleaf-ny-llc,other,https://curaleaf.com/dispensary/new-york,,255 Glen Cove Rd.,Carle Place,NY,11514,US,40.75067,-73.61823,,,MM1005D,,FALSE,FALSE,
,,"Curaleaf NY, LLC",curaleaf-ny-llc,other,https://curaleaf.com/dispensary/new-york,,532 Chili Ave,Rochester,NY,14611,US,43.14549,-77.65054,,,MM1006D,,FALSE,FALSE,
,,"Curaleaf NY, LLC",curaleaf-ny-llc,other,https://curaleaf.com/dispensary/new-york,,4141 South Salina Street,Syracuse,NY,13205,US,43.00792,-76.14241,,,MM1007D,,FALSE,FALSE,
,,"Curative Health, LLC",curative-health-llc,other,,,,,IL,,US,,,,,284.000024-AUDO,,FALSE,FALSE,
,,CURE PRODUCTIONS SATICOY,cure-productions-saticoy,other,,,,,CA,,US,,,(213) 798-5599,Dinosogoyan@gmail.Com,C11-0000463-LIC,,FALSE,FALSE,
,,Cure Productions Saticoy,cure-productions-saticoy,other,,,,,CA,,US,,,(818) 697-4823,Dinosogoyan@gmail.Com,DCC-10003340,,FALSE,FALSE,
,,Curia Society Inc,curia-society-inc,other,,,,,CA,,US,,,(661) 478-2767,Californiazriimin@gmail.Com,C11-0000938-LIC,,FALSE,FALSE,
,,"Curia Society, Inc.",curia-society-inc,other,,,,,CA,,US,,,(661) 478-2767,Californiazriimin@gmail.Com,DCC-10004111,,FALSE,FALSE,
,,Curious Cultivators I LLC,curious-cultivators-i-llc,other,,,"200 London Bridge Road, 100",Lake Havasu City,AZ,86403,US,34.4746256,-114.3505637,(310) 694-4397,,0000155ESTWD37312465,,FALSE,FALSE,
,,Current Cannabis,current-cannabis,other,,,4455 Telegraph Rd,St. Louis,MO,63129,US,38.48269802,-90.305089,314-393-9748,,DIS000228,,FALSE,FALSE,
,,Custom Osmotics LLC,custom-osmotics-llc,other,,,,,NY,,US,43.16512,-77.63626,,,OCM-MICR-24-000103,,FALSE,FALSE,
,,CUTIE JUDY'S CANNABIS COMPANY,cutie-judys-cannabis-company,dispensary,,,5613 OLYMPIC HWY,ABERDEEN,WA,98520,US,46.97178199,-123.7170344,3604955938,,432456,,FALSE,FALSE,
,,"CV Distro, Inc.",cv-distro-inc,other,,,,,CA,,US,,,(209) 872-1061,Bal.Shan32@gmail.Com,C11-0001957-LIC,,FALSE,FALSE,
,,"CV McHenry, INC",cv-mchenry-inc,dispensary,,,4213 Mchenry Ave,Modesto,CA,95356,US,37.700457,-120.995365,(209) 872-1061,Bal.Shan32@gmail.Com,C10-0001488-LIC,,FALSE,FALSE,
,,CWG BOTANICALS INC.,cwg-botanicals-inc,other,,,,,CA,,US,,,(954) 336-9021,Crawford@ccgiconsulting.Com,C11-0000434-LIC,,FALSE,FALSE,
,,CWG Botanicals Inc.,cwg-botanicals-inc,other,,,,,CA,,US,,,(510) 571-7769,Rebecca@cwgbotanicals.Com,DCC-10002775,,FALSE,FALSE,
,,Cypress Manufacturing Company,cypress-manufacturing-company,other,,,,,CA,,US,,,(831) 998-8214,Mark@lowellfarms.Com,C11-0000816-LIC,,FALSE,FALSE,
,,"CYPRESS TREE MANAGEMENT NATICK, INC.",cypress-tree-management-natick-inc,dispensary,,,321 Speen Street,Natick,MA,1760,US,42.303684,-71.379333,617-892-8687,jcrawford@publicpolicylaw.com,MR283773,,FALSE,FALSE,
,,"CYPRESS TREE MANAGEMENT, INC.",cypress-tree-management-inc,dispensary,,,24-26 Elliot Street,Newton,MA,2461,US,42.317947,-71.212591,617-549-2945,jcrawford@publicpolicylaw.com,MR282803,,FALSE,FALSE,
,,"D & M COMPASSION CENTER, LLC",d-m-compassion-center-llc,other,,,14491 Olympic Dr,Clearlake,CA,95422,US,38.961715,-122.641039,(707) 530-5681,Dandmcompassioncenter@gmail.Com,C12-0000324-LIC,,FALSE,FALSE,
,,"D2N2,LLC",d2n2llc,dispensary,,,307 Main Street,Great Barrington,MA,1230,US,42.194065,-73.362044,732-546-7488,Dnorman@calyxberkshire.com,MR281517,,FALSE,FALSE,
,,Da Plugg Cannabis Company,da-plugg-cannabis-company,dispensary,,,665 Capital Ave SW,Battle Creek,MI,49015,US,42.30356194,-85.19945685,,,AU-R-001182,,FALSE,FALSE,
,,DACUT,dacut,dispensary,,,12668 Gratiot AVE,Detroit,MI,48205,US,42.41916317,-82.98808374,,,AU-R-000887,,FALSE,FALSE,
,,DACUT Flint,dacut-flint,dispensary,,,2478 S Dort HWY,Flint,MI,48507,US,43.00004775,-83.65390346,,,AU-R-000833,,FALSE,FALSE,
,,Dacut Monroe,dacut-monroe,dispensary,,,14921 Laplaisance RD,Monroe,MI,48161,US,41.8867672,-83.3963769,,,AU-R-001412,,FALSE,FALSE,
,,DAGGA LLC,dagga-llc,dispensary,,,157 W 72nd St,New York,NY,10023,US,40.77825,-73.9807,,,OCM-CAURD-24-000136,,FALSE,FALSE,
,,Dalar Business Solution LLC,dalar-business-solution-llc,other,,,,,CA,,US,,,(818) 913-6261,Arman@exhalence.La,C11-0001929-LIC,,FALSE,FALSE,
,,"Dalen Ltd.,  d.b.a. Blue Sage",dalen-ltd-dba-blue-sage,dispensary,,,,Waitsfield,VT,,US,44.1926386,-72.7798479,,,RTLR0032,,FALSE,FALSE,
,,DALY DOPE INC,daly-dope-inc,dispensary,,,113 PORTAGE AVENUE,THREE RIVERS,MI,49093,US,41.94597608,-85.63400986,,,AU-R-000804,,FALSE,FALSE,
,,"Dames Inc, Dames",dames-inc-dames,dispensary,,,,Barre,VT,,US,44.1966858,-72.5013944,,,RTLR0098,,FALSE,FALSE,
,,Dank Blossom Inc.,dank-blossom-inc,other,DankBlossomInc.com,,,,NY,,US,41.88815,-74.25857,,,OCM-MICR-24-000121,,FALSE,FALSE,
,,Dank Garden LLC,dank-garden-llc,dispensary,,,7741 Lyndon ST,Detroit,MI,48238,US,42.39527714,-83.1482951,,,AU-R-001450,,FALSE,FALSE,
,,DANK OF AMERICA,dank-of-america,dispensary,,,5309 GUIDE MERIDIAN STE A,BELLINGHAM,WA,98226,US,48.83363793,-122.4860876,4252314439,,414539,,FALSE,FALSE,
,,DANK OF AMERICA,dank-of-america,dispensary,,,2530 PEACE PORTAL DR STE B,BLAINE,WA,982308063,US,48.97578939,-122.7283712,4252314439,,422817,,FALSE,FALSE,
,,DANK VALLEY GROWERS LLC,dank-valley-growers-llc,other,,,,,NY,,US,42.75823,-78.77963,,,OCM-MICR-25-000242,,FALSE,FALSE,
,,DANK’S TACOMA,danks-tacoma,dispensary,,,2632 S 38TH ST STE A,TACOMA,WA,984097304,US,47.22243066,-122.4716966,2536257628,,441109,,FALSE,FALSE,
,,DANKS,danks,dispensary,,,14300 SE PETROVITSKY RD STE C,RENTON,WA,980588955,US,47.44465925,-122.1503584,2062272980,,442981,,FALSE,FALSE,
,,DANK'S WONDER EMPORIUM,danks-wonder-emporium,dispensary,,,7207 212TH ST SW,EDMONDS,WA,98020,US,47.80693567,-122.3303192,2064583155,,364799,,FALSE,FALSE,
,,Dansville Dispensary Corporation,dansville-dispensary-corporation,dispensary,,,9483 Foster Wheeler Rd,Dansville,NY,14437,US,42.56887,-77.71928,,,OCM-RETL-25-000307,,FALSE,FALSE,
,,DASH & WRIGLEY LLC,dash-wrigley-llc,dispensary,,,13003 TUKWILA INTERNATIONAL BL,TUKWILA,WA,98168,US,47.4867641,-122.2894895,2062277687,,422303,,FALSE,FALSE,
