Tradename,License ,UBI,Street Address,Suite Rm,City,State,county,Zip Code,Priv Desc,Privilege Status,Day Phone
TACOMA HOUSE OF CANNABIS,424473,6035188950010005,2632 S 38TH ST STE A,,TACOMA,WA,PIERCE,984097304,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2532413261
TEAM CREME                                   ,414663,6040588840010001,RETAIL TITLE CERTIFICATE      ,                         ,VANCOUVER               ,WA,CLARK,986611246,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5093276833
TEAM CREME                                   ,414663,6040588840010001,RETAIL TITLE CERTIFICATE      ,                         ,VANCOUVER               ,WA,CLARK,986611246,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,5093276833
TEAM STEVENS LLC                             ,421878,6042834300010001,3941 COLVILLE RD              ,                         ,LOON LAKE               ,WA,STEVENS,991480000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3604700262
TENINO CANNABIS BOUTIQUE                     ,415484,6043704230010002,449 WICHMAN ST S STE A        ,                         ,TENINO                  ,WA,THURSTON,985899376,CANNABIS RETAILER                  ,ACTIVE (ISSUED),6468751439
TERP CANNABIS                                ,426632,6041342990010002,6063B HIGHWAY 291             ,                         ,NINE MILE FALLS         ,WA,STEVENS,99026    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5097106899
THC CONNECTION,420894,6035539380010001,11325 HIGHWAY 99,,EVERETT,WA,SNOHOMISH,982044816,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2083403970
THC OF LACEY,421335,6035538060010002,6725 MARTIN WAY E,,OLYMPIA,WA,THURSTON,985165541,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3605616364
THC OF LACEY,421335,6040474400010002,6725 MARTIN WAY E,,OLYMPIA,WA,THURSTON,985165541,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3605397291
THC OF OLYMPIA                               ,368015,6040474400010003,5628 OLD HWY 410 SW STE A     ,STE A                    ,OLYMPIA                 ,WA,THURSTON,985129422,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3605616364
THC OF OLYMPIA,421069,6035538060010001,3203 MARTIN WAY E  STE D,,OLYMPIA,WA,THURSTON,985064951,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3605616364
THC OF OLYMPIA,421069,6040474400010001,3203 MARTIN WAY E STE D,,OLYMPIA,WA,THURSTON,985064951,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3605397291
THC OF OLYMPIA                               ,421069,6043505340010001,3203 MARTIN WAY E STE D       ,                         ,OLYMPIA                 ,WA,THURSTON,98506    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3605281719
THE 420 GRASS STATION,421786,6035340690010001,12129 COUNTRYVIEW CT SW STE D,,OLYMPIA,WA,THURSTON,985121086,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3604026368
THE 420 GRASS STATION                        ,421786,6035340690010001,6131 CAPITOL BLVD S SUITE B   ,                         ,TUMWATER                ,WA,THURSTON,985015270,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3604026368
THE BACK PORCH,415645,6032552340010002,907 N WENATCHEE AVENUE STE B,,WENATCHEE,WA,CHELAN,985011572,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5096699160
THE BACK PORCH,415645,6043223900010001,907 N WENATCHEE AVENUE STE B,,WENATCHEE,WA,CHELAN,988011572,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5098881536
THE BAKE SHOP                                ,413426,6034131030010002,19705 N GRIFFIN RD            ,                         ,PROSSER                 ,WA,BENTON,993507282,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5097782512
THE BAKE SHOP                                ,413596,6043105400010001,4007 MAIN ST                  ,                         ,UNION GAP               ,WA,YAKIMA,98903    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5093149941
THE BAKE SHOP                                ,424877,6044903740010002,216 ROYAL ANNE DR SW          ,                         ,GEORGE                  ,WA,GRANT,988486000,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5093795662
THE BAKEREE                                  ,414456,6036161120010004,10326 AURORA AVE N            ,                         ,SEATTLE                 ,WA,KING,981339228,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2066969764
THE BAKEREE,414787,6035582520010002,8600 LAKE CITY WAY NE,,SEATTLE,WA,KING,981153260,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2066969765
THE BAKEREE                                  ,421261,6035582520010001,74 S LUCILE ST  STE 102       ,STE 102                  ,SEATTLE                 ,WA,KING,98134    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2066590574
THE BAKEREE                                  ,433373,6036161120010006,222 WALL ST                   ,                         ,SEATTLE                 ,WA,KING,98121    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2064014656
THE BIG BUD MART                             ,422205,6035518250010005,6326 MARTIN WAY E SUITE 207   ,                         ,LACEY                   ,WA,THURSTON,985165561,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2063900295
THE BLACK MARKET,353993,6033479560010006,428 10TH ST,,HOQUIAM,WA,GRAYS HARBOR,985500000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2535721500
THE CANNABIS CORNER                          ,413897,6033591250010001,420 EVERGREEN DR N            ,                         ,NORTH BONNEVILLE        ,WA,SKAMANIA,986394619,CANNABIS RETAILER                  ,CLOSED (PERMANENT),9715701621
THE EVERGREEN MARKET - REDMOND,422663,6035985560010001,RETAIL TITLE CERTIFICATE,,BELLEVUE,WA,KING,980050000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4256812093
THE EVERGREEN MARKET - REDMOND,422663,6035985560010001,RETAIL TITLE CERTIFICATE,,BELLEVUE,WA,KING,980050000,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,4256812093
THE FIRE HOUSE                               ,400772,6035877310010001,1714 CANYON RD                ,                         ,ELLENSBURG              ,WA,KITTITAS,989269739,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3607910112
THE FORBIDDEN FLOWER,422328,6033555980010003,RETAIL TITLE CERTIFICATE,,KENNEWICK,WA,BENTON,993362677,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2062350635
THE FORBIDDEN FLOWER,422328,6033555980010003,RETAIL TITLE CERTIFICATE,,KENNEWICK,WA,BENTON,993362677,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,2062350635
THE GALLERY - GIG HARBOR                     ,414130,6033367320010005,21802 MOUNTAIN HIGHWAY E STE 2,                         ,SPANAWAY                ,WA,PIERCE,983877543,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2536044360
THE GALLERY - GIG HARBOR                     ,436145,6033367320010008,14122 92ND AVE NW STE 2       ,                         ,GIG HARBOR              ,WA,PIERCE,98329    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2536044360
THE GALLERY - SOUTH HILL,414130,6033548700010001,21802 MOUNTAIN HIGHWAY E STE 2,,SPANAWAY,WA,PIERCE,983870000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2536044360
THE GALLERY CANYON                           ,413813,6033367320010006,11821 CANYON RD E             ,                         ,PUYALLUP                ,WA,PIERCE,98373    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2536044360
THE GALLERY CANYON,413813,6033548610010001,11821 CANYON RD E,,PUYALLUP,WA,PIERCE,983734453,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2536044360
THE GALLERY FIFE                             ,413812,6033367320010007,5303 PACIFIC HWY E            ,                         ,FIFE                    ,WA,PIERCE,98424    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2536044360
THE GALLERY FIFE,413812,6033548590010001,5303 PACIFIC HWY E,,FIFE,WA,PIERCE,984242601,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2536044360
THE GALLERY PARKLAND                         ,413258,6033367320010001,13005 PACIFIC AVE S           ,                         ,TACOMA                  ,WA,PIERCE,98444    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2536044360
THE GALLERY SPANAWAY                         ,413420,6033367320010002,21802 MOUNTAIN HWY E  STE 1   ,                         ,SPANAWAY                ,WA,PIERCE,98387    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2536044360
THE GRASS IS ALWAYS GREENER                  ,413564,6034023580010001,7505 W LAKE SAMMAMISH PKY NE B,NE SUITE B               ,REDMOND                 ,WA,KING,980524302,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2064094398
THE GRASS IS ALWAYS GREENER,430424,6034023580010002,15935 REDMOND WAY,,REDMOND,WA,KING,980523836,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2064094398
THE GRASS STATION                            ,422658,6035551830010006,103 W GALBREATH WAY STE B     ,                         ,RITZVILLE               ,WA,ADAMS,991690000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5094998462
THE GRASS STATION                            ,423092,6035551830010004,403 FRONTAGE RD               ,                         ,GEORGE                  ,WA,GRANT,988480000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5093158459
THE GRASS STATION,424877,6035551830010007,216 ROYAL ANNE DR SW,,GEORGE,WA,GRANT,988480000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5094998462
THE GRASSHOPPER CANNABIS DEPOT,421707,6032207220010001,1401 IOWA ST,,BELLINGHAM,WA,WHATCOM,982294763,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2062097254
THE GRASSHOPPER CANNABIS DEPOT,422037,6032207220010002,20291 SR 20 UNIT 2,,BURLINGTON,WA,SKAGIT,941409316,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2062097254
THE GRASSHOPPER CANNABIS DEPOT,422166,6032207220010003,20291 STATE ROUTE 20 UNIT C,,BURLINGTON,WA,SKAGIT,982238727,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2062097254
THE GREEN DOOR,415410,6034196260010001,28120 HWY 410 E UNIT A8,,BUCKLEY,WA,PIERCE,983218482,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2532248299
THE GREEN DOOR                               ,434938,6034196260010002,27815 STATE ROUTE 410 E       ,                         ,BUCKLEY                 ,WA,PIERCE,98321    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2532248299
THE GREEN DOOR SEATTLE                       ,413357,6031793430010002,708 RAINIER AVE S  #108/109   ,                         ,SEATTLE                 ,WA,KING,981442814,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2066187133
THE GREEN DOOR SEATTLE                       ,414425,6031793430010003,828 RAINIER AVE S             ,                         ,SEATTLE                 ,WA,KING,981442838,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2065510403
THE GREEN NUGGET,412490,6033490250010001,1919 E FRANCIS AVE SUITE B,,SPOKANE,WA,SPOKANE,992082747,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5093092130
THE GREEN NUGGET                             ,414995,6048436570010001,1340 SE BISHOP BLVD STE A     ,                         ,PULLMAN                 ,WA,WHITMAN,991636409,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5098280213
The Green Nugget                             ,420497,6048436570010002,11414 N NEWPORT HWY           ,                         ,SPOKANE                 ,WA,SPOKANE,99218    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5098280213
THE GREEN NUGGET                             ,427121,6033490250010008,322 E FRANCIS AVE STE A       ,                         ,SPOKANE                 ,WA,SPOKANE,992081086,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5093092130
THE GREEN RECREATIONAL CANNABIS              ,413603,6034431900010001,RETAIL TITLE CERTIFICATE      ,                         ,KENT                    ,WA,KING,980322718,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2065793661
THE GREEN RECREATIONAL CANNABIS              ,413603,6034431900010001,RETAIL TITLE CERTIFICATE      ,                         ,KENT                    ,WA,KING,980322718,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,2065793661
THE GREEN SEED                               ,086054,6033463060010002,412 S INTERLAKE RD            ,                         ,MOSES LAKE              ,WA,GRANT,988372908,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5098552271
THE GREEN SEED                               ,412495,6033463060010001,8420 ASPI BLVD STE 3          ,                         ,MOSES LAKE              ,WA,GRANT,988373601,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5098552271
THE GREEN SHELF                              ,414958,6033586820010001,400 S. MAIN STREET            ,UNIT #1                  ,ELLENSBURG              ,WA,KITTITAS,989263689,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2065560305
THE GREEN TIKI CANNABIS COMPANY,423272,6015022330010005,7621 27TH ST W,,UNIVERSITY PLACE,WA,PIERCE,984664107,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3607106475
THE GREENHOUSE                               ,430622,6033583120010013,355 RAINIER AVE N UNIT D      ,                         ,RENTON                  ,WA,KING,980575321,CANNABIS RETAILER                  ,ACTIVE (ISSUED),7328016300
THE GREENHOUSE GROUP LLC,420407,6033583120010004,RETAIL TITLE CERTIFICATE,,RENTON,WA,KING,980575321,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2063952036
THE GREENHOUSE GROUP LLC,420407,6033583120010004,RETAIL TITLE CERTIFICATE,,RENTON,WA,KING,980575321,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,2063952036
THE GREENHOUSE GROUP LLC                     ,420633,6033583120010006,355 RAINIER AVE N STE B       ,                         ,RENTON                  ,WA,KING,980575321,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2063952036
THE HAPPY CROP SHOPPE                        ,413481,6033395640010004,50 ROCK ISLAND RD             ,                         ,EAST WENATCHEE          ,WA,DOUGLAS,98802    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5098882454
THE HAPPY CROP SHOPPE                        ,413600,6033395640010003,5736 VALE RD                  ,                         ,CASHMERE                ,WA,CHELAN,98815    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5098882454
THE HAPPY CROP SHOPPE                        ,420934,6034229530010001,1210 N WENATCHEE AVE STE J    ,SMP - 2                  ,WENATCHEE               ,WA,CHELAN,98801    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5096696835
THE HEALING LEAF GARDEN COLLECTIVE,414829,6032036520010001,9626 32ND ST SE,,LAKE STEVENS,WA,SNOHOMISH,982050000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4252488559
THE HERBAL CENTER,415484,6033274470010002,449 WICHMAN ST S STE A,,TENINO,WA,THURSTON,985899376,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3608274217
THE HERBAL GARDENS                           ,414446,6033260490010002,824 S 28TH ST                 ,                         ,TACOMA                  ,WA,PIERCE,984098105,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2532725265
THE HERBAL GARDENS,414446,6033260490010002,824 S 28TH ST STE A,,TACOMA,WA,PIERCE,984098105,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2532725265
THE HERBAL GARDENS,414962,6033588470010001,1105 RIVER ROAD,,PUYALLUP,WA,PIERCE,983710000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2533530740
THE HERBAL GARDENS                           ,423634,6033260490010004,4803 CENTER STREET STE A      ,                         ,TACOMA                  ,WA,PIERCE,98409    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2532725265
THE HERBAL GARDENS                           ,426198,6033588470010003,RETAIL TITLE CERTIFICATE      ,                         ,PUYALLUP                ,WA,PIERCE,983713313,RETAIL CERTIFICATE HOLDER          ,ACTIVE TITLE CERTIFICATE,2533530740
THE HERBERY                                  ,071368,6033550310010004,330 NE CHKALOV DR STE C & D   ,STE C & D                ,VANCOUVER               ,WA,CLARK,98684    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3608417504
THE HERBERY                                  ,084045,6033550310010001,212 NE 164TH AVE STE 11       ,                         ,VANCOUVER               ,WA,CLARK,986840000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3609490319
THE HERBERY                                  ,413848,6033550310010002,6018 NE ST JOHNS RD STE D     ,                         ,VANCOUVER               ,WA,CLARK,986610000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3609490319
THE HERBERY                                  ,414761,6033550310010008,2815 ST. JOHNS ROAD   STE B   ,                         ,VANCOUVER               ,WA,CLARK,98661    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3608417504
THE HERBERY                                  ,415557,6033585350010002,3312 W NOB HILL BLVD          ,                         ,YAKIMA                  ,WA,YAKIMA,989020000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3609079694
THE HERBERY                                  ,426563,6033550310010005,6018 NE ST JOHNS RD STE D     ,SMP - 2                  ,VANCOUVER               ,WA,CLARK,98661    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3608417504
THE HERBERY                                  ,428826,6033550310010006,1401 NE 78TH ST               ,                         ,VANCOUVER               ,WA,CLARK,98665    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3608417504
THE HERBERY                                  ,430925,6033550310010007,12001 NE FOURTH PLAIN BLVD    ,                         ,VANCOUVER               ,WA,CLARK,98682    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3608417504
THE HERBERY (TITLE OWNER ONLY)               ,414886,6033550310000000,RETAIL TITLE CERTIFICATE      ,                         ,RIDGEFIELD              ,WA,CLARK,986423354,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3609079694
THE HERBERY (TITLE OWNER ONLY)               ,414886,6033550310000000,RETAIL TITLE CERTIFICATE      ,                         ,RIDGEFIELD              ,WA,CLARK,986423354,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,3609079694
THE HIDDEN BUSH                              ,412921,6033511330010001,3230 E HWY 101                ,                         ,PORT ANGELES            ,WA,CLALLAM,983629073,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3604529395
THE JOINT                                    ,076458,6033488710010006,2409 PACIFIC AVE              ,                         ,TACOMA                  ,WA,PIERCE,984022910,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4254710283
THE JOINT,413677,6017178530010004,1840 JAMES ST,,BELLINGHAM,WA,WHATCOM,982254623,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3603032860
THE JOINT                                    ,413677,6035652650010002,1840 JAMES ST                 ,                         ,BELLINGHAM              ,WA,WHATCOM,982254623,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3602200439
THE JOINT,414065,6033488710010003,1510 N WENATCHEE AVE,,WENATCHEE,WA,CHELAN,988011157,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4254710283
THE JOINT                                    ,414893,6033488710010011,9506 19TH AVE SE STE 100      ,                         ,EVERETT                 ,WA,SNOHOMISH,982083801,CANNABIS RETAILER                  ,ACTIVE (ISSUED),4254710283
THE JOINT                                    ,420389,6033025530010006,14325 1ST AVE S STE 101       ,                         ,BURIEN                  ,WA,KING,98168    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2062255555
THE JOINT,420800,6033526180010004,2119 LINCOLN STREET,,BELLINGHAM,WA,WHATCOM,982254147,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3603251201
THE JOINT,420801,6033526180010005,9574 OLD HWY 99 NORTH RD,,BURLINGTON,WA,SKAGIT,982336811,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3603251201
THE JOINT,421804,6033531960010004,4336 ROOSEVELT WAY NE STE C,,SEATTLE,WA,KING,981054764,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2062854005
THE JOINT                                    ,421804,6035602530010008,4336 ROOSEVELT WAY NE STE C   ,                         ,SEATTLE                 ,WA,KING,98105    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2062833333
THE JOINT                                    ,422448,6033488710010007,RETAIL TITLE CERTIFICATE      ,                         ,LAKE STEVENS            ,WA,SNOHOMISH,982580000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4254710283
THE JOINT                                    ,422448,6033488710010007,RETAIL TITLE CERTIFICATE      ,                         ,LAKE STEVENS            ,WA,SNOHOMISH,982580000,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,4254710283
THE JOINT                                    ,426606,6033488710010008,3502 S 74TH ST                ,                         ,TACOMA                  ,WA,PIERCE,984093912,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4254710283
THE JOINT                                    ,434494,6033488710010014,7233 SOUTH TACOMA WAY         ,                         ,TACOMA                  ,WA,PIERCE,984093933,CANNABIS RETAILER                  ,ACTIVE (ISSUED),4254710283
THE KUSHERY                                  ,361676,6033594910010005,16412 TROMBLEY RD             ,                         ,SNOHOMISH               ,WA,SNOHOMISH,98290    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2062715468
THE KUSHERY                                  ,415507,6033594840010002,5626 134TH PL SE STE B        ,                         ,EVERETT                 ,WA,SNOHOMISH,98208    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),4256337515
THE KUSHERY                                  ,415513,6035088960010001,19258 15TH AVE NE STE B       ,                         ,LAKE FOREST PARK        ,WA,KING,981552315,CANNABIS RETAILER                  ,ACTIVE (ISSUED),4252098924
THE KUSHERY                                  ,415517,6033594830010003,18026 STATE ROUTE 9 SE STE B  ,                         ,SNOHOMISH               ,WA,SNOHOMISH,982965330,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3608633256
THE KUSHERY                                  ,420645,6033594880010006,27206 88TH AVE NW             ,                         ,STANWOOD                ,WA,SNOHOMISH,98292    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),4256337515
THE KUSHERY                                  ,430774,6035684720010003,4808 EVERGREEN WAY            ,SMP - 1                  ,EVERETT                 ,WA,SNOHOMISH,98203    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),4252597958
THE KUSHERY                                  ,437800,6033594830010005,8526 164TH ST SE              ,                         ,SNOHOMISH               ,WA,SNOHOMISH,98296    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3608633256
THE LINK                                     ,422632,6035889360010004,2211 46TH AVE                 ,                         ,LONGVIEW                ,WA,COWLITZ,986325013,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2062000462
THE LUCKY LEAF                               ,413295,6035727170010002,RETAIL TITLE CERTIFICATE      ,                         ,PASCO                   ,WA,FRANKLIN,993010000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5096194887
THE LUCKY LEAF                               ,413295,6035727170010002,RETAIL TITLE CERTIFICATE      ,                         ,PASCO                   ,WA,FRANKLIN,993010000,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,5096194887
THE LUCKY LEAF                               ,435362,6035727170010003,3501 RD 68 STE 104            ,                         ,PASCO                   ,WA,FRANKLIN,993011973,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5096194887
THE M STORE,415303,6035683400010001,1503 A E NOB HILL BLVD,,YAKIMA,WA,YAKIMA,989010000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4252603482
THE MARIJUANA MERCANTILE                     ,415216,6034419620010001,8411 SR 92 STE 5              ,                         ,GRANITE FALLS           ,WA,SNOHOMISH,98252    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3603227122
THE NOVEL TREE                               ,414983,6033520850010002,1817 130TH AVE NE SUITE B     ,                         ,BELLEVUE                ,WA,KING,98005    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3609301700
THE NOVEL TREE                               ,434843,6046417090010002,3720 KITSAP WAY STE AA        ,                         ,BREMERTON               ,WA,KITSAP,98312    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3606162014
THE OL' POT SHOPPE,424647,6035688340010006,RETAIL TITLE CERTIFICATE,,YAKIMA,WA,YAKIMA,989088929,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5094065852
THE OL' POT SHOPPE,424647,6035688340010006,RETAIL TITLE CERTIFICATE,,YAKIMA,WA,YAKIMA,989088929,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,5094065852
THE PACIFIC OUTPOST                          ,434994,6032012110010004,3221 W COURT S                ,                         ,PASCO                   ,WA,FRANKLIN,99301    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),8018422416
THE POT SHOP BELLINGHAM                      ,420800,6040339750010001,2119 LINCOLN STREET           ,                         ,BELLINGHAM              ,WA,WHATCOM,982254147,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3606710111
THE POT SHOP BELLINGHAM                      ,430084,6035652650010003,1321 W BAKERVIEW RD           ,                         ,BELLINGHAM              ,WA,WHATCOM,982269691,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3607560000
THE REEF                                     ,413870,6033559500010002,1107 N CALLOW AVE STE C       ,                         ,BREMERTON               ,WA,KITSAP,98312    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2066866362
THE REEF,421332,6041066530010001,3405 4TH AVE S,,SEATTLE,WA,KING,981341904,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2066866362
THE REEF                                     ,421708,6044521810010001,316 N 36TH ST STE B           ,                         ,SEATTLE                 ,WA,KING,981038953,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2067556345
THE REEF                                     ,426562,6041066530010002,1525 E OLIVE WAY STE B        ,                         ,SEATTLE                 ,WA,KING,98122    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2067556345
THE REEF                                     ,432849,6044521810010002,303 S MICHIGAN ST             ,                         ,SEATTLE                 ,WA,KING,98108    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2067556345
THE RETAIL POT SHOP                          ,412027,6016367550010002,7824 RIVER ROAD E             ,SUITE B                  ,PUYALLUP                ,WA,PIERCE,983713886,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2532250200
THE ROACH 420                                ,414216,6033524760010002,133 STATE AVE                 ,                         ,BREWSTER                ,WA,DOUGLAS,988129643,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5094497334
THE ROOT CELLAR                              ,415343,6033551240010001,23632 NE STATE ROUTE 3        ,                         ,BELFAIR                 ,WA,MASON,985288309,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3604348767
THE SAGE SHOP                                ,420764,6033581250010004,1096 HWY 153                  ,                         ,METHOW                  ,WA,OKANOGAN,988340000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5093225286
"THE SAGE SHOP, LLC                           ",430775,6033581250010005,33607 US HIGHWAY 97 STE B     ,                         ,OROVILLE                ,WA,OKANOGAN,988449525,CANNABIS RETAILER                  ,ACTIVE (ISSUED),4252238435
THE SLOW BURN                                ,413773,6034102670010001,4101 MAIN STREET              ,                         ,UNION GAP               ,WA,YAKIMA,98903    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5099610810
THE SLOW BURN,414470,6033571300010002,1151 MARKET ST,,UNION GAP,WA,YAKIMA,989030000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5099616719
THE SLOW BURN                                ,414470,6034102670010002,1151 MARKET ST                ,                         ,UNION GAP               ,WA,YAKIMA,98903    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5099610810
THE SLOW BURN                                ,414996,6034139420010001,RETAIL TITLE CERTIFICATE      ,                         ,WEST RICHLAND           ,WA,BENTON,993535066,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5093140968
THE SLOW BURN                                ,414996,6034139420010001,RETAIL TITLE CERTIFICATE      ,                         ,WEST RICHLAND           ,WA,BENTON,993535066,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,5093140968
THE SLOW BURN,415185,6033625930010001,304 W SEATTLE AVE STE F,,MOXEE,WA,YAKIMA,98936,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5099610810
