index,name,name_slug,dba,dba_slug,type,url,street_address,city,state,zip_code,country,lat,lng,phone,email,license_usda,license_state,license_other,delivery,sells_seeds,duplicate
US-0012573,Veltiste ILLINOIS LLC,veltiste-illinois-llc,Bisa Lina – Carol Stream,bisa-lina-carol-stream,other,,"720 E North Ave, 2129",Carol Stream,IL,60188,US,41.901769,-88.096102,(630)-332-8822,,,284.000318-AUDO,FALSE,FALSE,FALSE,FALSE
US-0012574,Velvet Eagle Rock LLC [Equity Retailer],velvet-eagle-rock-llc-equity-retailer,Velvet [Equity Retailer],velvet-equity-retailer,dispensary,,1118 W Colorado Blvd,Los Angeles,CA,90041,US,34.137303,-118.190355,(415) 517-3380,Farid@go-Velvet.Com,,C10-0000900-LIC,FALSE,FALSE,FALSE,FALSE
US-0012575,"Velvet Fog Cannabis Co, Inc",velvet-fog-cannabis-co-inc,Fog Bank,fog-bank,other,,,,CA,,US,,,(415) 509-2215,Thevelvetfogco@gmail.Com,,C12-0000433-LIC,FALSE,FALSE,FALSE,FALSE
US-0012576,"Velvet Napa, Inc.",velvet-napa-inc,Harvest,harvest,dispensary,,2441 2nd St,Napa,CA,94559,US,38.2971297,-122.301439,(415) 517-3380,Farid@velvetcannabis.Com,,C10-0000184-LIC,FALSE,FALSE,FALSE,FALSE
US-0012577,VENDING BY A & A LLC,vending-by-a-a-llc,NATURE'S OF SEDGWICK,natures-of-sedgwick,cultivator|dispensary,,107 Main Avenue,Sedgwick,CO,80749,US,40.93454751,-102.5236927,,,,403R-00296|402R-00223,FALSE,FALSE,FALSE,FALSE
US-0012578,Vending Logistics Llc,vending-logistics-llc,Zen Leaf Gilbert,zen-leaf-gilbert,other,,5409 S Power Rd,Mesa,AZ,85212,US,33.3178034,-111.6861073,312-819-5061,,,00000043ESPE02331128,FALSE,FALSE,FALSE,TRUE
US-0012579,"Venice Shores, LLC",venice-shores-llc,BudBud,budbud,other,,,,CA,,US,,,(401) 829-7476,Patrick@prgconsultingLLC.Com,,C11-0001759-LIC,FALSE,FALSE,FALSE,TRUE
US-0012580,VENTOSO FARMS LLC,ventoso-farms-llc,VENTOSO FARMS LLC,ventoso-farms-llc,cultivator,,,,CA,,US,,,(707) 671-6720,Ventosofarms@gmail.Com,,CCL18-0000204,FALSE,FALSE,FALSE,TRUE
US-0012581,Ventura Oaks Ventures LLC [Equity Retailer],ventura-oaks-ventures-llc-equity-retailer,ILLA Store [Equity Retailer],illa-store-equity-retailer,dispensary,,4324 Jefferson Blvd W,Los Angeles,CA,90016,US,34.025389,-118.343762,(714) 815-8944,Compliance.Vov@illacanna.Com,,C10-0000832-LIC,FALSE,FALSE,FALSE,TRUE
US-0012583,"Verdant Futures, LLC",verdant-futures-llc,"Verdant Futures, LLC",verdant-futures-llc,other,,,,CA,,US,,,(707) 496-4520,Jomrakan@gmail.Com,,C12-0000519-LIC,FALSE,FALSE,FALSE,TRUE
US-0012584,VERDANT MOON LLC,verdant-moon-llc,VERDANT MOON LLC,verdant-moon-llc,other,,,,CA,,US,,,(603) 322-3754,Athollindustries@gmail.Com,,C12-0000115-LIC,FALSE,FALSE,FALSE,TRUE
US-0012585,"VERDANT REPARATIVE, INC.",verdant-reparative-inc,"VERDANT REPARATIVE, INC.",verdant-reparative-inc,dispensary,,150 State Street,Boston,MA,2109,US,42.359405,-71.054071,781-507-3987,titojacksonstrategies@gmail.com,,MR282752,FALSE,FALSE,FALSE,TRUE
US-0012586,"Verde Americano, LLC",verde-americano-llc,Flor Verde Dispensary,flor-verde-dispensary,dispensary,,1115 Circulo Mercado,Rio Rico,AZ,85648,US,31.4700266,-110.9993367,(225) 329-7273,,,0000144DRCUM87865142,FALSE,FALSE,FALSE,TRUE
US-0012587,Verde Dispensary Inc,verde-dispensary-inc,Medusa Farms,medusa-farms,other,,3490 N Bank St,Kingman,AZ,86409,US,35.22344128,-114.0114048,(928) 421-0020,,,00000063ESQI60809124,FALSE,FALSE,FALSE,FALSE
US-0012588,"Verde Nine Fourteen, LLC",verde-nine-fourteen-llc,Verde Nine Fourteen,verde-nine-fourteen,other,,,,CA,,US,,,(831) 818-4604,Joequercio@gmail.Com,,C12-0000438-LIC,FALSE,FALSE,FALSE,FALSE
US-0012589,"VERDE SIX TWELVE, LLC",verde-six-twelve-llc,"VERDE SIX TWELVE, LLC",verde-six-twelve-llc,cultivator,,,,CA,,US,,,(831) 818-4604,Joequercio@gmail.Com,,CCL22-0000665,FALSE,FALSE,FALSE,FALSE
US-0012590,"VERDE SIX TWELVE, LLC",verde-six-twelve-llc,"VERDE SIX TWELVE, LLC",verde-six-twelve-llc,cultivator,,,,CA,,US,,,(831) 818-4604,Joequercio@gmail.Com,,CCL22-0000666,FALSE,FALSE,FALSE,TRUE
US-0012591,"Verdiggity Living Organics, LLC",verdiggity-living-organics-llc,"Verdiggity Living Organics, LLC",verdiggity-living-organics-llc,dispensary,,,Manchester Center,VT,,US,43.1770206,-73.0570488,,,,RTLR0096,FALSE,FALSE,FALSE,TRUE
US-0012592,Verdure Nascent LLC,verdure-nascent-llc,"Verdure Nascent, LLC",verdure-nascent-llc,other,,,,CA,,US,,,(310) 770-5580,Drafar@gmail.Com,,C12-0000348-LIC,FALSE,FALSE,FALSE,TRUE
US-0012593,"Vermont Alter-Native, LLC",vermont-alter-native-llc,"Vermont Alter-Native, LLC",vermont-alter-native-llc,dispensary,,,Alburgh,VT,,US,44.9748974,-73.3010678,,,,RTLR0055,FALSE,FALSE,FALSE,TRUE
US-0012594,"Vermont Bud Barn, LLC - DBA VT Bud Barn - Brattleboro Weed Dispensary",vermont-bud-barn-llc-dba-vt-bud-barn-brattleboro-weed-dispensary,"Vermont Bud Barn, LLC - DBA VT Bud Barn - Brattleboro Weed Dispensary",vermont-bud-barn-llc-dba-vt-bud-barn-brattleboro-weed-dispensary,dispensary,,,Brattleboro,VT,,US,42.8509152,-72.5578678,,,,RTLR0003,FALSE,FALSE,FALSE,TRUE
US-0012595,"Vermont Cannabis Cafe LLC, d/b/a Vermont  Cannabis Cafe Dispensary",vermont-cannabis-cafe-llc-dba-vermont-cannabis-cafe-dispensary,"Vermont Cannabis Cafe LLC, d/b/a Vermont  Cannabis Cafe Dispensary",vermont-cannabis-cafe-llc-dba-vermont-cannabis-cafe-dispensary,dispensary,,,Rutland,VT,,US,43.6106237,-72.9726065,,,,RTLR0107,FALSE,FALSE,FALSE,TRUE
US-0012596,"Vermont Hemp Craft LLC, d.b.a. Green Leaf Central",vermont-hemp-craft-llc-dba-green-leaf-central,"Vermont Hemp Craft LLC, d.b.a. Green Leaf Central",vermont-hemp-craft-llc-dba-green-leaf-central,dispensary,,,Burlington,VT,,US,44.4758825,-73.212072,,,,RTLR0017,FALSE,FALSE,FALSE,TRUE
US-0012597,"VERMONT HERBAL CENTER, INC.",vermont-herbal-center-inc,"VERMONT HERBAL CENTER, INC.",vermont-herbal-center-inc,dispensary,,919 La Cienaga Blvd N,Los Angeles,CA,90069,US,34.087447,-118.376739,(323) 591-2662,Compliance@sweetflower.Com,,C10-0000129-LIC,FALSE,FALSE,FALSE,TRUE
US-0012598,"Vermont Patients Alliance, Inc",vermont-patients-alliance-inc,"Vermont Patients Alliance, Inc",vermont-patients-alliance-inc,dispensary,,,Waterbury Ctr,VT,,US,44.376896,-72.7189485,,,,RTLR0121,FALSE,FALSE,FALSE,TRUE
US-0012599,Vermont Terps Cannabis LLC,vermont-terps-cannabis-llc,Vermont Terps Cannabis LLC,vermont-terps-cannabis-llc,dispensary,,,Pittsford,VT,,US,43.7067329,-73.0281647,,,,RTLR0066,FALSE,FALSE,FALSE,TRUE
US-0012600,VERNONIA'S NATURAL CHOICE LLC,vernonias-natural-choice-llc,Vernonia's Natural Choice,vernonias-natural-choice,dispensary,,736 BRIDGE ST UNIT 1,Vernonia,OR,97064-1285,US,45.85872814,-123.1932822,,,,050-10001263A2F,FALSE,FALSE,FALSE,FALSE
US-0012601,"Vert Lake Elsinore, LLC",vert-lake-elsinore-llc,Cannabis Kingdom,cannabis-kingdom,other,,,,CA,,US,,,(619) 200-9549,Saif@cannabiskingdom.Com,,DCC-10004865,FALSE,FALSE,FALSE,FALSE
US-0012602,VERTERRA LLC,verterra-llc,VERTERRA LLC,verterra-llc,cultivator,,,,CA,,US,,,(707) 841-7515,Will1everidge@gmail.Com,,CCL24-0000035,FALSE,FALSE,FALSE,FALSE
US-0012603,VERTERRA LLC,verterra-llc,VERTERRA LLC,verterra-llc,cultivator,,,,CA,,US,,,(707) 841-7515,Will1everidge@gmail.Com,,CCL25-0000026,FALSE,FALSE,FALSE,TRUE
US-0012604,VERTERRA LLC,verterra-llc,VERTERRA LLC,verterra-llc,cultivator,,,,CA,,US,,,(707) 841-7515,Will1everidge@gmail.Com,,CCL25-0000141,FALSE,FALSE,FALSE,TRUE
US-0012605,Vertical,vertical,Vertical,vertical,other,,908 North Belt Highway,St. Joseph,MO,64506,US,39.77483201,-94.80397997,816-582-3459,,,DIS000011,FALSE,FALSE,FALSE,FALSE
US-0012606,"Vertical Four, Inc.",vertical-four-inc,420 Central Newport Mesa,420-central-newport-mesa,dispensary,,1990 Harbor Blvd,Costa Mesa,CA,92627,US,33.646816,-117.918606,(949) 434-2125,Taftlicense@gmail.Com,,C10-0001187-LIC,FALSE,FALSE,FALSE,FALSE
US-0012607,VERTICAL INTEGRATION,vertical-integration,VERTICAL INTEGRATION,vertical-integration,cultivator,,,,CA,,US,,,(805) 321-8800,Steven@verticalintegration.Com,,CCL21-0004544,FALSE,FALSE,FALSE,FALSE
US-0012608,Vertical Integration,vertical-integration,Vertical Integration,vertical-integration,other,,,,CA,,US,,,(831) 241-1376,Scott@verticalintegration.Com,,C11-0001397-LIC,FALSE,FALSE,FALSE,FALSE
US-0012609,"Vertical Management Cary, LLC",vertical-management-cary-llc,Vertical Dispensary,vertical-dispensary,other,,20 Northwest Hwy,Cary,IL,60013,US,42.2084553,-88.2346516,847-516-9333,,,284.000300-AUDO,FALSE,FALSE,FALSE,FALSE
US-0012610,Vertically Integrated Commercial Industries (V.I.C.I.) Incorporated,vertically-integrated-commercial-industries-vici-incorporated,v.i.c.i. inc,vici-inc,other,,,,CA,,US,,,(415) 368-3331,Viciinc415@gmail.Com,,C12-0000632-LIC,FALSE,FALSE,FALSE,FALSE
US-0012611,VERTS GRAND LAKE LLC,verts-grand-lake-llc,VERTS NEIGHBORHOOD DISPENSARY,verts-neighborhood-dispensary,dispensary,,525 Grand Avenue,Grand Lake,CO,80447,US,40.25310512,-105.8275922,,,,402R-01044,FALSE,FALSE,FALSE,FALSE
US-0012612,VERTS LLC,verts-llc,VERTS NEIGHBORHOOD DISPENSARY,verts-neighborhood-dispensary,dispensary,,"1240 West Elizabeth Street, Unit A, B, C, and D,",Fort Collins,CO,80521,US,40.57470281,-105.0981889,,,,402-00840,FALSE,FALSE,FALSE,FALSE
US-0012613,VERTS LLC,verts-llc,VERTS NEIGHBORHOOD DISPENSARY,verts-neighborhood-dispensary,dispensary,,"1240 West Elizabeth Street, Unit A, B, C, & D",Fort Collins,CO,80521,US,40.57470281,-105.0981889,,,,402R-00545,FALSE,FALSE,FALSE,FALSE
US-0012614,Verts; Verts Dispensary; Verts Neighborhood Dispensary,verts-verts-dispensary-verts-neighborhood-dispensary,Verts; Verts Dispensary; Verts Neighborhood Dispensary,verts-verts-dispensary-verts-neighborhood-dispensary,other,,25733 Fir Rd,Joplin,MO,64801,US,37.143683,-94.521907,614-295-7521,,,DIS000091,FALSE,FALSE,FALSE,FALSE
US-0012615,VERV LLC,verv-llc,DADIRRI,dadirri,dispensary,,3988 North Ulster Street,Denver,CO,80207,US,39.77264823,-104.8940244,,,,404R-00440,FALSE,FALSE,FALSE,FALSE
US-0012616,Vesuvio Gardens LLC,vesuvio-gardens-llc,Vesuvio Gardens LLC,vesuvio-gardens-llc,cultivator,,,,CA,,US,,,(415) 350-3650,VesuviogardensLLC@gmail.Com,,CCL19-0002653,FALSE,FALSE,FALSE,FALSE
US-0012617,"VETERAN PHARMS, INC.",veteran-pharms-inc,"VETERAN PHARMS, INC.",veteran-pharms-inc,cultivator,,,,CA,,US,,,(408) 568-6027,Ccatfay@gmail.Com,,CCL18-0002621,FALSE,FALSE,FALSE,TRUE
US-0012618,"Veteran Warriors of WNY, LLC",veteran-warriors-of-wny-llc,The Natural Dispensary,natural-dispensary,dispensary,,1067 E 2nd St,Jamestown,NY,14701,US,42.10955,-79.22021,,,,OCM-RETL-24-000128,FALSE,FALSE,FALSE,FALSE
US-0012619,Vfarm1509,vfarm1509,Rose Collective,rose-collective,other,,411 Rose Ave,Venice,CA,90291,US,33.99793739,-118.474862,(626) 221-2920,Annlawrenceathey@gmail.Com,,C12-0000215-LIC,FALSE,FALSE,FALSE,FALSE
US-0012620,"VHEA, LLC",vhea-llc,284.000344-CL,284000344-cl,other,,7/31/2023,,IL,,US,40.6331249,-89.3985283,,,,284.000344-CL,FALSE,FALSE,FALSE,FALSE
US-0012621,"VherBio, LLC dba Polestar Cannabis",vherbio-llc-dba-polestar-cannabis,"VherBio, LLC dba Polestar Cannabis",vherbio-llc-dba-polestar-cannabis,dispensary,,,Randolph,VT,,US,43.9247446,-72.6656948,,,,RTLR0036,FALSE,FALSE,FALSE,FALSE
US-0012622,Vibe - Quincy,vibe-quincy,Vibe - Quincy,vibe-quincy,dispensary,,133 W Chicago ST,Quincy,MI,49082,US,41.94163224,-84.89747941,,,,AU-R-001031,FALSE,FALSE,FALSE,FALSE
US-0012623,"Vibe Ann Arbor, LLC",vibe-ann-arbor-llc,"Vibe Ann Arbor, LLC",vibe-ann-arbor-llc,dispensary,,603 E William ST,Ann Arbor,MI,48104,US,42.27790989,-83.7418638,,,,AU-R-001311,FALSE,FALSE,FALSE,FALSE
US-0012624,VIBE CANNABIS CO.,vibe-cannabis-co,VIBE CANNABIS CO.,vibe-cannabis-co,dispensary,,406 OAK ST,KELSO,WA,98626,US,46.14376649,-122.9090269,5093938023,,,434798,FALSE,FALSE,FALSE,TRUE
US-0012625,Vibe Cultivation LLC,vibe-cultivation-llc,Vibe Cultivation LLC,vibe-cultivation-llc,cultivator,,,,CA,,US,,,(916) 217-4053,Mike@arcadewellness.Org,,CCL18-0000958,FALSE,FALSE,FALSE,FALSE
US-0012626,Vibe Cultivation LLC,vibe-cultivation-llc,Vibe Cultivation LLC,vibe-cultivation-llc,cultivator,,,,CA,,US,,,(279) 356-8423,Joes@vibebycalifornia.Com,,CCL19-0004627,FALSE,FALSE,FALSE,FALSE
US-0012627,Vibe Distribution Company,vibe-distribution-company,VIBE BY CALIFORNIA,vibe-by-california,other,,,,CA,,US,,,(916) 500-7827,Joes@vibebycalifornia.Com,,C11-0001160-LIC,FALSE,FALSE,FALSE,FALSE
US-0012628,Vibe New Buffalo,vibe-new-buffalo,Vibe New Buffalo,vibe-new-buffalo,dispensary,,19689 W US-12 HWY,New Buffalo,MI,49117,US,41.76341514,-86.7959396,,,,AU-R-001411,FALSE,FALSE,FALSE,FALSE
US-0012629,VIBE THE ULTIMATE CANNABIS EXPERIENCE,vibe-the-ultimate-cannabis-experience,VIBE THE ULTIMATE CANNABIS EXPERIENCE,vibe-the-ultimate-cannabis-experience,dispensary,,29385 Cherry Hill RD,Inkster,MI,48141,US,42.31118756,-83.33035155,,,,AU-R-000420,FALSE,FALSE,FALSE,FALSE
US-0012630,Vibe Ukiah LLC,vibe-ukiah-llc,Vibe by California,vibe-by-california,dispensary,,441 State St,Ukiah,CA,95482,US,39.152585,-123.207588,(916) 739-6337,Mike@arcadewellness.Org,,C10-0000963-LIC,FALSE,FALSE,FALSE,FALSE
US-0012631,"Vicasso, Inc.",vicasso-inc,Vicasso,vicasso,other,,,,CA,,US,,,(818) 697-2067,Vshamiryan@yahoo.Com,,C11-0001555-LIC,FALSE,FALSE,FALSE,FALSE
US-0012632,"Vici International, Inc.",vici-international-inc,"Vici International, Inc.",vici-international-inc,cultivator,,,,CA,,US,,,(415) 819-8443,Internationalvici@gmail.Com,,CCL25-0000272,FALSE,FALSE,FALSE,FALSE
US-0012633,"Victory Road Farm, LLC",victory-road-farm-llc,"Victory Road Farm, LLC",victory-road-farm-llc,other,victoryroadfarm.com,556 Victory Rd,Red Creek,NY,13143,US,43.21491,-76.70249,,,,OCM-MICR-24-000128,FALSE,FALSE,FALSE,FALSE
US-0012634,"Vilaro Investments, Inc.",vilaro-investments-inc,"Vilaro Investments, Inc.",vilaro-investments-inc,cultivator,,,,CA,,US,,,(510) 592-7486,Vilaroinvestments@gmail.Com,,CCL24-0000897,FALSE,FALSE,FALSE,TRUE
US-0012635,Village Flower LLC,village-flower-llc,Village Flower LLC,village-flower-llc,other,,,,NY,,US,42.81812,-74.05857,,,,OCM-MICR-24-000001,FALSE,FALSE,FALSE,TRUE
US-0012636,Village one stop smoke shop inc.,village-one-stop-smoke-shop-inc,Village one stop smoke shop inc.,village-one-stop-smoke-shop-inc,dispensary,,11 Commercial St,Angola,NY,14006,US,42.6381,-79.02795,,,,OCM-RETL-24-000131,FALSE,FALSE,FALSE,TRUE
US-0012637,VILLAGE RETAIL LLC,village-retail-llc,BLUE HERON DISPENSARY,blue-heron-dispensary,dispensary,,"100 West Main Street, Unit A",Oak Creek,CO,80467,US,40.27605056,-106.9586197,,,,402R-00483,FALSE,FALSE,FALSE,FALSE
US-0012638,"Vill-Ops, Inc",vill-ops-inc,Village Bucktown,village-bucktown,other,,1850 W Webster Ave,Chicago,IL,60614,US,41.92150944,-87.67410224,(312) 598-0022,,,284.000208-AUDO,FALSE,FALSE,FALSE,FALSE
US-0012639,"VILL-OPS, INC (DBA VIOLA)",vill-ops-inc-dba-viola,Viola CHI,viola-chi,other,,"1516 Roosevelt Rd.,",Broadview,IL,60155,US,41.86405571,-87.85082643,(773)-997-0258,,,284.000207-AUDO,FALSE,FALSE,FALSE,TRUE
US-0012640,"Vineyard Retail, LLC",vineyard-retail-llc,"Vineyard Retail, LLC",vineyard-retail-llc,dispensary,,2561 Vineyard Ave E,Oxnard,CA,93036,US,34.234422,-119.172052,(805) 409-6691,Michael@legendaryorganics.Com,,C10-0001292-LIC,FALSE,FALSE,FALSE,TRUE
US-0012641,"VINO & CIGARRO, LLC",vino-cigarro-llc,"VINO & CIGARRO, LLC",vino-cigarro-llc,other,,,,CA,,US,,,(818) 613-0610,Ophir@bittonlaw.Com,,C12-0000149-LIC,FALSE,FALSE,FALSE,TRUE
US-0012642,VIOLA INC,viola-inc,VIOLA'S EXTRACTS,violas-extracts,cultivator|dispensary|other,,4645 North Joliet Street,Denver,CO,80239,US,39.78131417,-104.8613946,,,,403-01536|403R-00244|404-00397|404R-00237,FALSE,FALSE,FALSE,TRUE
US-0012643,VIOLET BLOOM LLC,violet-bloom-llc,VIOLET BLOOM LLC,violet-bloom-llc,cultivator|dispensary,,19812 Tamarack Lane,Ordway,CO,81063,US,38.2180608,-103.7560606,,,,403R-01427,FALSE,FALSE,FALSE,TRUE
US-0012644,"Viper Farms, LLC",viper-farms-llc,"Viper Farms, LLC",viper-farms-llc,cultivator,,,,CA,,US,,,(760) 318-5195,Kimtruc760@yahoo.Com,,CCL25-0000157,FALSE,FALSE,FALSE,TRUE
US-0012645,VIREO HEALTH OF DENVER METRO LLC,vireo-health-of-denver-metro-llc,GROW FORTH GARDENS,grow-forth-gardens,cultivator|dispensary,,4715 North Colorado Boulevard,Denver,CO,80216,US,39.7893812,-104.9400575,,,,403-00664|403R-01184,FALSE,FALSE,FALSE,TRUE
US-0012646,VIREO HEALTH OF DENVER METRO LLC,vireo-health-of-denver-metro-llc,STANDING AKIMBO,standing-akimbo,dispensary,,3801 North Jason Street,Denver,CO,80211,US,39.76944887,-104.9994824,,,,402-00729,FALSE,FALSE,FALSE,TRUE
US-0012647,VIREO HEALTH OF DENVER METRO LLC,vireo-health-of-denver-metro-llc,STAR BUDS,star-buds,dispensary,,5238 West 44th Avenue,Mountain View,CO,80212,US,39.77652891,-105.0537083,,,,402-01310,FALSE,FALSE,FALSE,TRUE
US-0012648,VIREO HEALTH OF DENVER METRO LLC,vireo-health-of-denver-metro-llc,STAR BUDS,star-buds,dispensary,,4690 North Brighton Boulevard,Denver,CO,80216,US,39.78176837,-104.9666013,,,,402R-00021,FALSE,FALSE,FALSE,TRUE
US-0012649,VIREO HEALTH OF DENVER METRO LLC,vireo-health-of-denver-metro-llc,STAR BUDS,star-buds,dispensary,,492 South Colorado Boulevard,Glendale,CO,80246,US,39.70751757,-104.9406661,,,,402R-00262,FALSE,FALSE,FALSE,TRUE
US-0012650,VIREO HEALTH OF DENVER METRO LLC,vireo-health-of-denver-metro-llc,STAR BUDS,star-buds,dispensary,,5238 West 44th Avenue,Denver,CO,80212,US,39.77652891,-105.0537083,,,,402R-00818,FALSE,FALSE,FALSE,TRUE
US-0012651,VIREO HEALTH OF DENVER METRO LLC,vireo-health-of-denver-metro-llc,STAR BUDS,star-buds,other|dispensary,,1640 East Evans Avenue,Denver,CO,80210,US,39.67842529,-104.9682547,,,,505-00020|605R-00041|402-00170|402R-00022,FALSE,FALSE,FALSE,TRUE
US-0012652,VIREO HEALTH OF FOOTHILLS LLC,vireo-health-of-foothills-llc,EMERALD FIELDS,emerald-fields,dispensary,,5190 South Boulder Road,Boulder,CO,80303,US,39.98578213,-105.2261496,,,,402R-00824,FALSE,FALSE,FALSE,TRUE
US-0012653,VIREO HEALTH OF FOOTHILLS LLC,vireo-health-of-foothills-llc,STAR BUDS,star-buds,dispensary,,27 Manitou Avenue,Manitou Springs,CO,80829,US,38.85727731,-104.890146,,,,402-01319|402R-00375,FALSE,FALSE,FALSE,TRUE
US-0012654,VIREO HEALTH OF FOOTHILLS LLC,vireo-health-of-foothills-llc,STAR BUDS,star-buds,dispensary,,"1156 West Dillon Road, Unit 3",Louisville,CO,80027,US,39.96180201,-105.1672685,,,,402R-00214,FALSE,FALSE,FALSE,TRUE
US-0012655,VIREO HEALTH OF FOOTHILLS LLC,vireo-health-of-foothills-llc,STAR BUDS,star-buds,dispensary,,1750 30th Street Unit 12,Boulder,CO,80301,US,40.01758555,-105.2535335,,,,402R-00586,FALSE,FALSE,FALSE,FALSE
US-0012656,VIREO HEALTH OF FOOTHILLS LLC,vireo-health-of-foothills-llc,STAR BUDS,star-buds,dispensary,,6924 North 79th Street,Niwot,CO,80503,US,40.09975993,-105.1690549,,,,402R-00701,FALSE,FALSE,FALSE,TRUE
US-0012657,VIREO HEALTH OF FOOTHILLS LLC,vireo-health-of-foothills-llc,STAR BUDS,star-buds,dispensary,,7521 Ute Highway,Longmont,CO,80503,US,40.20337972,-105.1774909,,,,402R-00708,FALSE,FALSE,FALSE,TRUE
US-0012658,VIREO HEALTH OF NOCO LLC,vireo-health-of-noco-llc,STAR BUDS,star-buds,dispensary,,2502 8th Avenue,Garden City,CO,80631,US,40.39714147,-104.6910466,,,,402-00419|402R-00169,FALSE,FALSE,FALSE,TRUE
US-0012659,VIREO HEALTH OF NOCO LLC,vireo-health-of-noco-llc,STAR BUDS,star-buds,dispensary,,"5740 South College Avenue, Unit A",Fort Collins,CO,80525,US,40.50779084,-105.0772442,,,,402-00858,FALSE,FALSE,FALSE,FALSE
US-0012660,VIREO HEALTH OF NOCO LLC,vireo-health-of-noco-llc,STAR BUDS,star-buds,dispensary,,560 North 7th Avenue,Brighton,CO,80601,US,39.99716894,-104.8137451,,,,402-01723|402R-01056,FALSE,FALSE,FALSE,TRUE
US-0012661,VIREO HEALTH OF NOCO LLC,vireo-health-of-noco-llc,STAR BUDS,star-buds,dispensary,,1451 Cortez Street Unit A,Denver,CO,80221,US,39.83099032,-105.0048486,,,,402R-00446,FALSE,FALSE,FALSE,TRUE
US-0012662,VIREO HEALTH OF NOCO LLC,vireo-health-of-noco-llc,STAR BUDS,star-buds,dispensary,,5740 South College Avenue Unit A,Fort Collins,CO,80525,US,40.50779084,-105.0772442,,,,402R-00554,FALSE,FALSE,FALSE,FALSE
US-0012663,VIREO HEALTH OF NOCO LLC,vireo-health-of-noco-llc,STAR BUDS,star-buds,dispensary,,5844 Dahlia Street,Commerce City,CO,80022,US,39.80288985,-104.9313532,,,,402R-00577,FALSE,FALSE,FALSE,FALSE
US-0012664,VIREO HEALTH OF NOCO LLC,vireo-health-of-noco-llc,STAR BUDS,star-buds,dispensary,,"9000 Federal Boulevard, Unit B",Federal Heights,CO,80260,US,39.85994386,-105.0249067,,,,402R-00691,FALSE,FALSE,FALSE,FALSE
US-0012665,"Vireo Health of NY, LLC.",vireo-health-of-ny-llc,"Vireo Health of NY, LLC.",vireo-health-of-ny-llc,other,https://vireohealth.com/ny,589 Harry L Drive,Johnson City,NY,13790,US,42.12495,-75.97101,,,,MM0202D,FALSE,FALSE,FALSE,TRUE
US-0012666,"Vireo Health of NY, LLC.",vireo-health-of-ny-llc,"Vireo Health of NY, LLC.",vireo-health-of-ny-llc,other,https://vireohealth.com/ny,38 Fuller Road,Albany,NY,12205,US,42.70125,-73.81956,,,,MM0203D,FALSE,FALSE,FALSE,TRUE
US-0012667,"Vireo Health of NY, LLC.",vireo-health-of-ny-llc,"Vireo Health of NY, LLC.",vireo-health-of-ny-llc,other,https://vireohealth.com/ny,221-223 E. Post Road.,White Plains,NY,10601,US,41.03027,-73.76268,,,,MM0204D,FALSE,FALSE,FALSE,TRUE
US-0012668,"Vireo Health of NY, LLC.",vireo-health-of-ny-llc,"Vireo Health of NY, LLC.",vireo-health-of-ny-llc,other,https://vireohealth.com/ny,89-55 Queens Boulevard,Elmhurst,NY,11373,US,40.73437,-73.8725,,,,MM0205D,FALSE,FALSE,FALSE,TRUE
US-0012669,VIREO HEALTH OF SOCO LLC,vireo-health-of-soco-llc,STAR BUDS,star-buds,dispensary,,265 South Wadsworth Boulevard,Lakewood,CO,80226,US,39.7115913,-105.081535,,,,402-00209|402R-00986,FALSE,FALSE,FALSE,FALSE
US-0012670,VIREO HEALTH OF SOCO LLC,vireo-health-of-soco-llc,STAR BUDS,star-buds,dispensary,,510 East Pikes Peak Avenue,Colorado Springs,CO,80903,US,38.83346774,-104.8153454,,,,402-01157|402R-01104,FALSE,FALSE,FALSE,FALSE
US-0012671,VIREO HEALTH OF SOCO LLC,vireo-health-of-soco-llc,STAR BUDS,star-buds,dispensary,,"428 South McCulloch Boulevard, Building A",Pueblo West,CO,81007,US,38.3182344,-104.7486562,,,,402R-00177,FALSE,FALSE,FALSE,FALSE
US-0012672,VIREO HEALTH OF SOCO LLC,vireo-health-of-soco-llc,STAR BUDS,star-buds,dispensary,,10100 East Montview Boulevard,Aurora,CO,80010,US,39.74736528,-104.8704534,,,,402R-00267,FALSE,FALSE,FALSE,TRUE
US-0012673,VIREO HEALTH OF SOCO LLC,vireo-health-of-soco-llc,STAR BUDS,star-buds,dispensary,,"14655 East Arapahoe Road, Unit B",Aurora,CO,80016,US,39.59502833,-104.8170956,,,,402R-00316,FALSE,FALSE,FALSE,TRUE
US-0012674,VIREO HEALTH OF SOCO LLC,vireo-health-of-soco-llc,STAR BUDS,star-buds,dispensary,,4305 Thatcher Avenue,Pueblo,CO,81005,US,38.25843006,-104.6658286,,,,402R-00410,FALSE,FALSE,FALSE,FALSE
US-0012675,VIREO OF DENVER METRO LLC,vireo-of-denver-metro-llc,STAR BUDS,star-buds,dispensary,,2675 West 38th Avenue,Denver,CO,80211,US,39.76932287,-105.0201047,,,,402R-00458,FALSE,FALSE,FALSE,TRUE
US-0012676,Virgil Fg LLC [Equity Retailer],virgil-fg-llc-equity-retailer,Virgil FG [Equity Retailer],virgil-fg-equity-retailer,dispensary,,801 N Virgil Ave,Los Angeles,CA,90029,US,34.08577,-118.28709,(818) 795-5046,Vrarrion@gmail.Com,,C10-0001584-LIC,FALSE,FALSE,FALSE,TRUE
