Business or License Holder Name,License Number,Regulatory Body,City,State,Zip Code,Status,Latitude,Longitude
Keilthly Williams Transplants,AZ-N190043,Arizona Department of Agriculture,Yuma,Arizona,85364,Active,32.7056541,-114.678669
Kush Hemp Farm,AZ-G190230,Arizona Department of Agriculture,Mesa,Arizona,85207,Active,33.4151843,-111.8314724
Lusso-Adelanto LLC,06_370143G,California Department of Food and Agriculture,Tucson,Arizona,85705-,Active,32.2745229,-110.9864294
Lusso-Adelanto LLC,06_370143S,California Department of Food and Agriculture,Tucson,Arizona,85705,Active,32.2745229,-110.9864294
Matthew Recsetar,AZ-G220422,Arizona Department of Agriculture,Tucson,Arizona,85750,Active,32.3120977,-110.83145
"Pure5 Nutrients Colorado, LLC",08-104644,Colorado Department of Agriculture,Phoenix,Arizona,85022,Active,33.6275483,-112.0595603
"Recsetar, Matthew",AZ-G220422,Arizona Department of Agriculture,Tucson,Arizona,85750,Active,32.3120977,-110.83145
University of Arizona,AZ-G190282,Arizona Department of Agriculture,Tucson,Arizona,85721,Active,32.2332841,-110.9488008
WV Consulting LLC,AZ-G250001,Arizona Department of Agriculture,Phoenix,Arizona,85009,Active,33.4438042,-112.1310986
4-J Farms LLC,AZ-G190241,Arizona Department of Agriculture,Yuma,Arizona,85364,Active,32.7056541,-114.678669
Arizona State University,AZ-G250008,Arizona Department of Agriculture,Glendale,Arizona,85306,Active,33.6222797,-112.1728283
"Avalon Gardens Slow Foods Enterprises, LLC",AZ-G190190,Arizona Department of Agriculture,Tubac,Arizona,85646,Active,31.61259,-111.0459238
"CONDOR SEED PRODUCTION, INC.",AZ-G250007,Arizona Department of Agriculture,Somerton,Arizona,85350,Active,32.5964404,-114.709677
Diez Manos LLC,AZ-G190184,Arizona Department of Agriculture,Tucson,Arizona,85730,Active,32.1894757,-110.7241664
Green Leaf Cure LLC,AZ-G240003,Arizona Department of Agriculture,Phoenix,Arizona,85050,Active,33.6629442,-112.0182329
GTG Golden Valley Farms LLC,AZ-G200353,Arizona Department of Agriculture,Phoenix,Arizona,85041,Active,33.3885174,-112.1132142
GTG Shabbona Farms LLC,AZ-G200352,Arizona Department of Agriculture,Phoenix,Arizona,85041,Active,33.3885174,-112.1132142
"Higharchy Grows, LLC",AZ-G240005,Arizona Department of Agriculture,Show Low,Arizona,85901,Active,34.2542084,-110.0298327
Keilthly Williams Transplants,AZ-N190043,Arizona Department of Agriculture,Yuma,Arizona,85364,Active,32.7056541,-114.678669
Kush Hemp Farm,AZ-G190230,Arizona Department of Agriculture,Mesa,Arizona,85207,Active,33.4151843,-111.8314724
Lusso-Adelanto LLC,06_370143G,California Department of Food and Agriculture,Tucson,Arizona,85705-,Active,32.2745229,-110.9864294
Lusso-Adelanto LLC,06_370143S,California Department of Food and Agriculture,Tucson,Arizona,85705,Active,32.2745229,-110.9864294
Matthew Recsetar,AZ-G220422,Arizona Department of Agriculture,Tucson,Arizona,85750,Active,32.3120977,-110.83145
"Pure5 Nutrients Colorado, LLC",08-104644,Colorado Department of Agriculture,Phoenix,Arizona,85022,Active,33.6275483,-112.0595603
"Recsetar, Matthew",AZ-G220422,Arizona Department of Agriculture,Tucson,Arizona,85750,Active,32.3120977,-110.83145
University of Arizona,AZ-G190282,Arizona Department of Agriculture,Tucson,Arizona,85721,Active,32.2332841,-110.9488008
WV Consulting LLC,AZ-G250001,Arizona Department of Agriculture,Phoenix,Arizona,85009,Active,33.4438042,-112.1310986
AG 33 LLC,06_330138G,California Department of Food and Agriculture,Palm Desert,California,92260-,Active,33.6917281,-116.4075854
Airlume Agricultural Advisors,06_370147S,California Department of Food and Agriculture,Valley Center,California,92082-,Active,33.2183701,-117.0341967
Ajay Munger,06_150078G,California Department of Food and Agriculture,Delano,California,93215-,Active,35.7688425,-119.2470536
"Beacon Enterprises, Inc.",06_490001S,California Department of Food and Agriculture,Santa Rosa,California,95407,Active,38.3986068,-122.7520139
Bear Family Farms LLC,06_370140S,California Department of Food and Agriculture,Fallbrook,California,92028,Active,33.3764196,-117.2511466
Belmont Ranch,06_100115G,California Department of Food and Agriculture,Fresno,California,93711-,Active,36.8381393,-119.829443
Brian J Surabian,06_540006G,California Department of Food and Agriculture,Squaw Valley,California,93675-,Active,36.7359348,-119.2088303
CBD Pharms Inc.,06_560006G,California Department of Food and Agriculture,Tehachapi,California,93561,Active,35.1321877,-118.4489739
Central Valley Land Company,06_100110G,California Department of Food and Agriculture,Huron,California,93234,Active,36.2027308,-120.1029177
Christopher Boucher,06_370148G,California Department of Food and Agriculture,Santa Ysabel,California,92070-,Active,33.1091684,-116.673794
Conor N Stephen,06_442423S,California Department of Food and Agriculture,Watsonville,California,95076-,Active,36.910231,-121.7568946
"Creative Waves, LLC",06_490011G,California Department of Food and Agriculture,Santa Rosa,California,95404,Active,38.5386881,-122.695547
David C Good,06_240004G,California Department of Food and Agriculture,Stevinson,California,95374-,Active,37.3276719,-120.8511291
David J Ennes,06_100094R,California Department of Food and Agriculture,Parlier,California,93648,Active,36.6116174,-119.5270734
Donn R Dabbs,06_370070G,California Department of Food and Agriculture,Vista,California,92081,Active,33.1778834,-117.2534184
Double J Farms Inc.,06_100106G,California Department of Food and Agriculture,Corcoran,California,93212,Active,36.098007,-119.5604015
EBC Farms LLC,06_100113G,California Department of Food and Agriculture,Hanford,California,93230-,Active,36.3274502,-119.6456844
Edward C Brummer,06_570002R,California Department of Food and Agriculture,Davis,California,95616-,Active,38.5449065,-121.7405167
Elizabeth C Gaskill,06_049030G,California Department of Food and Agriculture,Chico,California,925928-,Active,39.7282839,-121.8379978
Ernest Saeturn,06_100111G,California Department of Food and Agriculture,Sacramento,California,95828-,Active,38.4929881,-121.3884671
Errotabere Ranches,06_100117G,California Department of Food and Agriculture,Riverdale,California,93656-,Active,36.431061,-119.8595833
"F5, LLC",06_560011G,California Department of Food and Agriculture,Riverside,California,92504-,Active,33.9012386,-117.3910247
Forest Elie,06_170125G,California Department of Food and Agriculture,Redwood Valley,California,95470-,Active,39.2652491,-123.2041429
GB Orchards and Farmz LLC,06_323576G,California Department of Food and Agriculture,Beckwourth,California,96129,Active,39.8201799,-120.3788225
GCM Farms,06_160002G,California Department of Food and Agriculture,Stratford,California,93266-,Active,36.1893956,-119.8231877
Genflora LLC,06_330016S,California Department of Food and Agriculture,Cupertino,California,95014,Active,37.31317,-122.0723816
Georgios Vidalakis,06_330002R,California Department of Food and Agriculture,Riverside,California,92521-,Active,33.9756518,-117.3311106
"GHCH, LLC",06_560012G,California Department of Food and Agriculture,Camarillo,California,93012-,Active,34.2163937,-119.0376023
"Green Valley Farms, LLC",06_200032G,California Department of Food and Agriculture,Fresno,California,93705-,Active,36.789028,-119.829443
Hansen Ranches,06_160005G,California Department of Food and Agriculture,Newman,California,95360-,Active,37.3137067,-121.0205526
Heather H May,06_370008G,California Department of Food and Agriculture,Rancho Santa fe,California,92067-,Active,33.0176773,-117.226457
Hemp Valley Farm LLC,06_370145G,California Department of Food and Agriculture,Laguna Niguel,California,90677-,Active,33.5236744,-117.7149438
J-Bar Farms LLC,06_130001G,California Department of Food and Agriculture,Holtville,California,92250-,Active,32.8111612,-115.3802643
"Jabbs, Inc",06_160006G,California Department of Food and Agriculture,Tustin,California,92782-,Active,33.7344836,-117.7930401
Jacob Jauregui,06_330001R,California Department of Food and Agriculture,Moreno Valley,California,92557-,Active,33.9696912,-117.255854
Jesus Gonzalez,06_330137G,California Department of Food and Agriculture,Thermal,California,92274-,Active,33.6402638,-116.1422353
John C Oliver,06_170225G,California Department of Food and Agriculture,Hopland,California,95449,Active,38.9702008,-123.1165625
John W Currier,06_130003G,California Department of Food and Agriculture,Brawley,California,92224,Active,32.9786566,-115.530267
Langer Farms LLC,06_150047G,California Department of Food and Agriculture,Bakersfield,California,93311,Active,35.1268513,-119.1855785
Lazaro Espinola,06_100096G,California Department of Food and Agriculture,Fresno,California,93720-,Active,36.8638688,-119.7715563
Legendary Life Inc.,06_100107G,California Department of Food and Agriculture,Kerman,California,93630,Active,36.72355719999999,-120.059879
Lucas M Wilson,06_061938G,California Department of Food and Agriculture,Gridley,California,95948-,Active,39.3637773,-121.6935833
Lucas M Wilson,06_510049G,California Department of Food and Agriculture,Gridley,California,95948,Active,39.3637773,-121.6935833
MaxGene Bioscience LLC,06_570001S,California Department of Food and Agriculture,West Sacramento,California,95691,Active,38.5804609,-121.530234
McCahon Floral,06_410003G,California Department of Food and Agriculture,Half Moon Bay,California,94019,Active,37.4635519,-122.4285862
Melissa Ruiz,06_560013G,California Department of Food and Agriculture,Encino,California,91316,Active,34.1583323,-118.5155901
"MFDI, LLC",06_540003G,California Department of Food and Agriculture,Delano,California,93215-,Active,35.7688425,-119.2470536
Michael W Harden,06_490008G,California Department of Food and Agriculture,San Francisco,California,94104-,Active,37.7911148,-122.4021273
OneSixEight Farm Inc,06_100114G,California Department of Food and Agriculture,Nicolaus,California,95659-,Active,38.9042927,-121.5781667
"Organitek, Inc",06_321258G,California Department of Food and Agriculture,Beckwourth,California,96129,Active,39.8201799,-120.3788225
"Outer Edge Farms, LLC",06_270003S,California Department of Food and Agriculture,Prunedale,California,93907,Active,36.7918545,-121.6511258
Pacific Farm Resources LLC,06_370135G,California Department of Food and Agriculture,Carlsbad,California,92008,Active,33.1412124,-117.3205123
Pacific North Hemp,06_560009G,Arizona Department of Agriculture,Portland,California,97229,Active,45.5593978,-122.807445
"Renaissance Solutionz, Inc.",06_370149G,California Department of Food and Agriculture,Bonita,California,91902-,Active,32.6703579,-117.0146736
Robert B Hutmacher,06_100095R,California Department of Food and Agriculture,Visalia,California,93291,Active,36.3696012,-119.3947135
Robert I Kestersen,06_500007G,California Department of Food and Agriculture,Oakdale,California,95361-,Active,37.7666263,-120.8470308
Roberto Alejandre,06_100024G,California Department of Food and Agriculture,Kermen,California,93630-,Active,36.72355719999999,-120.059879
Roberto Pena,06_100012G,California Department of Food and Agriculture,Caruthers,California,93609,Active,36.5427271,-119.8331965
Sansun Developments LLC,06_410002G,California Department of Food and Agriculture,San Francisco,California,94132-,Active,37.7181398,-122.4863492
Scott R Guerrero,06_560008G,California Department of Food and Agriculture,Newbury Park,California,91320,Active,34.1810666,-118.9470422
Shuo Kuang,06_100116G,California Department of Food and Agriculture,Rancho Cordova,California,95742-,Active,38.5791051,-121.193945
Shuping Li,06_100105G,California Department of Food and Agriculture,Fremont,California,94538,Active,37.5485396,-121.988583
Sou Orn Saelee,06_062056G,California Department of Food and Agriculture,Rancho Cordova,California,95670-,Active,38.5961116,-121.2969674
Steven W Johnson,06_100100G,California Department of Food and Agriculture,Fresno,California,93705,Active,36.789028,-119.829443
Sue Carlton,06_100083G,California Department of Food and Agriculture,Squaw Valley,California,93675-,Active,36.7359348,-119.2088303
"T3 Custom Harvesting, LLC",06_100102G,California Department of Food and Agriculture,Oakdale,California,95361,Active,37.7666263,-120.8470308
"Terpene Belt Farms, LLC",06_010002G,California Department of Food and Agriculture,Livermore,California,94551-,Active,37.7537708,-121.7879244
"Terpene Belt Farms, LLC",06_070001G,California Department of Food and Agriculture,Livermore,California,94551-,Active,37.7537708,-121.7879244
Terra Linda Farms,06_100103G,California Department of Food and Agriculture,Riverdale,California,93656,Active,36.431061,-119.8595833
Trent R Jones,06_150074G,California Department of Food and Agriculture,Bakersfield,California,93314,Active,35.382088,-119.2088303
United Coachella Growers,06_330094G,California Department of Food and Agriculture,Indio,California,92203,Active,33.745603,-116.1713917
Valley Green Ag Management Inc,06_100112G,California Department of Food and Agriculture,Kerman,California,93630-,Active,36.72355719999999,-120.059879
Xiaozhen Mai,06_340001G,California Department of Food and Agriculture,San Francisco,California,94132-,Active,37.7181398,-122.4863492
Yaga Farms LLC,06_370144G,California Department of Food and Agriculture,Valley Center,California,92082,Active,33.2183701,-117.0341967
Zheng Jiang,06_100108G,California Department of Food and Agriculture,Hayward,California,94544,Active,37.6270256,-122.0496521
"T3 Custom Harvesting, LLC",06_100102G,California Department of Food and Agriculture,Oakdale,California,95361,Active,37.7666263,-120.8470308
"Terpene Belt Farms, LLC",06_010002G,California Department of Food and Agriculture,Livermore,California,94551-,Active,37.7537708,-121.7879244
"Terpene Belt Farms, LLC",06_070001G,California Department of Food and Agriculture,Livermore,California,94551-,Active,37.7537708,-121.7879244
Terra Linda Farms,06_100103G,California Department of Food and Agriculture,Riverdale,California,93656,Active,36.431061,-119.8595833
Trent R Jones,06_150074G,California Department of Food and Agriculture,Bakersfield,California,93314,Active,35.382088,-119.2088303
United Coachella Growers,06_330094G,California Department of Food and Agriculture,Indio,California,92203,Active,33.745603,-116.1713917
Valley Green Ag Management Inc,06_100112G,California Department of Food and Agriculture,Kerman,California,93630-,Active,36.72355719999999,-120.059879
Xiaozhen Mai,06_340001G,California Department of Food and Agriculture,San Francisco,California,94132-,Active,37.7181398,-122.4863492
Yaga Farms LLC,06_370144G,California Department of Food and Agriculture,Valley Center,California,92082,Active,33.2183701,-117.0341967
Zheng Jiang,06_100108G,California Department of Food and Agriculture,Hayward,California,94544,Active,37.6270256,-122.0496521
14 PEAKS LLC,08-104667,Colorado Department of Agriculture,Hartsel,Colorado,80449-0000,Active,39.0216594,-105.7958419
"A&B Consulting Services, LLC",08-104645,Colorado Department of Agriculture,Parachute,Colorado,81635,Active,39.45192249999999,-108.0528529
AG101 CORPORATION,08-104639,Colorado Department of Agriculture,Sanford,Colorado,81151,Active,37.2583426,-105.9047442
AlpenGrow Organic CBD LLC,08-104625,Colorado Department of Agriculture,Ridgway,Colorado,81432,Active,38.1525873,-107.7556162
Autonomous Communities LLC,08-104659,Colorado Department of Agriculture,Fort Collins,Colorado,80524,Active,40.5852602,-105.084423
"BeesKnees Enterprises, LLC",08-104713,Colorado Department of Agriculture,Pueblo,Colorado,81001,Active,38.3060189,-104.5422225
Big Nugget Farm,08-104660,Colorado Department of Agriculture,Westcliffe,Colorado,81252,Active,38.1347219,-105.4658353
Bloom Genetics Management Ltd.,08-104648,Colorado Department of Agriculture,Grand Junction,Colorado,81503,Active,39.0303696,-108.4869555
BPS Novelties LLC,08-104681,Colorado Department of Agriculture,Howard,Colorado,81233,Active,38.4458922,-105.8392176
"CAG Holdings CO, LLC",08-104677,Colorado Department of Agriculture,Springfield,Colorado,81073,Active,37.4083485,-102.6143616
"CALCO HEMP GROWERS, LLC",08-104690,Colorado Department of Agriculture,Grand Junction,Colorado,81501,Active,39.075059,-108.5522531
Candy Packs Hemp LLC,08-104703,Colorado Department of Agriculture,Calhan,Colorado,80808,Active,39.0355459,-104.297186
Canna Care Wellness LLC,08-104723,Colorado Department of Agriculture,Grand Junction,Colorado,81501,Active,39.075059,-108.5522531
"Charlotte's Web, Inc.",08-104623,Colorado Department of Agriculture,Wray,Colorado,80758,Active,40.0758231,-102.2232495
"Charlotte's Web, Inc.",08-104720,Colorado Department of Agriculture,Broomfield,Colorado,80020,Active,39.93891989999999,-105.0674317
"Cloud CO. Farms, LLC",08-104665,Colorado Department of Agriculture,Alamosa,Colorado,81101,Active,37.4694491,-105.8700214
"Cloud CO. Farms, LLC",08-104726,Colorado Department of Agriculture,Alamosa,Colorado,81101,Active,37.4694491,-105.8700214
"Colorado Commodities Exporters, LLC",08-104618,Colorado Department of Agriculture,Holly,Colorado,81047,Active,38.0522337,-102.122685
"Colorado Commodities Exporters, LLC",08-104619,Colorado Department of Agriculture,Holly,Colorado,81047,Active,38.0522337,-102.122685
"Colorado Commodities Exporters, LLC",08-104620,Colorado Department of Agriculture,Holly,Colorado,81047,Active,38.0522337,-102.122685
"Colorado Commodities Exporters, LLC",08-104621,Colorado Department of Agriculture,Holly,Colorado,81047,Active,38.0522337,-102.122685
"Colorado Commodities Exporters, LLC",08-104622,Colorado Department of Agriculture,Holly,Colorado,81047,Active,38.0522337,-102.122685
"Colorado Commodities Exporters, LLC",08-104626,Colorado Department of Agriculture,Holly,Colorado,81047,Active,38.0522337,-102.122685
"Colorado Commodities Exporters, LLC",08-104627,Colorado Department of Agriculture,Holly,Colorado,81047,Active,38.0522337,-102.122685
"Colorado Commodities Exporters, LLC",08-104628,Colorado Department of Agriculture,Holly,Colorado,81047,Active,38.0522337,-102.122685
"Colorado Commodities Exporters, LLC",08-104629,Colorado Department of Agriculture,Holly,Colorado,81047,Active,38.0522337,-102.122685
"Colorado Commodities Exporters, LLC",08-104630,Colorado Department of Agriculture,Holly,Colorado,81047,Active,38.0522337,-102.122685
"Colorado Commodities Exporters, LLC",08-104631,Colorado Department of Agriculture,Holly,Colorado,81041,Active,38.0522337,-102.122685
"Colorado Commodities Exporters, LLC",08-104695,Colorado Department of Agriculture,Holly,Colorado,81047,Active,38.0522337,-102.122685
Colorado State University,08-104606,Colorado Department of Agriculture,Fort Collins,Colorado,80524,Active,40.5852602,-105.084423
Colorado State University - Pueblo,08-104718,Colorado Department of Agriculture,Pueblo,Colorado,81001,Active,38.3060189,-104.5422225
Colorado State University Pueblo,08-104721,Colorado Department of Agriculture,Pueblo,Colorado,81005,Active,38.1700879,-104.798771
Colorado State University- Plant Sciences,08-104707,Colorado Department of Agriculture,Fort Collins,Colorado,80523,Active,40.5702631,-105.0903456
Colorado State University-Insectary,08-104708,Colorado Department of Agriculture,Fort Collins,Colorado,80523,Active,40.5702631,-105.0903456
CSU Plant Growth Facilities,08-104725,Colorado Department of Agriculture,Fort Collins,Colorado,80526,Active,40.5293254,-105.1375908
Earth Apple Nursery and Farm LLC,08-104643,Colorado Department of Agriculture,Moffat,Colorado,81143,Active,37.9988882,-105.9100156
Earth Apple Nursery and Farm LLC,08-104712,Colorado Department of Agriculture,Moffat,Colorado,81143,Active,37.9988882,-105.9100156
Empirical Genetics LLC,08-104684,Colorado Department of Agriculture,Campo,Colorado,81029,Active,37.105019,-102.5796377
Empirical Genetics LLC,08-104685,Colorado Department of Agriculture,Campo,Colorado,81029,Active,37.105019,-102.5796377
Empirical Genetics LLC,08-104686,Colorado Department of Agriculture,Campo,Colorado,81029,Active,37.105019,-102.5796377
Empirical Genetics LLC,08-104687,Colorado Department of Agriculture,Campo,Colorado,81029,Active,37.105019,-102.5796377
Empirical Genetics LLC,08-104688,Colorado Department of Agriculture,Campo,Colorado,81029,Active,37.105019,-102.5796377
Empirical Genetics LLC,08-104698,Colorado Department of Agriculture,Campo,Colorado,81029,Active,37.105019,-102.5796377
Fat Pig Society,08-104632,Colorado Department of Agriculture,Fort Collins,Colorado,80521,Active,40.5889664,-105.1375908
"Functional Remedies Synchronicity, LLC",08-104689,Colorado Department of Agriculture,Louisville,Colorado,80027,Active,39.9434473,-105.1843801
Funky Fields LLC,08-104655,Colorado Department of Agriculture,Moffat,Colorado,81143,Active,37.9988882,-105.9100156
GARY LEIKER,USDA_20_0040,USDA,CASTLE PINES,Colorado,80108,Active,39.4716139,-104.8947682
"Grannys' High Altitude Super Hemp, LLC.",08-104658,Colorado Department of Agriculture,Lake George,Colorado,80827,Active,38.9797141,-105.3574943
Green Machine Hemp,08-104607,Colorado Department of Agriculture,Simla,Colorado,80835,Active,39.1416551,-104.0838479
Grey Owl Garden,08-104604,Colorado Department of Agriculture,Paonia,Colorado,81428,Active,38.8683204,-107.5920017
Haleighs Hope Inc,08-104682,Colorado Department of Agriculture,Boulder,Colorado,80301,Active,40.04065060000001,-105.2077798
Healthy Farm LLC,08-104701,Colorado Department of Agriculture,Walsenburg,Colorado,81089,Active,37.6227357,-104.780403
Hemp Source Headquarters LLC,08-104661,Colorado Department of Agriculture,Clifton,Colorado,81520,Active,39.0919256,-108.4489784
Hemp Source Headquarters LLC,08-104679,Colorado Department of Agriculture,Clifton,Colorado,81520,Active,39.0919256,-108.4489784
High Alpine Genetics,08-104722,Colorado Department of Agriculture,GLENWOOD SPRINGS,Colorado,81601,Active,39.5505376,-107.3247762
High Desert Hemp Co LLC,08-104717,Colorado Department of Agriculture,Boone,Colorado,81025,Active,38.248613,-104.2569104
HM Health LLC,08-104709,Colorado Department of Agriculture,Berthoud,Colorado,80513,Active,40.3048178,-105.1025075
JAKE SHINN,USDA_55_0494,USDA,LAFAYETTE,Colorado,80026,Active,39.9960635,-105.0908147
Jimmy Wood,08-104730,Colorado Department of Agriculture,Watkins,Colorado,80137,Active,39.7435442,-104.6080353
JNC Industries LLC,08-104646,Colorado Department of Agriculture,Littleton,Colorado,80127,Active,39.613321,-105.0166498
JNC Industries LLC,08-104647,Colorado Department of Agriculture,Littleton,Colorado,80127,Active,39.613321,-105.0166498
Landslide Designs Ltd.,08-104696,Colorado Department of Agriculture,Colorado Springs,Colorado,80917,Active,38.8825531,-104.7345937
Lazy B Gardens,08-104653,Colorado Department of Agriculture,Montrose,Colorado,81401,Active,38.4783198,-107.8761738
little g farm llc,08-104636,Colorado Department of Agriculture,Paonia,Colorado,81428,Active,38.8683204,-107.5920017
"Mammoth Acquisitions, LLC",08-104683,Colorado Department of Agriculture,Denver,Colorado,80223,Active,39.7007844,-105.0031457
Mariner Sands LLC,08-104715,Colorado Department of Agriculture,Penrose,Colorado,81240,Active,38.4250001,-105.0227624
"MG Mechanical, LLC",08-104652,Colorado Department of Agriculture,Bennett,Colorado,80102,Active,39.7588736,-104.4274609
"Mile High Organics, LLC",08-104448,Colorado Department of Agriculture,DENVER,Colorado,80226,Active,39.7101457,-105.0849687
"Mile High Organics, LLC",08-104451,Colorado Department of Agriculture,DENVER,Colorado,80226,Active,39.7101457,-105.0849687
"Mile High Organics, LLC",08-104624,Colorado Department of Agriculture,LAKEWOOD,Colorado,80226,Active,39.7101457,-105.0849687
"Misty Mountain Collective, LCA.",08-104664,Colorado Department of Agriculture,Blanca,Colorado,81123,Active,37.4380633,-105.515846
"NAF Grow Company, LLC",08-104729,Colorado Department of Agriculture,ENGLEWOOD,Colorado,80112,Active,39.5835785,-104.8571368
NE-CO Farms & Agribusiness LLC,USDA_31_0011,USDA,Golden,Colorado,80401,Active,39.755543,-105.2210997
Never Winter Botanicals,08-104633,Colorado Department of Agriculture,Eaton,Colorado,80615,Active,40.5194046,-104.702515
New West Genetics,08-104637,Colorado Department of Agriculture,Windsor,Colorado,80550,Active,40.4891031,-104.9155243
New West Genetics,08-104649,Colorado Department of Agriculture,Windsor,Colorado,80550,Active,40.4891031,-104.9155243
New West Genetics,08-104650,Colorado Department of Agriculture,Windsor,Colorado,80550,Active,40.4891031,-104.9155243
New West Genetics,08-104656,Colorado Department of Agriculture,Windsor,Colorado,80550,Active,40.4891031,-104.9155243
New West Genetics,08-104657,Colorado Department of Agriculture,Windsor,Colorado,80550,Active,40.4891031,-104.9155243
"Orchard Creek Ranch, LLC",08-104609,Colorado Department of Agriculture,Glenwood Springs,Colorado,81601,Active,39.5505376,-107.3247762
Poweroff LLC,08-104638,Colorado Department of Agriculture,Paonia,Colorado,81428,Active,38.8683204,-107.5920017
"Red Rocks, LLC",08-104634,Colorado Department of Agriculture,LONGMONT,Colorado,80504,Active,40.1672068,-105.1019275
Renova Biotech LLC,08-104710,Colorado Department of Agriculture,Golden,Colorado,80401,Active,39.755543,-105.2210997
Resonate Foods CO LLC,08-104610,Colorado Department of Agriculture,La Junta,Colorado,81050,Active,37.9850091,-103.5438321
Resonate Foods CO LLC,08-104611,Colorado Department of Agriculture,La Junta,Colorado,81050,Active,37.9850091,-103.5438321
Resonate Foods CO LLC,08-104663,Colorado Department of Agriculture,La Junta,Colorado,81050,Active,37.9850091,-103.5438321
Resonate Foods CO LLC,08-104666,Colorado Department of Agriculture,La Junta,Colorado,81050,Active,37.9850091,-103.5438321
Resonate Foods CO LLC,08-104702,Colorado Department of Agriculture,La Junta,Colorado,81050,Active,37.9850091,-103.5438321
Rocky Ford Farming LLC,08-104640,Colorado Department of Agriculture,Rocky Ford,Colorado,81067,Active,38.052508,-103.7202274
Rocky Ford Farming LLC,08-104641,Colorado Department of Agriculture,Rocky Ford,Colorado,81067,Active,38.052508,-103.7202274
Rocky Ford Farming LLC,08-104642,Colorado Department of Agriculture,Rocky Ford,Colorado,81067,Active,38.052508,-103.7202274
Ronald Drosselmeyer,08-104674,Colorado Department of Agriculture,Two Buttes,Colorado,81084,Active,37.5611244,-102.3976887
Ronald Drosselmeyer,08-104675,Colorado Department of Agriculture,Two Buttes,Colorado,81084,Active,37.5611244,-102.3976887
Root The Rockies Inc,08-104608,Colorado Department of Agriculture,Louviers,Colorado,80131,Active,39.4759028,-105.0082584
Sandhill Hemp,USDA_55_0410,USDA,BROOMFIELD,Colorado,80023,Active,39.9651949,-105.0206757
Small Scale Quality LLC,08-104716,Colorado Department of Agriculture,Pueblo West,Colorado,81007,Active,38.3324119,-104.7404269
Summit Fields Holdings LLC,08-104727,Colorado Department of Agriculture,Yoder,Colorado,80864,Active,38.83978880000001,-104.2219735
"Sweetwater Farm, LLC",08-104651,Colorado Department of Agriculture,Laporte,Colorado,80535,Active,40.62637110000001,-105.1377578
"ThunderStruck Hops, Inc.",08-104691,Colorado Department of Agriculture,Olathe,Colorado,81425,Active,38.6049853,-107.9822884
"ThunderStruck Hops, Inc.",08-104692,Colorado Department of Agriculture,Olathe,Colorado,81425,Active,38.6049853,-107.9822884
"ThunderStruck Hops, Inc.",08-104693,Colorado Department of Agriculture,Olathe,Colorado,81425,Active,38.6049853,-107.9822884
"TYPHOON FARMA, INC.",08-104612,Colorado Department of Agriculture,Montrose,Colorado,81401,Active,38.4783198,-107.8761738
"TYPHOON FARMA, INC.",08-104668,Colorado Department of Agriculture,Montrose,Colorado,81401,Active,38.4783198,-107.8761738
"TYPHOON FARMA, INC.",08-104669,Colorado Department of Agriculture,Montrose,Colorado,81401,Active,38.4783198,-107.8761738
"TYPHOON FARMA, INC. (KR Zone 3)",08-104670,Colorado Department of Agriculture,Montrose,Colorado,81401,Active,38.4783198,-107.8761738
"TYPHOON FARMA, INC. (KR Zone 4)",08-104671,Colorado Department of Agriculture,Montrose,Colorado,81401,Active,38.4783198,-107.8761738
"TYPHOON FARMA, INC. (KR Zone 5)",08-104672,Colorado Department of Agriculture,Montrose,Colorado,81401,Active,38.4783198,-107.8761738
"TYPHOON FARMA, INC. (KR Zone 6)",08-104673,Colorado Department of Agriculture,Montrose,Colorado,81401,Active,38.4783198,-107.8761738
"TYPHOON FARMA, INC. (Zone A2)",08-104613,Colorado Department of Agriculture,Montrose,Colorado,81401,Active,38.4783198,-107.8761738
"TYPHOON FARMA, INC. (Zone B)",08-104614,Colorado Department of Agriculture,Montrose,Colorado,81401,Active,38.4783198,-107.8761738
"TYPHOON FARMA, INC. (Zone C1)",08-104615,Colorado Department of Agriculture,Montrose,Colorado,81401,Active,38.4783198,-107.8761738
"TYPHOON FARMA, INC. (Zone C2)",08-104616,Colorado Department of Agriculture,Montrose,Colorado,81401,Active,38.4783198,-107.8761738
"TYPHOON FARMA, INC. (Zone D)",08-104617,Colorado Department of Agriculture,Montrose,Colorado,81401,Active,38.4783198,-107.8761738
"TYPHOON FARMA, INC. (Zone RD)",08-104705,Colorado Department of Agriculture,Montrose,Colorado,81403,Active,38.4783198,-107.8761738
"TYPHOON FARMA, INC. (Zone Sage)",08-104719,Colorado Department of Agriculture,Montrose,Colorado,81403,Active,38.4783198,-107.8761738
"TYPHOON FARMA, INC. (Zone SR)",08-104704,Colorado Department of Agriculture,Montrose,Colorado,81401,Active,38.4783198,-107.8761738
"Zion Farms, LLC",08-104680,Colorado Department of Agriculture,ignacio,Colorado,81137,Active,37.1150037,-107.633113
57 TOSUN ROAD LLC,HEMP.000085.CT,Connecticut Department of Agriculture,WOLCOTT,Connecticut,6716,Active,41.604736,-72.9696779
Adam Levine,HEMP.000093.CT,Connecticut Department of Agriculture,Plantsville,Connecticut,6479,Active,41.5824016,-72.89036449999999
AUSTIN ACRES,HEMP.000042.CTCOND,Connecticut Department of Agriculture,N Stonington,Connecticut,6359,Active,41.4093668,-71.9402186
