License_Number,UBI,Trade_Name,Licensee,Privilege_Status,Privilege_Type,Street,Suite,City,State,ZIP,County,Phone,Expiration_Date,Mailing_Address,SE_Retailer
414398,6033537490010003,WHITE RABBIT RETAIL,,ACTIVE (ISSUED),CANNABIS RETAILER,15928 HWY 99,,LYNNWOOD,WA,980871522,SNOHOMISH,4257454242,,,
441470,6059199680010001,WONDER WEED,,ACTIVE (ISSUED),CANNABIS RETAILER,7115 N DIVISION ST STE A,,SPOKANE,WA,99208,SPOKANE,4065465411,,,
414449,6034023650010001,WORLD OF WEED,,ACTIVE (ISSUED),CANNABIS RETAILER,3202 E PORTLAND AVE,SMP - 2,TACOMA,WA,98404,PIERCE,2532729333,,,
353928,6041620560010001,YAKIMA WEED CO,,ACTIVE (ISSUED),CANNABIS RETAILER,1606 FRUITVALE BLVD,,YAKIMA,WA,98902,YAKIMA,2066826644,,,
422361,6033568920010008,YAKIMA WEED CO,,ACTIVE (ISSUED),CANNABIS RETAILER,513 MAIN ST SW STE B,,MATTAWA,WA,99349,GRANT,4257530673,,,
430876,6044186140010002,YAKIMA WEED CO,,ACTIVE (ISSUED),CANNABIS RETAILER,1209 E WASHINGTON AVE,,UNION GAP,WA,98903,YAKIMA,2068182083,,,
415488,6033534440010001,ZIA RECREATIONAL,,ACTIVE (ISSUED),CANNABIS RETAILER,905 SIMPSON AVENUE,,HOQUIAM,WA,985503020,GRAYS HARBOR,5057128255,,,
084154,6043267590010001,ZIPS CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,3213 S 38TH ST STE C,,TACOMA,WA,984095617,PIERCE,2532920197,,,
358302,6033850920010002,ZIPS CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,2611 PACIFIC AVE,,TACOMA,WA,984022804,PIERCE,2534050253,,,
362816,6043897800010002,ZIPS CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,5924 6TH AVE,,TACOMA,WA,984062016,PIERCE,2534050253,,,
437888,6033480390010003,ZIPS CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,10310 SUNRISE BLVD E,,PUYALLUP,WA,98374,PIERCE,5099903124,,,
