name,dba,slug,dba_slug,type,url,is_bad_url,street_address,city,state,zip_code,country,lat,lng,phone,email,license_state
,"Pure Greens Garden, Inc",,pure-greens-garden-inc,cultivator,,,,,CA,,US,,,(530) 356-3364,Thaeyang@hotmail.Com,CCL21-0004850
,Infinity Cannabis Growth LLC,,infinity-cannabis-growth-llc,cultivator,,,,,CA,,US,,,(702) 764-4625,Thaigerann@gmail.Com,CCL20-0001711
,THC Farms LLC,,thc-farms-llc,cultivator,,,,,CA,,US,,,(833) 225-4769,Thcfarmer1@gmail.Com,CCL19-0002380
,Emerald City Organics Inc.,,emerald-city-organics-inc,cultivator,,,,,CA,,US,,,(818) 738-8960,Thchealing@att.Net,CCL19-0003985
,"The Honeydew Creek Original Family Humboldt, LLC",,honeydew-creek-original-family-humboldt-llc,cultivator,,,,,CA,,US,,,(707) 629-3341,Thcofhumboldt@gmail.Com,CCL18-0001631
,The Garden 707 LLC,,garden-707-llc,cultivator,,,,,CA,,US,,,(909) 990-6639,The.Garden.707.Sohum@gmail.Com,CCL25-0000357
,The American Green Cross  Inc.,,american-green-cross-inc,cultivator,,,,,CA,,US,,,(818) 850-1552,Theamericangreencrossinc@gmail.Com,CCL19-0001359
,The American Green Cross  Inc.,,american-green-cross-inc,cultivator,,,,,CA,,US,,,(818) 850-1552,Theamericangreencrossinc@gmail.Com,CCL19-0001361
,"The Apartment, LLC",,apartment-llc,cultivator,,,,,CA,,US,,,(323) 240-4427,Theapartment@mail.Com,CCL22-0000449
,The Green City LLC,,green-city-llc,cultivator,,,,,CA,,US,,,(951) 377-3935,ThegreencityLLC@gmail.Com,CCL20-0001603
,The Green City LLC,,green-city-llc,cultivator,,,,,CA,,US,,,(951) 377-3935,ThegreencityLLC@gmail.Com,CCL20-0001604
,The High Rock Ranch LLC,,high-rock-ranch-llc,cultivator,,,,,CA,,US,,,(415) 992-2858,Thehighrockranch@gmail.Com,CCL23-0000370
,The High Way LLC,,high-way-llc,other,,,,,CA,,US,,,(561) 715-1043,Thehighway916@gmail.Com,C11-0001607-LIC
,The High Way LLC,,high-way-llc,cultivator,,,,,CA,,US,,,(561) 715-1043,Thehighway916@gmail.Com,CCL21-0004918
,"THE HILLS, LLC",,hills-llc,cultivator,,,,,CA,,US,,,(310) 710-7549,Thehills@shadowlightranch.Com,CCL18-0001873
,"The Magic Palms, LLC",,magic-palms-llc,other,,,,,CA,,US,,,(323) 770-6226,Themagicpalm@gmail.Com,C11-0001430-LIC
,"The Magic Palms, LLC",,magic-palms-llc,cultivator,,,,,CA,,US,,,(323) 770-6226,Themagicpalm1@gmail.Com,CCL21-0000254
,"Buck N Ham Farms, LLC",,buck-n-ham-farms-llc,cultivator,,,,,CA,,US,,,(707) 984-8853,Therealwaynebaynham@gmail.Com,CCL19-0000225
,"Buck N Ham Farms, LLC",,buck-n-ham-farms-llc,cultivator,,,,,CA,,US,,,(707) 489-5614,Therealwaynebaynham@gmail.Com,CCL25-0000356
,"Buck N Ham Farms, LLC",,buck-n-ham-farms-llc,cultivator,,,,,CA,,US,,,(707) 984-8853,Therealwaynebaynham@gmail.Com,CCL19-0000226
,TSBC RANCH LLC,,tsbc-ranch-llc,cultivator,,,,,CA,,US,,,(650) 823-0693,Thesbcranch@gmail.Com,CCL20-0001414
,Cnsc Farms LLC,,cnsc-farms-llc,other,,,,,CA,,US,,,(661) 666-0408,Thesupplyhouse@outlook.Com,C11-0000780-LIC
,CNSC Farms LLC,,cnsc-farms-llc,cultivator,,,,,CA,,US,,,(661) 666-0408,Thesupplyhouse@outlook.Com,CCL19-0002291
,SCC West Group LLC,,scc-west-group-llc,cultivator,,,,,CA,,US,,,(323) 499-6918,Thetencogroup@gmail.Com,CCL22-0001564
,"Blue Whale Agriculture, Inc.",,blue-whale-agriculture-inc,cultivator,,,,,CA,,US,,,(805) 510-1072,Thmliferemedy@gmail.Com,CCL18-0003136
,"Blue Whale Agriculture, Inc.",,blue-whale-agriculture-inc,cultivator,,,,,CA,,US,,,(805) 510-1072,Thmliferemedy@gmail.Com,CCL18-0000413
,"Blue Whale Agriculture, Inc.",,blue-whale-agriculture-inc,cultivator,,,,,CA,,US,,,(805) 510-1072,Thmliferemedy@gmail.Com,CCL18-0000399
,"Blue Whale Agriculture, Inc.",,blue-whale-agriculture-inc,cultivator,,,,,CA,,US,,,(805) 510-1072,Thmliferemedy@gmail.Com,CCL18-0000400
,"Blue Whale Agriculture, Inc.",,blue-whale-agriculture-inc,cultivator,,,,,CA,,US,,,(805) 510-1072,Thmliferemedy@gmail.Com,CCL18-0000411
,Thoj Denali LLC,,thoj-denali-llc,cultivator,,,,,CA,,US,,,(209) 313-3564,Thojdenali@gmail.Com,CCL25-0000292
,CHIPS18 LLC,,chips18-llc,cultivator,,,,,CA,,US,,,(805) 242-1151,Thomasowner@ccagriculture.Com,CCL24-0000864
,CHIPS18 LLC,,chips18-llc,cultivator,,,,,CA,,US,,,(805) 242-1151,Thomasowner@ccagriculture.Com,CCL24-0000867
,CHIPS18 LLC,,chips18-llc,cultivator,,,,,CA,,US,,,(805) 242-1151,Thomasowner@ccagriculture.Com,CCL24-0000868
,CHIPS18 LLC,,chips18-llc,cultivator,,,,,CA,,US,,,(805) 242-1151,Thomasowner@ccagriculture.Com,CCL24-0000869
,CHIPS18 LLC,,chips18-llc,cultivator,,,,,CA,,US,,,(805) 242-1151,Thomasowner@ccagriculture.Com,CCL24-0000870
,CHIPS18 LLC,,chips18-llc,cultivator,,,,,CA,,US,,,(805) 242-1151,Thomasowner@ccagriculture.Com,CCL24-0000871
,"CHIPS18, LLC",,chips18-llc,cultivator,,,,,CA,,US,,,(805) 242-1151,Thomasowner@ccagriculture.Com,CCL25-0000051
,"Central Coast AG Farming, LLC",,central-coast-ag-farming-llc,cultivator,,,,,CA,,US,,,(805) 694-8594,Thomasowner@ccagriculture.Com,CCL24-0000014
,H2L Ventures Inc,,h2l-ventures-inc,cultivator,,,,,CA,,US,,,(323) 810-1299,Thomaspark323@gmail.Com,CCL22-0001239
,Thompson Butte Ranch Inc.,,thompson-butte-ranch-inc,cultivator,,,,,CA,,US,,,(707) 943-3516,Thomaswkeller7@gmail.Com,CCL19-0000707
,"Thorn Junction Farms, LLC",,thorn-junction-farms-llc,cultivator,,,,,CA,,US,,,(707) 986-2575,Thornjunctionfarms@gmail.Com,CCL19-0001104
,Green Crown Enterprises,,green-crown-enterprises,cultivator,,,,,CA,,US,,,(925) 324-0285,Thorshrek1@gmail.Com,CCL21-0002627
,Pang Yang,,pang-yang,cultivator,,,,,CA,,US,,,(651) 508-3110,Threehills570@gmail.Com,CCL24-0000079
,"THE HILLS, LLC",,hills-llc,cultivator,,,,,CA,,US,,,(707) 834-2956,Ths11638@gmail.Com,CCL18-0001874
,"THE HILLS, LLC",,hills-llc,cultivator,,,,,CA,,US,,,(707) 834-2956,Ths11643@gmail.Com,CCL18-0001875
,"THE HILLS, LLC",,hills-llc,cultivator,,,,,CA,,US,,,(707) 834-2956,Ths11643@gmail.Com,CCL19-0004617
,"Thunderbird Land Management, LLC",,thunderbird-land-management-llc,cultivator,,,,,CA,,US,,,(707) 499-1133,Thunderbirdfarmsdc@gmail.Com,CCL23-0000521
,JET QNA LLC,,jet-qna-llc,cultivator,,,,,CA,,US,,,(909) 277-0857,Thuthuyn1128@gmail.Com,CCL19-0001217
,"Bloomfield Productions, Inc.",,bloomfield-productions-inc,cultivator,,,,,CA,,US,,,(626) 532-0901,Tienxh124@yahoo.Com,CCL18-0002151
,Chronic Creek LLC,,chronic-creek-llc,cultivator,,,,,CA,,US,,,(707) 798-7554,Tiffany5421@gmail.Com,CCL23-0000110
,Vision Builders & Development LLC,,vision-builders-development-llc,cultivator,,,,,CA,,US,,,(541) 272-1587,Tigrethompson@yahoo.Com,CCL18-0002939
,"San Goya, Inc",,san-goya-inc,cultivator,,,,,CA,,US,,,(415) 609-3478,Tingjiazhang1@gmail.Com,CCL23-0000422
,"NCA Management Co, LLC",,nca-management-co-llc,cultivator,,,,,CA,,US,,,(805) 660-7479,Tkaplan@mih1.Com,CCL19-0003303
,"Lizard Ranch Farms, LLC",,lizard-ranch-farms-llc,cultivator,,,,,CA,,US,,,(609) 457-2608,Tkissick@calcanlicense.Com,CCL18-0002737
,"Tlg Solutions, LLC",,tlg-solutions-llc,other,,,,,CA,,US,,,(626) 589-2286,TlgsolutionsLLC@gmail.Com,C11-0001471-LIC
,DAJA LLC,,daja-llc,cultivator,,,,,CA,,US,,,(631) 413-7188,Tmilano57@icloud.Com,CCL25-0000314
,Network Show LLC,,network-show-llc,other,,,,,CA,,US,,,(562) 761-5693,Tmp@wearethegoodfellas.Com,CEO14-0000200-LIC
,TNT Farms LLC,,tnt-farms-llc,cultivator,,,,,CA,,US,,,(707) 391-6551,Tntfarms707@gmail.Com,CCL20-0000250
,"Flore Farms, Inc",,flore-farms-inc,cultivator,,,,,CA,,US,,,(415) 583-3555,Tobiasdodge@mac.Com,CCL21-0001819
,Gravity Investments LLC,,gravity-investments-llc,cultivator,,,,,CA,,US,,,(951) 653-3360,Toby@gravityhigh.Com,CCL22-0000958
,BOONVILLE FARM LLC,,boonville-farm-llc,cultivator,,,,,CA,,US,,,(415) 385-1108,Toby@ramblingroad.Com,CCL19-0000066
,Finca Del Sol,,finca-del-sol,cultivator,,,,,CA,,US,,,(415) 225-9899,Todd@moonvalleyfarms.Com,CCL18-0002540
,"Toluca Lake Collective, Inc.",,toluca-lake-collective-inc,other,,,,,CA,,US,,,(626) 890-4625,Tolucalake420@gmail.Com,C11-0000214-LIC
,"Toluca Lake Collective, Inc.",,toluca-lake-collective-inc,cultivator,,,,,CA,,US,,,(626) 890-4625,Tolucalake420@gmail.Com,CCL18-0001165
,Boca Del Rio Agriculture LLC,,boca-del-rio-agriculture-llc,cultivator,,,,,CA,,US,,,(310) 922-4753,Tom@bocadelriofarms.Com,CCL21-0001337
,Boca Del Rio Agriculture LLC,,boca-del-rio-agriculture-llc,cultivator,,,,,CA,,US,,,(310) 922-4753,Tom@bocadelriofarms.Com,CCL21-0001363
,"TJT Joint Ventures, LLC",,tjt-joint-ventures-llc,cultivator,,,,,CA,,US,,,(916) 439-4859,Tom@platinumpartnerslp.Com,CCL19-0005143
,Mannawell LLC,,mannawell-llc,other,,,,,CA,,US,,,(707) 798-0990,Tomhandwerker@yahoo.Com,C12-0000242-LIC
,T2 Properties LLC,,t2-properties-llc,cultivator,,,,,CA,,US,,,(310) 926-6709,Tommy.Ngan@icloud.Com,CCL20-0002163
,"Lost Coast Elixirs, LLC",,lost-coast-elixirs-llc,cultivator,,,,,CA,,US,,,(707) 362-0156,Tommy@lostcoastexotics.Com,CCL18-0002605
,Lost Coast Elixirs LLC,,lost-coast-elixirs-llc,cultivator,,,,,CA,,US,,,(707) 362-0156,Tommy@lostcoastexotics.Com,CCL21-0000216
,"Lost Coast Elixirs, LLC",,lost-coast-elixirs-llc,cultivator,,,,,CA,,US,,,(707) 362-0156,Tommy@lostcoastexotics.Com,CCL18-0002606
,CALIFORNIA CLEAN CANNABIS COMPANY LLC,,california-clean-cannabis-company-llc,cultivator,,,,,CA,,US,,,(530) 559-2351,Tommy77tiger@gmail.Com,CCL24-0000190
,Black River Grove,,black-river-grove,cultivator,,,,,CA,,US,,,(707) 357-7780,Tommybunny18@gmail.Com,CCL18-0003021
,OBIE ENTERPRISES LLC,,obie-enterprises-llc,cultivator,,,,,CA,,US,,,(661) 488-6069,Tomobarr@gmail.Com,CCL18-0001311
,SGI Ducommon LLC,,sgi-ducommon-llc,cultivator,,,,,CA,,US,,,(949) 566-7847,Tony.Huang@shrynegroup.Com,CCL19-0005368
,CANNA FACTORY LLC,,canna-factory-llc,cultivator,,,,,CA,,US,,,(213) 663-2002,Tony@blackswandistribution.Com,CCL24-0000714
,SNA Susan LLC,,sna-susan-llc,cultivator,,,,,CA,,US,,,(949) 783-8868,Tony@g25ventures.Com,CCL24-0000591
,Yager Creek Farm LLC,,yager-creek-farm-llc,cultivator,,,,,CA,,US,,,(707) 498-1330,Tony@sourcenursery.Com,CCL18-0001767
,Patterson Flat LLC,,patterson-flat-llc,cultivator,,,,,CA,,US,,,(707) 497-4353,Tonyfrink@gmail.Com,CCL18-0003377
,Patterson Flat LLC,,patterson-flat-llc,cultivator,,,,,CA,,US,,,(707) 497-4353,Tonyfrink@gmail.Com,CCL18-0003380
,"Green Pasture Technologies, Inc.",,green-pasture-technologies-inc,cultivator,,,,,CA,,US,,,(323) 633-2708,Tonyricci@mac.Com,CCL22-0001030
,"Magenda, Inc.",,magenda-inc,cultivator,,,,,CA,,US,,,(323) 633-2708,Tonyricci@mac.Com,CCL22-0001004
,GNT INDUSTRIES,,gnt-industries,cultivator,,,,,CA,,US,,,(562) 271-7105,Tonywillits18@gmail.Com,CCL19-0001125
,Pete Bertnick Enterprises,,pete-bertnick-enterprises,cultivator,,,,,CA,,US,,,(707) 353-0930,Topbranchranch@gmail.Com,CCL18-0000194
,Pete Bertnick Enterprises,,pete-bertnick-enterprises,cultivator,,,,,CA,,US,,,(707) 353-0930,Topbranchranch@gmail.Com,CCL20-0000342
,"Top Horticultural Concepts, Inc",,top-horticultural-concepts-inc,cultivator,,,,,CA,,US,,,(510) 815-1997,Tophorticulturalconceptsinc@gmail.Com,CCL19-0000702
,"Yaj Farm, LLC",,yaj-farm-llc,cultivator,,,,,CA,,US,,,(916) 995-6332,Topofgradedc860@outlook.Com,CCL22-0000649
,"Golden Star Farm, LLC",,golden-star-farm-llc,cultivator,,,,,CA,,US,,,(651) 434-2072,Topofthegrade532@outlook.Com,CCL19-0002560
,Chue Thao,,chue-thao,cultivator,,,,,CA,,US,,,(707) 951-8693,Topofthegrade961@outlook.Com,CCL19-0005353
,"Lucky Rhino Farm, LLC",,lucky-rhino-farm-llc,cultivator,,,,,CA,,US,,,(763) 232-2477,Topofthegrade971@outlook.Com,CCL22-0001462
,"Tower 26, Inc.",,tower-26-inc,cultivator,,,,,CA,,US,,,(818) 504-4007,Tower26group@gmail.Com,CCL19-0002656
,Emerald Oaks LLC,,emerald-oaks-llc,cultivator,,,,,CA,,US,,,(415) 407-5557,Tptperry@gmail.Com,CCL20-0001061
,"Caligold, LLC dba POTWEST",,caligold-llc-dba-potwest,cultivator,,,,,CA,,US,,,(949) 367-6044,Tracyenterprisescann@gmail.Com,CCL21-0000838
,"CannaKilt, LLC",,cannakilt-llc,cultivator,,,,,CA,,US,,,(949) 367-6044,Tracyenterprisescann@gmail.Com,CCL24-0000879
,CannaKilt LLC,,cannakilt-llc,cultivator,,,,,CA,,US,,,(949) 367-6044,Tracyenterprisescann@gmail.Com,CCL25-0000456
,CannaKilt LLC,,cannakilt-llc,cultivator,,,,,CA,,US,,,(949) 367-6044,Tracyenterprisescann@gmail.Com,CCL24-0000858
,Hybrid L.A. Inc.,,hybrid-la-inc,cultivator,,,,,CA,,US,,,(203) 390-0846,Tran@hybridla.Com,CCL20-0001248
,Tranquility Lane Growery,,tranquility-lane-growery,cultivator,,,,,CA,,US,,,(707) 986-7380,Tranquilitylaneflowers@gmail.Com,CCL18-0003169
,Humboldt Indoor LLC; DBA Freshwater Flower,,humboldt-indoor-llc-dba-freshwater-flower,cultivator,,,,,CA,,US,,,(707) 738-2057,Travisdigennaro@gmail.Com,CCL21-0005201
,Humboldt Indoor LLC; DBA Freshwater Flower,,humboldt-indoor-llc-dba-freshwater-flower,cultivator,,,,,CA,,US,,,(707) 738-2057,Travisdigennaro@gmail.Com,CCL21-0005202
,Humboldt Indoor LLC; DBA Freshwater Flower,,humboldt-indoor-llc-dba-freshwater-flower,cultivator,,,,,CA,,US,,,(707) 738-2057,Travisdigennaro@gmail.Com,CCL21-0005203
,Humboldt Indoor LLC; DBA Freshwater Flower,,humboldt-indoor-llc-dba-freshwater-flower,cultivator,,,,,CA,,US,,,(707) 738-2057,Travisdigennaro@gmail.Com,CCL21-0005204
,"Back 4D, LLC",,back-4d-llc,cultivator,,,,,CA,,US,,,(707) 510-5182,Travisrlisenbee@gmail.Com,CCL23-0000130
,North Fork Garden Society LLC,,north-fork-garden-society-llc,cultivator,,,,,CA,,US,,,(707) 983-8198,Trbroz@gmail.Com,CCL19-0002406
,Tree Based Holdings LLC,,tree-based-holdings-llc,cultivator,,,,,CA,,US,,,(661) 979-5876,Treeholdings@hotmail.Com,CCL20-0001368
,TREGRITY FARMS LLC,,tregrity-farms-llc,cultivator,,,,,CA,,US,,,(530) 206-6707,TregrityfarmsLLC@gmail.Com,CCL24-0000204
,TREGRITY FARMS LLC,,tregrity-farms-llc,cultivator,,,,,CA,,US,,,(530) 206-6707,TregrityfarmsLLC@gmail.Com,CCL24-0000205
,Full Sun Farm,,full-sun-farm,cultivator,,,,,CA,,US,,,(707) 498-8704,Trellmessenger@yahoo.Com,CCL18-0001759
,Full Sun Farm,,full-sun-farm,cultivator,,,,,CA,,US,,,(707) 498-8700,Trellmessenger@yahoo.Com,CCL18-0001768
,"Humboldt Hills Natural Farms, Inc.",,humboldt-hills-natural-farms-inc,cultivator,,,,,CA,,US,,,(707) 223-0486,Trent764@gmail.Com,CCL23-0000145
,Humboldt's Finest LLC,,humboldts-finest-llc,cultivator,,,,,CA,,US,,,(707) 223-0486,Trent764@gmail.Com,CCL22-0000341
,"Souji farms, Inc.",,souji-farms-inc,cultivator,,,,,CA,,US,,,(707) 223-0486,Trent764@gmail.Com,CCL20-0000052
,HUMBOLDT'S FINEST LLC,,humboldts-finest-llc,cultivator,,,,,CA,,US,,,(707) 223-0486,Trent764@gmail.Com,CCL24-0000026
,"Humboldt Hills Natural Farms, Inc.",,humboldt-hills-natural-farms-inc,cultivator,,,,,CA,,US,,,(707) 223-0486,Trent764@gmail.Com,CCL18-0003569
,HUMBOLDT'S FINEST LLC,,humboldts-finest-llc,cultivator,,,,,CA,,US,,,(707) 223-0486,Trent764@gmail.Com,CCL23-0000618
,"Humboldt Hills Natural Farms, Inc.",,humboldt-hills-natural-farms-inc,cultivator,,,,,CA,,US,,,(707) 223-0486,Trent764@gmail.Com,CCL21-0005539
,HUMBOLDT'S FINEST LLC,,humboldts-finest-llc,cultivator,,,,,CA,,US,,,(707) 223-0486,Trent764@gmail.Com,CCL25-0000424
,"Humboldt Hills Natural Farms, Inc.",,humboldt-hills-natural-farms-inc,cultivator,,,,,CA,,US,,,(707) 223-0486,Trent764@gmail.Com,CCL20-0003167
,"Humboldt Hills Natural Farms, Inc.",,humboldt-hills-natural-farms-inc,cultivator,,,,,CA,,US,,,(707) 223-0486,Trent764@gmail.Com,CCL20-0002970
,Emerald Acreage,,emerald-acreage,cultivator,,,,,CA,,US,,,(805) 338-5292,Trevor@greenemeraldacres.Com,CCL21-0004797
,Zenia,,zenia,cultivator,,,,,CA,,US,,,(805) 338-5292,Trevor@greenemeraldacres.Com,CCL24-0000154
,PRFCT Labs LLC,,prfct-labs-llc,cultivator,,,,,CA,,US,,,(559) 349-9154,Trevorbarrett0036@gmail.Com,CCL22-0001685
,"Fat Quail Farms, Inc.",,fat-quail-farms-inc,cultivator,,,,,CA,,US,,,(707) 223-7989,Trevorpeterstevens@gmail.Com,CCL18-0003233
,Hidden Heaven LLC,,hidden-heaven-llc,cultivator,,,,,CA,,US,,,(612) 916-2988,Tricannabis2024@gmail.Com,CCL20-0002904
,"TRIFECTA HEMP CULTIVATORS, LLC",,trifecta-hemp-cultivators-llc,cultivator,,,,,CA,,US,,,(707) 798-7007,Trifectahempc@gmail.Com,CCL18-0002528
,TRIMIGRANT LLC,,trimigrant-llc,cultivator,,,,,CA,,US,,,(530) 575-1705,Trimigrant@gmail.Com,CCL21-0001799
,"TRINITREES, LLC",,trinitrees-llc,cultivator,,,,,CA,,US,,,(530) 423-5150,TrinitreesLLC@gmail.Com,CCL18-0001795
,TRINITY AGRICULTURE COMPANY LLC,,trinity-agriculture-company-llc,cultivator,,,,,CA,,US,,,(530) 515-5935,Trinityagriculturecompany@gmail.Com,CCL25-0000459
,"TRINITY ALPS FARMS, INC.",,trinity-alps-farms-inc,cultivator,,,,,CA,,US,,,(530) 623-4674,Trinityalpsfarmsinc@gmail.Com,CCL25-0000100
,Ardea Inc.,,ardea-inc,cultivator,,,,,CA,,US,,,(415) 438-0998,Trinitycountycompliance@gmail.Com,CCL20-0001146
,Dinsmore Plateau Farms LLC,,dinsmore-plateau-farms-llc,cultivator,,,,,CA,,US,,,(415) 518-6540,Trinitydog87@gmail.Com,CCL21-0002948
,TRINITY GREENLAND LLC,,trinity-greenland-llc,cultivator,,,,,CA,,US,,,(415) 652-2805,Trinitygreenland14840@gmail.Com,CCL23-0000651
,"TRINITY HERBAL COMPANY, LLC",,trinity-herbal-company-llc,cultivator,,,,,CA,,US,,,(530) 339-5941,Trinityherbalcompany@gmail.Com,CCL25-0000152
,Trinity King of Bud LLC,,trinity-king-of-bud-llc,cultivator,,,,,CA,,US,,,(651) 357-5879,Trinitykingofbud@gmail.Com,CCL25-0000155
,NorthCountry Farms,,northcountry-farms,cultivator,,,,,CA,,US,,,(510) 847-8331,Trinitymedicinals@gmail.Com,CCL19-0002086
,"TRINITY MOUNTAIN, LLC",,trinity-mountain-llc,cultivator,,,,,CA,,US,,,(707) 616-1635,Trinitymountain@outlook.Com,CCL20-0001175
,Nebulas Farm LLC,,nebulas-farm-llc,cultivator,,,,,CA,,US,,,(209) 819-9303,Trinitypines1460@gmail.Com,CCL25-0000486
,"TRINITY STAR FARM, LLC",,trinity-star-farm-llc,cultivator,,,,,CA,,US,,,(952) 797-3750,Trinitystarfarm@gmail.Com,CCL19-0004726
,"TRINITY SUNGROWN, INC.",,trinity-sungrown-inc,cultivator,,,,,CA,,US,,,(707) 498-0123,Trinitysungrown@gmail.Com,CCL19-0005346
,"TRINITY SUNGROWN, INC.",,trinity-sungrown-inc,cultivator,,,,,CA,,US,,,(530) 629-2153,Trinitysungrown@gmail.Com,CCL19-0005586
,"Lettuce Bee, LLC",,lettuce-bee-llc,cultivator,,,,,CA,,US,,,(707) 498-0123,Trinitysungrown@gmail.Com,CCL19-0003340
,TRINITY TRIANGLE HOLISTICS LLC,,trinity-triangle-holistics-llc,cultivator,,,,,CA,,US,,,(415) 450-1735,TrinitytriangleholisticsLLC@gmail.Com,CCL18-0002206
,TRINITY VALLEY FARM LLC,,trinity-valley-farm-llc,cultivator,,,,,CA,,US,,,(707) 499-8966,Trinityvalleyfarmca@gmail.Com,CCL20-0000097
,"Mediedibles, LLC",,mediedibles-llc,cultivator,,,,,CA,,US,,,(805) 881-3102,Tristan@goheadwaters.Com,CCL19-0004655
,Tristin Oates,,tristin-oates,cultivator,,,,,CA,,US,,,(707) 223-7771,Tristinoates@gmail.Com,CCL23-0000042
,"Herbal Healing, Inc.",,herbal-healing-inc,cultivator,,,,,CA,,US,,,(916) 821-1252,Trobles55@gmail.Com,CCL20-0002266
,"Herbal Healing, Inc.",,herbal-healing-inc,cultivator,,,,,CA,,US,,,(916) 821-1252,Trobles55@gmail.Com,CCL20-0001332
,"Reindeer Farms, LLC",,reindeer-farms-llc,cultivator,,,,,CA,,US,,,(415) 302-2140,Trudolf@comcast.Net,CCL21-0004232
,Travis Herr,,travis-herr,cultivator,,,,,CA,,US,,,(559) 288-7572,Trxxherr@yahoo.Com,CCL24-0000704
,2020 Railroad Holdings LLC,,2020-railroad-holdings-llc,cultivator,,,,,CA,,US,,,(916) 799-9449,Tsheridan@sheridanlawgrp.Com,CCL22-0001325
,THCORE LLC,,thcore-llc,cultivator,,,,,CA,,US,,,(916) 520-1737,Tsheridan44@gmail.Com,CCL20-0001643
,IFTT corp,,iftt-corp,cultivator,,,,,CA,,US,,,(707) 513-6691,Tsisyes7@gmail.Com,CCL18-0002182
,Stranske,,stranske,cultivator,,,,,CA,,US,,,(707) 354-0580,Tstranske@yahoo.Com,CCL19-0004862
,"PL Trinity Farm, LLC",,pl-trinity-farm-llc,cultivator,,,,,CA,,US,,,(651) 366-7939,Tswvphenglor@yahoo.Com,CCL19-0005456
,"PL Trinity Farm, LLC",,pl-trinity-farm-llc,cultivator,,,,,CA,,US,,,(651) 366-7939,Tswvphenglor@yahoo.Com,CCL20-0002050
,Sheng Yang,,sheng-yang,cultivator,,,,,CA,,US,,,(209) 479-5681,Tsxob22@gmail.Com,CCL19-0004579
,"Simply Bliss Farm, LLC",,simply-bliss-farm-llc,cultivator,,,,,CA,,US,,,(707) 499-3439,Tuc2936@yahoo.Com,CCL22-0001869
,"Seal Camp Farms of Humboldt, LLC",,seal-camp-farms-of-humboldt-llc,cultivator,,,,,CA,,US,,,(707) 499-3439,Tuc2936@yahoo.Com,CCL24-0000553
,Green Wave Inc,,green-wave-inc,cultivator,,,,,CA,,US,,,(916) 262-6718,Tvasqueznt@gmail.Com,CCL18-0000641
,Vue Cultivation,,vue-cultivation,cultivator,,,,,CA,,US,,,(209) 268-8756,Tvue2019@gmail.Com,CCL20-0002958
,Mendo Gold LLC.,,mendo-gold-llc,cultivator,,,,,CA,,US,,,(707) 391-1515,Tweg0120@gmail.Com,CCL18-0000652
,"Kingston Farms, LLC",,kingston-farms-llc,cultivator,,,,,CA,,US,,,(805) 538-3292,Twendorff7@gmail.Com,CCL20-0002557
,"T-Dub Farms, LLC",,t-dub-farms-llc,cultivator,,,,,CA,,US,,,(805) 538-3292,Twendorff7@gmail.Com,CCL20-0002832
,TW Farmz LLC,,tw-farmz-llc,cultivator,,,,,CA,,US,,,(707) 499-9976,TwfarmzLLC@gmail.Com,CCL24-0000066
,Twin Family Farm LLC,,twin-family-farm-llc,cultivator,,,,,CA,,US,,,(248) 724-6106,TwinfamilyfarmLLC@gmail.Com,CCL24-0000219
,TWIN NATURALS,,twin-naturals,cultivator,,,,,CA,,US,,,(404) 906-8555,Twinnaturals@yahoo.Com,CCL19-0002404
,Twin Pine Circle LLC,,twin-pine-circle-llc,cultivator,,,,,CA,,US,,,(707) 293-0508,Twinpinesmendo@gmail.Com,CCL25-0000253
,TYCHEE NATURALS,,tychee-naturals,cultivator,,,,,CA,,US,,,(925) 330-4175,Tycheefarms@gmail.Com,CCL21-0004035
,West Cliff Patient Collective,,west-cliff-patient-collective,cultivator,,,,,CA,,US,,,(831) 588-0852,Tylerallensmith@gmail.Com,CCL18-0000551
,Terracare Holistics LLC,,terracare-holistics-llc,cultivator,,,,,CA,,US,,,(580) 461-2494,Tylercknight@gmail.Com,CCL21-0003791
,Gold Mountain Farms,,gold-mountain-farms,cultivator,,,,,CA,,US,,,(310) 953-6615,Tylermichaeldaly@yahoo.Com,CCL24-0000200
,Emerald Vision LLC,,emerald-vision-llc,cultivator,,,,,CA,,US,,,(541) 272-1587,Tylervisionbuilders@icloud.Com,CCL24-0000620
,Carroll Street Partners,,carroll-street-partners,cultivator,,,,,CA,,US,,,(415) 637-8989,Tyson@goldsealsf.Com,CCL18-0001463
,SANCTUARY FARMS LLC,,sanctuary-farms-llc,cultivator,,,,,CA,,US,,,(530) 277-9743,Ugrowgirlep@gmail.Com,CCL24-0000115
,"Sanctuary Farms, LLC",,sanctuary-farms-llc,cultivator,,,,,CA,,US,,,(530) 277-9743,Ugrowgirlep@gmail.Com,CCL18-0002210
,"Sanctuary Farms, LLC",,sanctuary-farms-llc,cultivator,,,,,CA,,US,,,(530) 277-9743,Ugrowgirlep@gmail.Com,CCL19-0003349
,TRIPLE BEAM FARMS LLC,,triple-beam-farms-llc,cultivator,,,,,CA,,US,,,(707) 499-2779,Umina81@gmail.Com,CCL18-0003301
,"United Medical Alliance, LLC",,united-medical-alliance-llc,cultivator,,,,,CA,,US,,,(949) 432-0142,UnitedmedicalallianceLLC@gmail.Com,CCL22-0001419
