BUSINESS_NAME,BUSINESS_EMAIL,BUSINESS_PHONE,BUSINESS_ADDRESS_1,BUSINESS_ADDRESS_2,BUSINESS_CITY,BUSINESS_STATE,BUSINESS_ZIP_CODE,MAILING_ADDRESS_1,MAILING_ADDRESS_2,MAILING_CITY,MAILING_STATE,MAILING_ZIP_CODE,EIN_TIN,LICENSE_NUMBER,LICENSE_TYPE,REVIEW_PRIORITY,FIRST_COMPLIANCE_REVIEW_DATE,CNB_DEEMED_COMPLETE_DATE,APPROVED_LICENSE_STAGE,LICENSE_STATUS,LIC_FEE_PAYMENT_SUBMITTED_DATE,LICENSE_FEE_AMOUNT,PHYSICAL_ADDRESS_1,PHYSICAL_ADDRESS_2,PHYSICAL_CITY,PHYSICAL_ZIP_CODE,PRIORITY,FEE_WAIVER_REQUEST,FEE_WAIVER_EE_OR_SE_NUMBER,APPROVED_SOCIAL_EQUITY,EE_PRIORITY_STATUS,EE_PRIORITY_NUMBER_FROM_ACCOUNT,EE_PRIORITY_NUMBER_FROM_APPLICATION,RMD_PRIORITY_STATUS,RMD_PRIORITY_NUMBER_FROM_ACCOUNT,RMD_PRIORITY_NUMBER_FROM_APPLICATION,CULTIVATION_ENVIRONMENT,CULTIVATION_TIER,CNB_INITIAL_DATE_OF_REVIEW,CNB_DATE_NOTICE_SENT_TO_MUNICIPALITY,CNB_60_DAY_MUNICIPAL_DEADLINE_DATE,CNB_90_DAY_REVIEW_DEADLINE_DATE,CNB_DATE_BACKGROUND_AUTHORIZATION_SENT,CNB_DATE_BACKGROUND_REPORT_RECEIVED,CNB_FINGER_PRINT_RESULTS_RECEIVED_DATE,CNB_DATE_OF_MUNICIPAL_RESPONSE,CNB_FINAL_APPLICATION_REVIEW,CNB_APPLICATION_RECOMMENDATION,CNB_DATE_OF_FINAL_INSPECTION,CNB_FINAL_INSPECTION_RESULT,CNB_FINAL_LICENSE_RECOMMENDATION,CNB_DATE_OF_FINAL_LICENSURE,COMMENCE_OPERATIONS_DATE,LICENSE_ORIGINAL_START_DATE,LICENSE_START_DATE,LICENSE_EXPIRATION_DATE,LICENSE_SUSPENSION_START_DATE,LICENSE_SUSPENSION_END_DATE,LICENSE_REVOCATION_DATE,LICENSE_SURRENDERED_DATE,SOURCE_FILE,APPLICATION_DENIED_DATE,APPROVED_SE_NUMBER,APPLICATION_APPROVED_DATE,ORIGINAL_SUBMITTED_DATE,APPLICATION_CREATED_DATE,APPLICATION_STATUS,SUBMITTED_DATE,PAYMENT_AMOUNT,APPLICATION_NUMBER,ESTABLISHMENT_ADDRESS_1,ESTABLISHMENT_ADDRESS_2,ESTABLISHMENT_CITY,ESTABLISHMENT_STATE,ESTABLISHMENT_ZIP_CODE,REVIEW_PRIORITY_CATEGORY,REVIEW_PRIORITY_TYPE,COMMENCE_OPS,INDUSTRY
We Canna LLC.,johnjenkins45@yahoo.com,508-878-3667,1428 Dorchester Avenue,,Dorchester,MA,02122,1428 Dorchester Avenue,,Dorchester,MA,02122,86-2177009,PMD5939,Marijuana Delivery Operator Pre-Certification,Priority Review - Economic Empowerment Priority,,,PROVISIONAL LICENSE,Expired,,,,,,,true,No,EE202158,,APPROVED,EE202158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,,PMDA5939,1428 Dorchester Avenue,,Dorchester,MA,02122,Priority Review,Economic Empowerment Priority,FALSE,Adult-Use
"Hydro Flower, LLC",nick@lakeshorelegalsolutions.com,508-943-7800,36 Canal Road,,Turners Falls,MA,01376,36 Canal Road,,Turners Falls,MA,01376,86-2179786,MC283450,Marijuana Cultivator,General Applicant,,,IN PROCESS,Surrendered,,,36 Canal Street,,Montague,01376,False,No,,,,,,,,,Indoor,"Tier 05: 30,001 to 40,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,2000,MCN283450,36 Canal Street,,Montague,MA,01376,General Applicant,General Applicant,FALSE,Adult-Use
"Hydro Flower, LLC",nick@lakeshorelegalsolutions.com,508-943-7800,36 Canal Road,,Turners Falls,MA,01376,36 Canal Raod,,Turners Falls,MA,01376,86-2179786,MP282060,Marijuana Product Manufacturer,General Applicant,,,IN PROCESS,Surrendered,,,36 Canal Road,,Montague,01376,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MPN282060,36 Canal Road,,Montague,MA,01376,General Applicant,General Applicant,FALSE,Adult-Use
"Pronto Leaf, LLC",mojitosboston@gmail.com,617-834-0552,1905 Columbus Ave ,,Roxbury,MA,02119,476 Canton Street,,Stoughton,MA,02072,86-2198923,PDO103069,Marijuana Courier Pre-Certification,Priority Review - Economic Empowerment Priority,,,PROVISIONAL LICENSE,Expired,,,,,,,true,No,EE201890,,APPROVED,EE201890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,,PDOA103069,1905 Columbus Avenue,,Roxbury,MA,02119,Priority Review,Economic Empowerment Priority,FALSE,Adult-Use
"Pronto Leaf, LLC",mojitosboston@gmail.com,617-834-0552,1905 Columbus Avenue,,Roxbury,MA,02119,476 Canton Street,,Stoughton,MA,02072,86-2198923,PMD5897,Marijuana Delivery Operator Pre-Certification,Priority Review - Economic Empowerment Priority,,,PROVISIONAL LICENSE,Expired,,,,,,,true,No,EE201890,,APPROVED,EE201890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,,PMDA5897,1905 Columbus Avenue,,Roxbury,MA,02119,Priority Review,Economic Empowerment Priority,FALSE,Adult-Use
C3 Brands LLC,austenwells@cannapyrealty.com,516-457-5032,"Lot 6E, R.W. Moore Drive",,Orange,MA,01364,69 Hitchcock Lane,,Old Westbury,NY,11568,86-2225774,MC283612,Marijuana Cultivator,General Applicant,,,PROVISIONAL LICENSE,Expired,,2500,"Lot 6E, R.W. Moore Drive",,Orange,01364,False,No,,,,,,,,,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,400,MCN283612,"Lot 6E, R.W. Moore Drive",,Orange,MA,01364,General Applicant,General Applicant,FALSE,Adult-Use
C3 Brands LLC,austenwells@cannapyrealty.com,516-457-5032,"Lot 6E, R.W. Moore Drive",,Orange,MA,01364,69 Hitchcock Lane,,Old Westbury,NY,11568,86-2225774,MP282124,Marijuana Product Manufacturer,General Applicant,,,PROVISIONAL LICENSE,Expired,,10000,"Lot 6E, R.W. Moore Drive",,Orange,01364,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MPN282124,"Lot 6E, R.W. Moore Drive",,Orange,MA,01364,General Applicant,General Applicant,FALSE,Adult-Use
"Page Cultivate, LLC",pagecultivatellc@gmail.com,413-263-6149,"299 Page Boulevard, Lot 2",,Springfield,MA,01104,89 Guion Street,,Springfield,MA,01104,86-2238355,MC283616,Marijuana Cultivator,General Applicant,,,IN PROCESS,Surrendered,,,"299 Page Boulevard, Lot 2",,Springfield,01104,False,No,,,,,,,,,Indoor,"Tier 05: 30,001 to 40,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,2000,MCN283616,"299 Page Boulevard, Lot 2",,Springfield,MA,01104,General Applicant,General Applicant,FALSE,Adult-Use
"Page Cultivate, LLC",pagecultivatellc@gmail.com,413-263-6149,"299 Page Boulevard, Lot 2",,Springfield,MA,01104,89 Guion Street,,Springfield,MA,01104,86-2238355,MP282127,Marijuana Product Manufacturer,General Applicant,,,IN PROCESS,Surrendered,,,"299 Page Boulevard, Lot 2",,Springfield,01104,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MPN282127,"299 Page Boulevard, Lot 2",,Springfield,MA,01104,General Applicant,General Applicant,FALSE,Adult-Use
"Piffy, Inc.",joseph.diggs@piffyinc.com,617-953-5720,865 Canterbury Street,,Roslindale,MA,02131,865 Canterbury Street,,Roslindale,MA,02131,86-2248899,PDO103466,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Expired,,,,,,,False,No,SE304687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE304687,,,,APPROVED,,,PDOA103466,865 Canterbury Street,,Roslindale,MA,02131,Expedited Review,Social Equity Participant,FALSE,Adult-Use
"Piffy, Inc.",joseph.diggs@piffyinc.com,857-209-4561,33 Pullman Street,,Worcester,MA,01606,865 Canterbury St,Single Family House,Boston,MA,02131,86-2248899,PMD5796,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Expired,,,,,,,False,No,SE304687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE304687,,,,APPROVED,,,PMDA5796,33 Pullman Street,,Worcester,MA,01606,Expedited Review,Social Equity Participant,FALSE,Adult-Use
First City Provisions Inc.,Lamontclemons@scelopainting.com,804-683-3773,89 South Street,,Holyoke ,MA,01040,64 Thompson Street,,Springfield,MA,01109,86-2366706,MC283405,Marijuana Cultivator,Expedited Review - DBE Status,,,IN PROCESS,Surrendered,,,89 South Street,,Holyoke,01040,False,No,,,,,,,,,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,400,MCN283405,89 South Street,,Holyoke,MA,01040,Expedited Review,DBE Status,FALSE,Adult-Use
First City Provisions Inc.,Lamontclemons@scelopainting.com,804-683-3773,89 South Street,,Holyoke ,MA,01040,64 Thompson Street,,Springfield ,MA,01109,86-2366706,MP282048,Marijuana Product Manufacturer,Expedited Review - DBE Status,,,IN PROCESS,Surrendered,,,89 South Street,,Holyoke,01040,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MPN282048,89 South Street,,Holyoke,MA,01040,Expedited Review,DBE Status,FALSE,Adult-Use
First City Provisions Inc.,Lamontclemons@scelopainting.com,804-683-3773,89 South Street,,Holyoke,MA,01040,64 Thompson Street ,,Springfield ,MA,01109,86-2366706,MR284138,Marijuana Retailer,Expedited Review - DBE Status,,,IN PROCESS,Surrendered,,,89 South St. ,,Holyoke,01040,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MRN284138,89 South Street,,Holyoke,MA,01040,Expedited Review,DBE Status,FALSE,Adult-Use
Smokey Leaf LLC,amankaurpm@gmail.com,518-522-4450,45-49 Bank Row,,Greenfield,MA,01301,49 Bank Row,,Greenfield,MA,01301,86-2382648,MR284276,Marijuana Retailer,Expedited Review - DBE Status,,,FINAL LICENSE,Active,,10000,45-49 Bank Row,,Greenfield,01301,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MRN284276,45-49 Bank Row,,Greenfield,MA,01301,Expedited Review,DBE Status,FALSE,Adult-Use
S&JinternationalLLP,sandjinternational@gmail.com,781-859-8416,200 Wales st ,,Abington ,MA,02351,200 Wales st.,,Abington ,MA,02351,86-2416779,PMD5971,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Expired,,,,,,,False,No,SE306259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE306259,,,,APPROVED,,,PMDA5971,200 Wales Street,,Abington,MA,02351,Expedited Review,Social Equity Participant,FALSE,Adult-Use
"Sun Flower Meadows, LLC",kailyhepburn@kailyhepburnlaw.com,413-478-7878,64 Elm Circle,,West Springfield,MA,01089,PO Box 895,,West Springfield,MA,01090,86-2475853,MC283232,Marijuana Cultivator,Expedited Review - Two or More,,,IN PROCESS,Surrendered,,,"Lot 4, Randall Pond Industrial Park", Parcel 129-6,Orange,01364,False,No,,,,,,,,,Outdoor,"Tier 07: 50,001 to 60,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MCN283232,"Lot 4, Randall Pond Industrial Park",Parcel 129-6,Orange,MA,01364,Expedited Review,Two or More,FALSE,Adult-Use
"Projekt Flower, LLC",ianc9013@yahoo.com,603-540-2132,13 Hope Ave,,Worcester,MA,01603,12 Cardinal Circle,,Derry,NH,03038,86-2531055,MC283727,Marijuana Cultivator,General Applicant,,,PROVISIONAL LICENSE,Expired,,20000,13 Hope Avenue,,Worcester,01603,False,No,,,,,,,,,Indoor,"Tier 04: 20,001 to 30,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,2000,MCN283727,13 Hope Avenue,,Worcester,MA,01603,General Applicant,General Applicant,FALSE,Adult-Use
620 Industries Inc.,o.breton@greengrab.biz,413-250-2181,620 Beaulieau St,,Holyoke,MA,01040,620 Beaulieau St,,Holyoke,MA,01040,86-2537294,MC283511,Marijuana Cultivator,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Expired,,625,620 Beaulieau Street,,Holyoke,01040,False,Yes,SE304954,,,,,,,,Indoor,"Tier 01: up to 5,000 square feet",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE304954,,,,APPROVED,,,MCN283511,620 Beaulieau Street,,Holyoke,MA,01040,Expedited Review,Social Equity Participant,FALSE,Adult-Use
"U4EA FARMS, LLC",partners@milkmencannabis.com,860-262-4669,813 Parker St,3,Boston,MA,02120,75 Green St,Suite 3,Clinton,MA,01510,86-2585029,MC283474,Marijuana Cultivator,General Applicant,,,FINAL LICENSE,Active,,2500,75 Green St,Suite 3,Clinton,01510,False,No,,,,,,,,,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,400,MCN283474,75 Green Street,Suite 3,Clinton,MA,01510,General Applicant,General Applicant,FALSE,Adult-Use
"U4EA FARMS, LLC",partners@milkmencannabis.com,860-262-4669,813 Parker St,3,Boston,MA,02120,75 Green St,Suite 3,Clinton,MA,01510,86-2585029,MP282065,Marijuana Product Manufacturer,General Applicant,,,FINAL LICENSE,Active,,10000,75 Green St,Suite 3,Clinton,01510,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MPN282065,75 Green Street,Suite 3,Clinton,MA,01510,General Applicant,General Applicant,FALSE,Adult-Use
Ember Gardens Cape Cod LLC,shyde@embergardens.com,774-488-9226,41 Route 6A  ,,Orleans,MA,02653,254 Newhill Avenue,,Somerset,MA,02726,86-2585894,MR284542,Marijuana Retailer,Expedited Review - Two or More,,,FINAL LICENSE,Active,,10000,41 MA-6A,,Orleans,02653,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MRN284542,41 Ma-6A,,Orleans,MA,02653,Expedited Review,Two or More,FALSE,Adult-Use
"Kur Retailers, LLC",bhorrigan@pandasolutions.co,773-457-0190,46 Moore St,,E. Longmeadow,MA,01028,2611 Woodruff Rd,,Spokane,WA,99206,86-2696634,MR284652,Marijuana Retailer,General Applicant,,,FINAL LICENSE,Active,,10000,461 Boston Road / SS Boston Road,,Springfield,01109,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MRN284652,461 Boston Road / Ss Boston Road,,Springfield,MA,01109,General Applicant,General Applicant,FALSE,Adult-Use
"Greater Goods, LLC",jordan.shaw4191@gmail.com,774-766-7923,445 Myles Standish Blvd.,,Taunton,MA,02780,599 E Broadway,,Boston,MA,02127,86-2841346,MB282344,Marijuana Microbusiness,Expedited Review - License Type,,,FINAL LICENSE,Active,,5625,445 Myles Standish Blvd.,,Taunton,02780,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,,MBN282344,445 Myles Standish Boulevard,,Taunton,MA,02780,Expedited Review,License Type,FALSE,Adult-Use
Convey Elation Inc,rborbon@benchmark-ny.com,646-772-2587,14 Ferry Lots Lane,,Salisbury,MA,01952,33 Partridge Run,,Montvale,NJ,07645,86-2908871,PMD5918,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Expired,,,,,,,False,No,SE305566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,,PMDA5918,14 Ferry Lots Lane,,Salisbury,MA,01952,Expedited Review,Social Equity Participant,FALSE,Adult-Use
The Cannabis Station ,carloscastillo@alumni.tufts.edu,617-594-7147,2371 Washington Street ,,Roxbury ,MA,02119,2371 Washington Street,,Roxbury ,MA,02119,86-2922108,MR284248,Marijuana Retailer,General Applicant,,,PROVISIONAL LICENSE,Active,,10000,2363-2365 Washington Street,,Boston,02119,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE305678,,,,APPROVED,,1500,MRN284248,2363-2365 Washington Street,,Boston,MA,02119,General Applicant,General Applicant,FALSE,Adult-Use
Sweetgrass Farms LLC,nicholas.rizzo@gmail.com,650-285-9563,77 Spring Street,,Plympton,MA,02367,605 Franklin Street,,Duxbury ,MA,02332,86-2960821,MC283602,Marijuana Cultivator,Expedited Review - DBE Status,,,PROVISIONAL LICENSE,Expired,,2500,77 Spring Street,,Plympton,02367,False,No,,,,,,,,,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,600,MCN283602,77 Spring Street,,Plympton,MA,02367,Expedited Review,DBE Status,FALSE,Adult-Use
Fish Road LLC,nick@lakeshorelegalsolutions.com,508-943-7800,40 Fish Road,,Dudley,MA,01571,120 Schofield Avenue,,Dudley,MA,01571,86-3032556,MC283477,Marijuana Cultivator,General Applicant,,,IN PROCESS,Surrendered,,,40 Fish Road,,Dudley,01570,False,No,,,,,,,,,Indoor,"Tier 06: 40,001 to 50,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,2000,MCN283477,40 Fish Road,,Dudley,MA,01570,General Applicant,General Applicant,FALSE,Adult-Use
Canna Testing LLC,cannatesting413@gmail.com,732-406-1000,241 Rt. 20,,Chester,MA,01011,785 Main Street,,Great Barrington,MA,01230,86-3082747,IL281345,Independent Testing Laboratory,Expedited Review - License Type,,,IN PROCESS,Surrendered,,,241 Route 20,,Chester,01011,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,ILN281345,241 Route 20,,Chester,MA,01011,Expedited Review,License Type,FALSE,Adult-Use
Cannalive Genetics LLC,marko@cannalivegenetics.com,617-221-5666,532 Main Street,Suite 301,Holyoke,MA,01040,51 Victoria Street,,Somerville,MA,02144,86-3109739,MB282302,Marijuana Microbusiness,Expedited Review - License Type,,,FINAL LICENSE,Active,,625,532 Main St ,Suite 301,Holyoke,01040,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,,MBN282302,532 Main Street,Suite 301,Holyoke,MA,01040,Expedited Review,License Type,FALSE,Adult-Use
"Hardwick Mill Greenery, Inc.",george.lang12@gmail.com,617-513-1345,94 Main St,,Hardwick,MA,01031,15 Stone Crest Drive,,Braintree,MA,02184,86-3124077,MC283626,Marijuana Cultivator,General Applicant,,,IN PROCESS,Surrendered,,,94 Main St,,Hardwick,01031,False,No,,,,,,,,,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,2000,MCN283626,94 Main Street,,Hardwick,MA,01031,General Applicant,General Applicant,FALSE,Adult-Use
"HARDWICK MILL GREENERY, INC.",george.lang12@gmail.com,617-513-1345,94 Main St,,Hardwick,MA,01031,94 Main St,,Hardwick,MA,01031,86-3124077,MC283955,Marijuana Cultivator,General Applicant,,,PROVISIONAL LICENSE,Active,,5000,94 Main St. ,,Hardwick,01031,False,No,,,,,,,,,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,600,MCN283955,94 Main Street,,Hardwick,MA,01031,General Applicant,General Applicant,FALSE,Adult-Use
"Hardwick Mill Greenery, Inc.",george.lang12@gmail.com,617-513-1345,94 Main St.,,Hardwick,MA,01031,288 Grove St. Suite 128,,Braintree,MA,02184,86-3124077,MP282134,Marijuana Product Manufacturer,General Applicant,,,IN PROCESS,Surrendered,,,94  Main St.,,Hardwick,01031,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MPN282134,94 Main Street,,Hardwick,MA,01031,General Applicant,General Applicant,FALSE,Adult-Use
"Hardwick Mill Greenery, Inc.",george.lang12@gmail.com,617-513-1345,94 Main St.,,Hardwick,MA,01031,15 Stone Crest Drive,,Braintree,MA,02184,86-3124077,MR284447,Marijuana Retailer,General Applicant,,,IN PROCESS,Surrendered,,,94 Main St.,,Hardwick,01031,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MRN284447,94 Main Street,,Hardwick,MA,01031,General Applicant,General Applicant,FALSE,Adult-Use
"Pine Delivery, Inc",info@pine-delivery.com,844-888-7463,5 Michigan Dr,,Natick,MA,01760,5 APPLETON RD,,NATICK,MA,01760,86-3124235,PDO103518,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Expired,,,,,,,False,No,SE304970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,,PDOA103518,5 Michigan Drive,,Natick,MA,01760,Expedited Review,Social Equity Participant,FALSE,Adult-Use
"Pine Delivery, Inc",info@pine-delivery.com,844-888-7463,5 Michigan Dr,,Natick,MA,01760,5 APPLETON RD,,Natick,MA,01760,86-3124235,PMD5880,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Expired,,,,,,,False,No,SE304970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,,PMDA5880,5 Michigan Drive,,Natick,MA,01760,Expedited Review,Social Equity Participant,FALSE,Adult-Use
"The Green Resource, Inc.",ademaral@northeastcann.com,508-789-5686,28 Cortland Drive,,Hudson,MA,01749,28 Cortland Drive,,Hudson,MA,01749,86-3149369,MC283754,Marijuana Cultivator,General Applicant,,,IN PROCESS,Surrendered,,,20 Independence Road,,Kingston,02364,False,No,,,,,,,,,Indoor,"Tier 04: 20,001 to 30,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,2000,MCN283754,20 Independence Road,,Kingston,MA,02364,General Applicant,General Applicant,FALSE,Adult-Use
"The Green Resource, Inc.",ademaral@northeastcann.com,508-789-5686,28 Cortland Drive,,Hudson,MA,01749,28 Cortland Drive,,Hudson,MA,01749,86-3149369,MP282213,Marijuana Product Manufacturer,General Applicant,,,IN PROCESS,Surrendered,,,20 Independence Road,,Kingston,02364,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MPN282213,20 Independence Road,,Kingston,MA,02364,General Applicant,General Applicant,FALSE,Adult-Use
"The Green Resource, Inc.",ademaral@northeastcann.com,508-789-5686,28 Cortland Drive,,Hudson,MA,01749,28 Cortland Drive,,Hudson,MA,01749,86-3149369,MR284701,Marijuana Retailer,General Applicant,,,IN PROCESS,Surrendered,,,20 Independence Road,,Kingston,02364,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MRN284701,20 Independence Road,,Kingston,MA,02364,General Applicant,General Applicant,FALSE,Adult-Use
Riverside Cannabis LLC,damaris.aponte42@gmail.com,413-250-6104,1 Cabot Street,,Holyoke,MA,01040,1 Cabot Street,,Holyoke,MA,01040,86-3190130,MC283481,Marijuana Cultivator,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Active,,1250,1 Cabot Street,,Holyoke,01040,False,Yes,SE304773,,,,,,,,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE304773,,,,APPROVED,,,MCN283481,1 Cabot Street,,Holyoke,MA,01040,Expedited Review,Social Equity Participant,FALSE,Adult-Use
"Aspen Blue Mashpee, Inc.",matt@terps.com,401-286-2119,14 Wags Road,,Mashpee,MA,02649,20 Centerville Road,,Warwick,RI,02886,86-3195188,MC283504,Marijuana Cultivator,General Applicant,,,PROVISIONAL LICENSE,Expired,,2500,14 Wags Road,,Mashpee,02649,False,No,,,,,,,,,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,400,MCN283504,14 Wags Road,,Mashpee,MA,02649,General Applicant,General Applicant,FALSE,Adult-Use
Town Meadow Farm ,Ldykas@live.com,508-414-0130,124 Green street,,Leicester,MA,01524,124 Green st,,Leicester,MA,01524,86-3254356,MC283497,Marijuana Cultivator,Expedited Review - License Type,,,PROVISIONAL LICENSE,Expired,,25000,124 Green street,,Leicester,01524,False,No,,,,,,,,,Outdoor,"Tier 11: 90,001 to 100,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE306504,,,,APPROVED,,1500,MCN283497,124 Green Street,,Leicester,MA,01524,Expedited Review,License Type,FALSE,Adult-Use
"Lucky 7 Cannabis, Inc.",jbaksa@tedesk.com,860-918-6750,0 Timberswamp Road,,Westfield,MA,01085,PO Box 13,,Westfield,MA,01085,86-3543359,MC283556,Marijuana Cultivator,General Applicant,,,IN PROCESS,Surrendered,,,0 Timberswamp Road,,Westfield,01085,False,No,,,,,,,,,Indoor,"Tier 01: up to 5,000 square feet",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,200,MCN283556,0 Timberswamp Road,,Westfield,MA,01085,General Applicant,General Applicant,FALSE,Adult-Use
