name,dba,slug,type,url,is_bad_url,street_address,city,state,zip_code,country,lat,lng,phone,email,license_state
"NATURE MEDICINES, INC",,nature-medicines-inc,dispensary,,,3119 Cranberry Highway,Wareham,MA,02538,US,41.754655,-70.640354,508-469-8571,dbrayton@xwellinc.com,MR282482
BERKSHIRE ROOTS INC.,,berkshire-roots-inc,dispensary,,,253 Meridian Street,Boston,MA,02128,US,42.376094,-71.03889,413-553-9333,Khospot@ko-resources.com,MR281845
CURALEAF MASSACHUSETTS INC,,curaleaf-massachusetts-inc,dispensary,,,170 Commercial Street,Provincetown,MA,02657,US,42.047835,-70.190186,617-750-6885,pjonsson@curaleaf.com,MR282052
CURALEAF MASSACHUSETTS INC,,curaleaf-massachusetts-inc,dispensary,,,124 West Street,Ware,MA,01082,US,42.25581,-72.249543,617-750-6885,pjonsson@curaleaf.com,MR282183
"HVV MASSACHUSETTS, INC.",,hvv-massachusetts-inc,dispensary,,,38 Great Republic Drive,Gloucester,MA,01930,US,42.628502,-70.64518,843-819-0866,michael@happyvalley.org,MR282578
"GOOD CHEMISTRY OF MASSACHUSETTS, INC.",,good-chemistry-of-massachusetts-inc,dispensary,,,696 Western Avenue,Lynn,MA,01902,US,42.463398,-70.964241,303-810-1554,joe.s@goodchem.org,MR282554
TDMA LLC,,tdma-llc,dispensary,,,74 Grafton Street,Worcester,MA,01604,US,42.259225,-71.794004,360-593-1366,ben@hellodiem.com,MR282376
LIBERTY MARKET,,liberty-market,dispensary,,,126 South Main Street,Lanesborough,MA,01237,US,42.51304,-73.22926,603-340-6539,kendebbie4@comcast.net,MR281804
"FOUR DAUGHTERS COMPASSIONATE CARE, INC.",,four-daughters-compassionate-care-inc,dispensary,,,2 Merchant Street Unit 1,Sharon,MA,02067,US,42.118084,-71.234572,224-622-8770,james.leventis@verano.holdings,MR281552
HAVERHILL STEM LLC,,haverhill-stem-llc,dispensary,,,124 Washington Street,Haverhill,MA,01832,US,42.77253,-71.085686,978-944-4126,caroline@stemhaverhill.com,MR281327
"APICAL, INC.",,apical-inc,dispensary,,,19 Wemelco Road,Easthampton,MA,01027,US,42.25371,-72.68983,419-977-8757,leakhenakasom@gmail.com,MR281246
"GREENSTAR HERBALS, INC.",,greenstar-herbals-inc,dispensary,,,200 Beacham Street,Chelsea,MA,02150,US,42.39558,-71.05293,978-857-9732,tommorey7305@gmail.com,MR282034
"GREENSTAR HERBALS, INC.",,greenstar-herbals-inc,dispensary,,,76-100 Pleasant Street,Dracut,MA,01826,US,42.664656,-71.324158,978-857-9732,tommorey7305@gmail.com,MR282048
JOLO CAN LLC,,jolo-can-llc,dispensary,,,80 Eastern Avenue,Chelsea,MA,02150,US,42.389925,-71.023626,617-270-1096,gabriel@harborhousecollective.com,MR281308
"CANNABIS CONNECTION, INC",,cannabis-connection-inc,dispensary,,,40 Westfield Industrial Park,Westfield,MA,01085,US,42.1419,-72.72941,413-579-8055,tom@ccofwestfield.com,MR281362
"ASCEND MASS, LLC",,ascend-mass-llc,dispensary,,,268-274 Friend Street,Boston,MA,02114,US,42.36468,-71.06145,617-721-5844,fperullo@awholdings.com,MR282077
"BASK, INC.",,bask-inc,dispensary,,,2 Pequod Road,Fairhaven,MA,02719,US,41.649655,-70.888896,774-305-4749,info@cometobask.com,MR282284
"BASK, INC.",,bask-inc,dispensary,,,400 Winthrop Street,Taunton,MA,02780,US,41.885943,-71.134734,774-305-4749,info@cometobask.com,MR282819
COMMUNITY GROWTH PARTNERS GREAT BARRINGTON OPERATIONS LLC,,community-growth-partners-great-barrington-operations-llc,dispensary,,,783 South Main Street,Great Barrington,MA,01230,US,42.195497,-73.361424,646-408-1196,charlotte@communitygrowthpartners.com,MR282695
"PHARMACANNIS MASSACHUSETTS, INC.",,pharmacannis-massachusetts-inc,dispensary,,,939 Boston Turnpike,Shrewsbury,MA,01545,US,42.280136,-71.679219,312-667-6231,compliance@pharmacannis.com,MR282298
"TEMESCAL WELLNESS OF MASSACHUSETTS, LLC",,temescal-wellness-of-massachusetts-llc,dispensary,,,665 Cochituate Road,Framingham,MA,01701,US,42.307578,-71.38499,207-408-1748,julia@temescalwellness.com,MR282033
"FOUR DAUGHTERS COMPASSIONATE CARE, INC.",,four-daughters-compassionate-care-inc,dispensary,,,11 Richards Road,Plymouth,MA,02360,US,41.95664,-70.70783,224-622-8770,james.leventis@verano.holdings,MR282232
HERBAL PATHWAYS,,herbal-pathways,dispensary,,,1317 East Street,Pittsfield,MA,01201,US,42.453882,-73.2213,603-340-6539,kendebbie4@comcast.net,MR282037
"GARDEN REMEDIES, INC.",,garden-remedies-inc,dispensary,,,732 Newburyport Turnpike,Melrose,MA,02176,US,42.470623,-71.020133,774-249-0830,tschlacter@gardenremedies.com,MR282471
"BERKSHIRE WELCO, LLC",,berkshire-welco-llc,dispensary,,,1375 Main St.,Sheffield,MA,01257,US,42.110789,-73.35304,917-750-5432,michael@findthepass.com,MR281967
"D2N2,LLC",,d2n2llc,dispensary,,,307 Main Street,Great Barrington,MA,01230,US,42.194065,-73.362044,732-546-7488,Dnorman@calyxberkshire.com,MR281517
"MASS ALTERNATIVE CARE, INC.",,mass-alternative-care-inc,dispensary,,,55 University Drive,Amherst,MA,01002,US,42.371986,-72.53348,413-377-6240,kmcollins@massaltcare.com,MR282062
"CULTIVATE LEICESTER, INC.",,cultivate-leicester-inc,dispensary,,,250 Worcester Road,Framingham,MA,01702,US,42.298152,-71.404866,207-233-1304,sambarber88@gmail.com,MR282522
"ENLITE CANNABIS DISPENSARY, LLC",,enlite-cannabis-dispensary-llc,dispensary,,,371-391 Damon Road,Northampton,MA,01060,US,42.337535,-72.628392,413-221-3636,MARKC@CDINDUSTRIES.COM,MR281867
"BOUNTIFUL FARMS, INC.",,bountiful-farms-inc,dispensary,,,300 Newburyport Turnpike Unit 1,Rowley,MA,01969,US,42.71307,-70.90771,978-356-5060,spencer@oldplantersofcapeann.org,MR282588
"NEW DIA, LLC",,new-dia-llc,dispensary,,,118 Cambridge Street,Worcester,MA,01603,US,42.243195,-71.826314,617-763-5159,ross@newdia.co,MR281269
"APOTHCA, INC.",,apothca-inc,dispensary,,,1386 Massachusetts Ave,Arlington,MA,02476,US,42.4244,-71.18472,305-741-6540,joseph@artcangroup.com,MR282730
"GREENSTAR HERBALS, INC.",,greenstar-herbals-inc,dispensary,,,22-24 Main Street,Maynard,MA,01754,US,42.43201,-71.45091,978-857-9732,tommorey7305@gmail.com,MR282207
"M3 VENTURES, INC.",,m3-ventures-inc,dispensary,,,29 Echo Road,Mashpee,MA,02469,US,41.657772,-70.496361,617-686-5185,lianne@mm-ma.org,MR282350
"WESTERN FRONT, LLC",,western-front-llc,dispensary,,,121 Webster Ave,Chelsea,MA,02150,US,42.40173,-71.024149,617-320-9018,attorneytflaherty@hotmail.com,MR281907
"RESINATE, INC.",,resinate-inc,dispensary,,,1191 Millbury Street,Worcester,MA,01607,US,42.221228,-71.783638,508-864-5180,pdecaro@iresinate.com,MR281249
"RESINATE, INC.",,resinate-inc,dispensary,,,110 Pleasant Street,Northampton,MA,01060,US,42.31864,-72.62791,508-864-5180,pdecaro@iresinate.com,MR282398
"THE HEIRLOOM COLLECTIVE, INC.",,heirloom-collective-inc,dispensary,,,457 Russell Street,Hadley,MA,01035,US,42.36418,-72.53711,617-852-7044,jcounihan@prismventure.com,MR283029
"LAZY RIVER PRODUCTS, LLC",,lazy-river-products-llc,dispensary,,,"145 Broadway Rd Dracut, MA 01826",Dracut,MA,01826,US,42.67536,-71.29398,978-549-2266,wcassotis@lazyriverproducts.com,MR282562
"FULL HARVEST MOONZ, INC.",,full-harvest-moonz-inc,dispensary,,,101 Plaistow Road,Haverhill,MA,01830,US,42.81447,-71.101993,781-254-6765,jkupris@harvestmoonz.com,MR282474
"HOLISTIC INDUSTRIES, INC",,holistic-industries-inc,dispensary,,,155 Northampton Street,Easthampton,MA,01027,US,42.28191,-72.66827,917-757-9408,david.cohen@holisticindustries.com,MR282605
CTDW LLC,,ctdw-llc,dispensary,,,3 Dodge Street,Salem,MA,01970,US,42.518763,-70.893871,978-804-3361,Ctuttle@ctpboston.com,MR281844
"GARDEN WONDERS, INC",,garden-wonders-inc,dispensary,,,3 Route 146,Millville,MA,01529,US,42.015219,-71.590794,617-595-5962,mino@atlanticbeveragedistributors.com,MR281970
GRASS APPEAL LLC,,grass-appeal-llc,dispensary,,,79 River Road,Uxbridge,MA,01569,US,42.03644,-71.61647,954-350-1300,bakedbeanma@gmail.com,MR282267
CORE EMPOWERMENT LLC,,core-empowerment-llc,dispensary,,,401A Centre Street,Boston,MA,02130,US,42.32166,-71.11038,617-905-1123,tomas@corecannabis.cc,MR281865
"CANNAVANA, INC.",,cannavana-inc,dispensary,,,256 Weymouth Street,Rockland,MA,02370,US,42.1609,-70.91064,978-876-1531,fidelitywellnesscenterinc@gmail.com,MR282801
"EVERGREEN STRATEGIES, LLC",,evergreen-strategies-llc,dispensary,,,143 SW Cutoff,Worcester,MA,01604,US,42.232336,-71.75154,617-997-6888,anthony@evergreenstrategiesllc.net,MR281834
"EVERGREEN STRATEGIES, LLC",,evergreen-strategies-llc,dispensary,,,221 State Road,North Adams,MA,01247,US,42.698201,-73.14203,617-997-6888,anthony@evergreenstrategiesllc.net,MR282032
"CNA STORES, INC.",,cna-stores-inc,dispensary,,,77 Macy Street,Amesbury,MA,01913,US,42.846301,-70.916149,781-589-3192,rob@cnastores.com,MR282576
"CNA STORES, INC.",,cna-stores-inc,dispensary,,,558 River Street,Haverhill,MA,01830,US,42.76465,-71.102782,781-589-3192,rob@cnastores.com,MR281744
"BWELL HOLDINGS, INC",,bwell-holdings-inc,dispensary,,,220 Commercial St,Provincetown,MA,02657,US,42.049735,-70.188749,617-283-9806,karen@bwell.life,MR282825
HIGHMINDED LLC,,highminded-llc,dispensary,,,126 Main Street,Great Barrington,MA,01230,US,42.199462,-73.360359,801-419-7327,ccc@highminded.com,MR282318
"HENNEP, INC.",,hennep-inc,dispensary,,,246 Commercial Street,Provincetown,MA,02657,US,42.050602,-70.187936,914-483-9167,akoudijs@hennep.com,MR281450
ARL HEALTHCARE INC.,,arl-healthcare-inc,dispensary,,,29 Harding Street,Middleborough,MA,02346,US,41.902715,-70.972666,781-277-0007,jlevine@marimedinc.com,MR282382
"CULTIVATE LEICESTER, INC.",,cultivate-leicester-inc,dispensary,,,1023 Southbridge Street,Worcester,MA,01610,US,42.23137,-71.819578,207-233-1304,sambarber@cultivatemass.com,MR281843
GALIL GREENERY LLC,,galil-greenery-llc,dispensary,,,235 Main St.,Northampton,MA,01060,US,42.318018,-72.632711,207-649-6422,galilgreenery@gmail.com,MR281978
"NORTHEMPTON ENTERPRISES, INC.",,northempton-enterprises-inc,dispensary,,,2 Conz Street,Northampton,MA,01060,US,42.316201,-72.630579,617-816-7067,Jon@Hempest.com,MR282356
HYECORP LLC,,hyecorp-llc,dispensary,,,327 North Pearl Street,Brockton,MA,02301,US,42.100452,-71.066538,508-612-2687,hyecorpllc@gmail.com,MR282460
GREEN WORLD LLC,,green-world-llc,dispensary,,,897 North Montello Street,Brockton,MA,02301,US,42.10764,-71.02351,774-274-0009,gevorgsaribekyan@yahoo.com,MR281939
GTE BROCKTON LLC,,gte-brockton-llc,dispensary,,,747 Centre Street,Brockton,MA,02302,US,42.086162,-70.987981,617-523-0600,sgrant@publicpolicylaw.com,MR282669
NS AJO HOLDINGS INC.,,ns-ajo-holdings-inc,dispensary,,,20 Authority Drive,Fitchburg,MA,01420,US,42.551475,-71.847213,617-610-0761,aidan423@gmail.com,MR282236
GANESH WELLNESS INC.,,ganesh-wellness-inc,dispensary,,,65 West Boylston Street,West Boylston,MA,01583,US,42.358643,-71.78339,516-776-2305,ganeshwellnessinc@gmail.com,MR282519
"THE OLD BANK, LLC",,old-bank-llc,dispensary,,,10 Main Street,Wellfleet,MA,02666,US,41.93748,-70.02189,508-514-1212,zac@theoldbankwellfleet.com,MR282467
GREEN STRATUS CORP,,green-stratus-corp,dispensary,,,255 N. Pearl St.,Brockton,MA,02301,US,42.098465,-71.06563,508-846-5941,kinjal822@gmail.com,MR282256
NS AJO HOLDINGS INC.,,ns-ajo-holdings-inc,dispensary,,,193-195 Oxford Street,Lynn,MA,01901,US,42.464365,-70.946076,617-610-0761,aidan423@gmail.com,MR282618
"GREEN MEADOWS FARM, LLC",,green-meadows-farm-llc,dispensary,,,64 Mill Street,Southbridge,MA,01550,US,42.082662,-72.043083,203-979-1204,bobpatton@greenmeadows.com,MR282316
"COMMUNITY CARE COLLECTIVE, INC.",,community-care-collective-inc,dispensary,,,4 Republic Road,Billerica,MA,01862,US,42.557633,-71.299725,781-953-4452,david@cccrme.com,MR282974
"ASCEND MASS, LLC",,ascend-mass-llc,dispensary,,,1089 Washington Street,Newton,MA,02465,US,42.35012,-71.217927,617-721-5844,fperullo@awholdings.com,MR282837
"LEGAL GREENS, LLC",,legal-greens-llc,dispensary,,,73-75 Pleasant Street,Brockton,MA,02301,US,42.088238,-71.049736,617-419-6719,VANESSA@LEGALGREENS.NET,MR282937
FROZEN 4 CORPORATION,,frozen-4-corporation,dispensary,,,985 Plain Street,Marshfield,MA,02050,US,42.106377,-70.758565,617-990-6653,bvirga@frozen4llc.com,MR282881
BUUDDA BROTHERS LLC,,buudda-brothers-llc,dispensary,,,604 Main Street,Holyoke,MA,01040,US,42.194935,-72.61168,917-698-1107,buuddabrothers@gmail.com,MR282225
"THE VAULT RETAIL, INC.",,vault-retail-inc,dispensary,,,342 West Boylston Street,Worcester,MA,01606,US,42.303352,-71.800713,508-951-2753,michaelpbotelho@gmail.com,MR282527
"CYPRESS TREE MANAGEMENT, INC.",,cypress-tree-management-inc,dispensary,,,24-26 Elliot Street,Newton,MA,02461,US,42.317947,-71.212591,617-549-2945,jcrawford@publicpolicylaw.com,MR282803
"THE VAULT RETAIL, INC.",,vault-retail-inc,dispensary,,,"70 Worcester Road, Suite 225",Webster,MA,01520,US,42.07021,-71.86534,508-951-2753,michaelpbotelho@gmail.com,MR282814
"GREEN GOLD GROUP, INC",,green-gold-group-inc,dispensary,,,46 Worcester Road,Charlton,MA,01507,US,42.145809,-71.98559,203-520-8555,attorneyjamesmcmahon@gmail.com,MR281791
"HAZE OF GRAFTON, LLC",,haze-of-grafton-llc,dispensary,,,135 Westborough Road,Grafton,MA,01519,US,42.206296,-71.685037,508-864-8150,pdecaro@iresinate.com,MR282399
IRONSTONE EXPRESS INC.,,ironstone-express-inc,dispensary,,,454 Quaker Highway,Uxbridge,MA,01569,US,42.040766,-71.620151,617-877-3833,barrydes@gmail.com,MR282424
"EMERALD GROVE, INC.",,emerald-grove-inc,dispensary,,,"3 Main Street, Unit 1",Eastham,MA,02642,US,41.852241,-69.985765,774-722-4128,jamoulex@gmail.com,MR282808
"ELEVATED ROOTS, LLC",,elevated-roots-llc,dispensary,,,44 William C. Gould Jr. Way,Kingston,MA,02364,US,41.97202,-70.70645,617-688-4225,bobbypalma7@me.com,MR283092
"NORTHEAST ALTERNATIVES RETAIL, LLC",,northeast-alternatives-retail-llc,dispensary,,,606 Tarkiln Rd,New Bedford,MA,02745,US,41.679476,-70.939949,508-326-4896,stevelabelle@comcast.net,MR282659
"UC RETAIL, LLC",,uc-retail-llc,dispensary,,,601-603 Fitchburg State Road,Ashby,MA,01431,US,42.652036,-71.792349,978-866-1154,mike@unitedcult.com,MR282633
"MAJOR BLOOM, LLC",,major-bloom-llc,dispensary,,,76 Millbury St.,Worcester,MA,01610,US,42.253285,-71.799002,857-445-5232,lauryclucien@gmail.com,MR283033
"TOROVERDE (MASSACHUSETTS), INC.",,toroverde-massachusetts-inc,dispensary,,,26-28 North King Street,Northampton,MA,01060,US,42.359952,-72.638396,352-247-5581,billybeetz.toroverdemass@gmail.com,MR282601
"TOROVERDE (MASSACHUSETTS) II, INC.",,toroverde-massachusetts-ii-inc,dispensary,,,51 Davis Street,Greenfield,MA,01301,US,42.589481,-72.601657,352-247-5581,billybeetz.toroverdemass@gmail.com,MR282320
"TOROVERDE (MASSACHUSETTS) III, INC.",,toroverde-massachusetts-iii-inc,dispensary,,,424 State Road,Whately,MA,01093,US,41.41929,-70.66453,352-247-5581,billybeetz.toroverdemass@gmail.com,MR282629
"COMMCAN, INC",,commcan-inc,dispensary,,,150 Barney Avenue,Rehoboth,MA,02769,US,41.78428,-71.2872,508-376-2041,ellen@rosenfeld-law.com,MR283001
TIGERTOWN LLC,,tigertown-llc,dispensary,,,56 Jackson Street,Holyoke,MA,01040,US,42.195786,-72.612171,954-350-1300,bakedbeanma@gmail.com,MR282818
UNION LEAF INC.,,union-leaf-inc,dispensary,,,71-72 Union Square,Somerville,MA,02143,US,42.379664,-71.095684,617-256-7311,pradhanlnn@gmail.com,MR282570
"HOLISTIC INDUSTRIES, INC.",,holistic-industries-inc,dispensary,,,1300 Boston Road,Springfield,MA,01119,US,42.141285,-72.500676,917-757-9408,david.cohen@holisticindustries.com,MR282667
"6 BRICKS, LLC.",,6-bricks-llc,dispensary,,,250 Albany Street,Springfield,MA,01105,US,42.120137,-72.575034,413-222-1538,6bricksllc@gmail.com,MR283098
"SALTY FARMERS, LLC",,salty-farmers-llc,dispensary,,,182 Brackett Road,Eastham,MA,02651,US,41.85487,-69.98379,508-367-6538,info@saltyfarmers.com,MR282640
HOLYOKE 420 LLC,,holyoke-420-llc,dispensary,,,380 Dwight Street,Holyoke,MA,01040,US,42.20474,-72.604581,781-964-5159,blakemensing@gmail.com,MR282703
ESKAR ARLINGTON LLC,,eskar-arlington-llc,dispensary,,,21 Broadway Street,Arlington,MA,02474,US,42.407648,-71.134764,781-697-9323,jcrawford@publicpolicylaw.com,MR282638
"ESKAR NORTHBRIDGE, LLC",,eskar-northbridge-llc,dispensary,,,"Plat 28, Parcel 73 a/k/a Building 4, Commerce Drive",Northbridge,MA,01534,US,42.121808,-71.641028,781-697-9323,jcrawford@publicpolicylaw.com,MR283073
WITCH CITY GARDENS LLC,,witch-city-gardens-llc,dispensary,,,36-38 Jefferson Ave,Salem,MA,01970,US,42.5145,-70.900495,818-935-7407,tim@wcgsalem.com,MR281663
"BERKLEY BOTANICALS, LLC",,berkley-botanicals-llc,dispensary,,,44 county street,Berkley,MA,02779,US,41.842713,-71.019436,401-497-4033,berkleybotanicals@gmail.com,MR281458
"DDM SALES, INC.",,ddm-sales-inc,dispensary,,,1 Lloyd Street,Blackstone,MA,01504,US,42.01932,-71.499521,508-259-2140,vishnupatel73@gmail.com,MR281981
"THE BOTANIST, INC.",,botanist-inc,dispensary,,,65 Pullman Street,Worcester,MA,01606,US,42.32394,-71.79884,207-232-3745,c.tolford@acreageholdings.com,MR282160
"THE BOTANIST, INC.",,botanist-inc,dispensary,,,235 Hartford Turnpike,Shrewsbury,MA,01545,US,42.24922,-71.72073,207-232-3745,c.tolford@acreageholdings.com,MR282186
NORTHEAST ALTERNATIVES RETAIL LLC,,northeast-alternatives-retail-llc,dispensary,,,1903 Fall River Ave,Seekonk,MA,02771,US,41.78003,-71.298135,508-326-4896,stevelabelle@comcast.net,MR282743
"I.N.S.A., INC.",,insa-inc,dispensary,,,1200 West Columbus Ave,Springfield,MA,01105,US,42.096511,-72.58797,413-206-6339,peter@myinsa.com,MR282632
"202 TRADING COMPANY, INC. D/B/A BUD BARN",,202-trading-company-inc-dba-bud-barn,dispensary,,,682 Spring Street,Winchendon,MA,01475,US,42.66638,-72.00857,508-380-3338,jldalyjr@yahoo.com,MR281735
"SOUTHCOAST APOTHECARY, LLC",,southcoast-apothecary-llc,dispensary,,,115 Coggeshall Street,New Bedford,MA,02746,US,41.656397,-70.920416,617-721-5844,fperullo@awholdings.com,MR283075
"THE HOLISTIC CONCEPTS, INC",,holistic-concepts-inc,dispensary,,,1915 Main St.,Brockton,MA,02301,US,42.047317,-71.010863,339-970-8721,david@thcbrockton.com,MR283012
CCC WELLFLEET NV LLC,,ccc-wellfleet-nv-llc,dispensary,,,1446 State Highway Route 6,Wellfleet,MA,02667,US,41.9163,-69.9884,305-331-7303,akronfeld@nv-ccc.com,MR282685
"MAYFLOWER MEDICINALS, INC.",,mayflower-medicinals-inc,dispensary,,,450 Chelmsford Street,Lowell,MA,01851,US,42.627699,-71.320378,508-356-6600,info@mayflowermedicinals.com,MR282155
191 LAFAYETTE RD DISPENSARY COMPANY LLC,,191-lafayette-rd-dispensary-company-llc,dispensary,,,238 Lafayette Road,Salisbury,MA,01952,US,42.87148,-70.869087,516-776-2305,ganeshwellnessinc@gmail.com,MR282740
"APOTHO THERAPEUTICS PLAINVILLE, LLC",,apotho-therapeutics-plainville-llc,dispensary,,,119 Washington Street,Plainville,MA,02762,US,42.017225,-71.316813,401-649-1677,matt@apothotherapeutics.com,MR282388
GTE FRANKLIN LLC,,gte-franklin-llc,dispensary,,,1256 West Central St,Franklin,MA,02038,US,42.084921,-71.446684,508-846-5941,GTEPARTNERSLLC@gmail.com,MR282766
NEW GREEN LLC,,new-green-llc,dispensary,,,71 Main Street,Egremont,MA,01258,US,42.16019,-73.4193,518-821-5299,devine.retail@gmail.com,MR282969
NS AJO HOLDINGS INC.,,ns-ajo-holdings-inc,dispensary,,,23 Elm Street,Watertown,MA,02472,US,42.363429,-71.155423,617-610-0761,aidan423@gmail.com,MR283095
GREEN RIVER CANNABIS COMPANY INC,,green-river-cannabis-company-inc,dispensary,,,398 Deerfield Street,Greenfield,MA,01301,US,42.5719,-72.59462,401-640-2552,constant424@gmail.com,MR282175
NOVA FARMS LLC,,nova-farms-llc,dispensary,,,1137 Worcester Road,Framingham,MA,01701,US,42.29938,-71.44395,508-212-4490,Derek@novafarms.com,MR282516
SOLAR THERAPEUTICS INC.,,solar-therapeutics-inc,dispensary,,,1735 Fall River Avenue,Seekonk,MA,02771,US,41.783015,-71.305815,508-300-3366,edward@solarthera.com,MR282948
"PURE LOWELL, INC.",,pure-lowell-inc,dispensary,,,673-681 Rogers Street,Lowell,MA,01852,US,42.632838,-71.289123,603-296-5036,jimstatires@gmail.com,MR282815
DELTA 420 LLC,,delta-420-llc,dispensary,,,199 Main Street,Blackstone,MA,01504,US,42.017265,-71.542456,617-838-3000,kalra33@gmail.com,MR281779
MASS WELLSPRING LLC,,mass-wellspring-llc,dispensary,,,4-6 Nason Street,Maynard,MA,01754,US,42.432355,-71.454118,781-418-0943,info@masswellspring.org,MR281363
"ARL HEALTHCARE, INC.",,arl-healthcare-inc,dispensary,,,11-23 Enon Street,Beverly,MA,01915,US,42.586599,-70.885281,978-561-1994,josephgiannino@gmail.com,MR282334
"TURNING LEAF CENTERS NORTHAMPTON, LLC",,turning-leaf-centers-northampton-llc,dispensary,,,261 King Street,Northampton,MA,01060,US,42.331344,-72.633905,413-204-4749,stephgmcnair@gmail.com,MR283040
"UNION TWIST, INC.",,union-twist-inc,dispensary,,,630 Worcester Road,Framingham,MA,01702,US,42.297885,-71.422567,917-740-0649,info@uniontwist.com,MR282313
"TERPENE JOURNEY, LLC",,terpene-journey-llc,dispensary,,,430 Paradise Road,Swampscott,MA,01907,US,42.48142,-70.90369,857-202-7215,tom@terpenejourney.com,MR281612
VEDI NATURALS LLC,,vedi-naturals-llc,dispensary,,,505 Boston Post Road West,Marlborough,MA,01752,US,42.336053,-71.603672,774-777-0202,contactjigarp@gmail.com,MR283056
BUD'S GOODS & PROVISIONS CORP. (FKA TRICHOME HEALTH CORP.),,buds-goods-provisions-corp-fka-trichome-health-corp,dispensary,,,1540 Bedford Street,Abington,MA,02351,US,42.1453,-70.95505,774-239-2200,alex@budsgoods.com,MR282410
THE HEALING CENTER LLC,,healing-center-llc,dispensary,,,346 River St,Fitchburg,MA,01420,US,42.58197,-71.8191,617-962-7444,paulferazzi@aol.com,MR283193
RELEAF ALTERNATIVE INC.,,releaf-alternative-inc,dispensary,,,321 School Street,Mansfield,MA,02048,US,42.01467,-71.232214,508-942-1960,conormcl63@gmail.com,MR283153
"BLACK HARBOR GROUP, LLC",,black-harbor-group-llc,dispensary,,,510 State Road,West Tisbury,MA,02575,US,41.41504,-70.667955,774-836-4397,geoff@pcmvy.com,MR282947
"NEW ENGLAND TREATMENT ACCESS, LLC.",,new-england-treatment-access-llc,dispensary,,,162 Grove Street,Franklin,MA,02038,US,42.069785,-71.424072,508-528-0093,mconnolly@netacare.org,MR283065
"REVERIE 73 LOWELL, LLC",,reverie-73-lowell-llc,dispensary,,,1148 Bridge St,Lowell,MA,01852,US,42.66322,-71.303835,978-835-7855,jblack@frfields.com,MR283066
B LEAF WELLNESS CENTRE LLC,,b-leaf-wellness-centre-llc,dispensary,,,60 Main Street,Ware,MA,01082,US,42.259829,-72.24087,413-668-8516,lori1025@comcast.net,MR281356
TREE MARKET TAUNTON LLC,,tree-market-taunton-llc,dispensary,,,9 Cape Road,Taunton,MA,02780,US,41.905455,-71.067135,206-601-1070,eli@treemarketmj.com,MR281597
VOLCANN LLC,,volcann-llc,dispensary,,,15 College Highway,Southampton,MA,01073,US,42.252196,-72.697996,413-250-5447,polatol@msn.com,MR282925
"CHARLTON INVESTMENTS, LLC",,charlton-investments-llc,dispensary,,,144 Sturbridge Road,Charlton,MA,01507,US,42.139125,-72.019765,617-217-0456,daniel.fourscore@gmail.com,MR282757
"SILVER THERAPEUTICS, INC.",,silver-therapeutics-inc,dispensary,,,717-721 American Legion Highway,Boston,MA,02121,US,42.28317,-71.11419,518-570-9067,josh@agtherapeutics.com,MR283074
"NEW LEAF ENTERPRISES, INC.",,new-leaf-enterprises-inc,dispensary,,,360 Second Street,Fall River,MA,02721,US,41.697326,-71.157314,508-837-5466,peterf1026@gmail.com,MR283203
"NEW LEAF ENTERPRISES, INC.",,new-leaf-enterprises-inc,dispensary,,,2629 South Main Street,Fall River,MA,02721,US,41.67365,-71.18415,508-837-5466,peterf1026@gmail.com,MR283204
HIGH HOPES LLC,,high-hopes-llc,dispensary,,,"1 Menfi Way, Unit 9",Hopedale,MA,01747,US,42.104189,-71.51023,508-561-2596,russell.bogartz@high-hopes.biz,MR282161
LOCAL ROOTS NE INC.,,local-roots-ne-inc,dispensary,,,365 Main St,Sturbridge,MA,01566,US,42.111601,-72.08888,978-621-3567,dean@theconnection.community,MR283231
"KRD GROWERS, LLC",,krd-growers-llc,dispensary,,,89 Parker Street,Clinton,MA,01510,US,42.42447,-71.689016,978-417-1247,sgrant@publicpolicylaw.com,MR282670
BKPN LLC,,bkpn-llc,dispensary,,,1274 Merrimack Street,Dracut,MA,01826,US,42.66783,-71.24177,978-319-2773,pcnpcn@comcast.net,MR282853
"WESTERN FRONT, LLC",,western-front-llc,dispensary,,,567-569 Massachusetts Ave.,Cambridge,MA,02139,US,42.364895,-71.102414,617-320-9018,attorneytflaherty@hotmail.com,MR283179
"HOLLAND BRANDS NA, LLC",,holland-brands-na-llc,dispensary,,,1320 South Washington Street,North Attleborough,MA,02760,US,41.938381,-71.34936,845-304-8375,zac@hollandbrands.org,MR283288
"THE BLUE JAY BOTANICALS, INC.",,blue-jay-botanicals-inc,dispensary,,,22 Chestnut Hill Avenue,Athol,MA,01331,US,42.595361,-72.221575,508-879-5000,tucker@commonwealthfarm1761.com,MR282243
"EVERGREEN STRATEGIES, LLC.",,evergreen-strategies-llc,dispensary,,,20 George Hannum Street,Belchertown,MA,01007,US,42.291073,-72.409888,617-997-6888,anthony@evergreenstrategiesllc.net,MR283100
"PATIENT CENTRIC OF MARTHA'S VINEYARD, LTD.",,patient-centric-of-marthas-vineyard-ltd,dispensary,,,15 Mechanics St,Tisbury,MA,02568,US,41.44761,-70.6141,774-836-4397,geoff@pcmvy.com,MR283035
