Facility_ID,Business_Name,Legal_Name,Address,Mailing_Address,Phone,Facility_Status,Owner_License,Hours_Mon,Hours_Tue,Hours_Wed,Hours_Thu,Hours_Fri,Hours_Sat,Hours_Sun,Lic1_Type,Lic1_Services,Lic1_Number,Lic1_Originally,Lic1_Effective,Lic1_Expires,Lic1_Status,Lic1_PDF_URL,Lic2_Type,Lic2_Services,Lic2_Number,Lic2_Originally,Lic2_Effective,Lic2_Expires,Lic2_Status,Lic2_PDF_URL,Offsite_Cultivation_Address,Manufacture_Address,Source_URL
001t000000L0TAyAAN,Trulieve of Phoenix Dispensary,Kwerles Inc,"2017 W. Peoria Avenue, Suite A, Phoenix, AZ 85029","1155 W Rio Salado Pkwy Ste 201, Tempe, AZ 85281",850-508-0261,Open,Kwerles Inc,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Establishment,"Retail - Sell
Retail - Manufacture
Retail - Prepare Edibles",00000005ESIN89499585,1/22/2021,1/22/2025,1/21/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000G4Kuz/qNwShgSfZYHyUubXkubL.NdTyCXiWOyol1BoB_n6xZQ,Dispensary,Retail - Sell,00000125DCWD00787544,,1/22/2025,1/21/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000G4Kq9/YuirQCmpQ_gim5kLsQZVVY8iuq8FjZTgKQ9Uix.wFJ4,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAyAAN&activeTab=details
001t000000SDpQXAA1,"L1 Management, Llc","L1 Management, Llc","1525 N. Granite Reef Rd., Scottsdale, AZ 85257",,(602) 616-8167,Active,"L1 Management, Llc, Dba, Level One Labs",9AM-5PM,9AM-5PM,9AM-5PM,9AM-5PM,9AM-5PM,CLOSED,CLOSED,,,00000004LCIG00024823,,,,,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs000000PHiP/LhoxdVGU82avJNU33vLmixVWiuNG4bA.ly2zCyNyshk,,,,,,,,,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000SDpQXAA1&activeTab=details
001t000000cRyGXAA0,JARS Cannabis,Lawrence Health Services LLC,"2250 Highway 60, Suite M, Globe, AZ 85501","4121 E Valley Auto Dr, Mesa, AZ 85206",928-793-2550,Open,Lawrence Health Services LLC,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,Establishment,Retail - Sell,00000136ESTJ56415147,4/19/2021,4/19/2025,4/18/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000IPYP8/RqVMiSsmKYrO8aWz5HFZXxqcT0NgrTJ6Z7J6bCbO1Hs,,,,,,,,,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000cRyGXAA0&activeTab=details
001t000000L0T9YAAV,JARS Cannabis,"Legacy & Co., Inc.","3001 North 24th Street, A, Phoenix, AZ 85016","46639 N Black Canyon Hwy, Suites 1 & 2, New River, AZ 85087",(623) 936-9333,Open,"Legacy & Co., Inc.",7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,Establishment,"Cultivation - Process
Cultivation - Cultivate
Retail - Sell
Manufacture - Manufacture
Manufacture - Package & Store
Manufacture - Prepare Edibles",00000079ESTS64678211,1/22/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs000000X1YQ/Oh4LIGHXvggtOuXDo.3KBNT.8GNYR6T.ebpvbZjlb7E,Dispensary,Retail - Sell,00000006DCDX00478035,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs000000X2mD/n3gvpjnsyEhP8X6E2O5EmkTvJydNcvOcuRpwlx1ty8Y,"9425 North Commerce Drive, Kingman, AZ 86401","1444 North 26th Avenue, Phoenix, AZ 85009",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9YAAV&activeTab=details
0018y000004XdKbAAK,Cookies,Life Changers Investments LLC,"2715 South Hardy Drive, Tempe, AZ 85282","2715 South Hardy Drive, Tempe, AZ 85282",(480) 452-7275,Open,Life Changers Investments LLC,8AM-10PM,8AM-10AM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Establishment,"Cultivation - Process
Cultivation - Manufacture
Cultivation - Cultivate
Cultivation - Prepare Edibles
Retail - Sell
Retail - Manufacture
Retail - Prepare Edibles",0000156ESTDP70697204,4/8/2022,4/8/2026,4/7/2028,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000ntIZa/eP8.Hslyl64KMZ_U1uhkyeyYxkIqUAar_wqHWoxHZ10,,,,,,,,,"1225 West Deer Valley Road, Phoenix, AZ 85027",,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=0018y000004XdKbAAK&activeTab=details
001t000000L0TAAAA3,Mint Cannabis,"M&T Retail Facility 1, LLC","1211 North 75th Avenue, Phoenix, AZ 85043","5210 South Priest Drive, Tempe, AZ 85283",480-749-6468,Open,"M&T Retail Facility 1, LLC",10AM-8PM,10AM-8PM,10AM-8PM,10AM-8PM,10AM-8PM,10AM-8PM,10AM-8PM,Establishment,Retail - Sell,00000101ESZO30906924,1/29/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005oPxb/cpo5CrVeziXRfvadaJ59SsBmP6dFbpUksBnISMwvLBc,Dispensary,"Retail - Sell
Cultivation - Cultivate
Cultivation - Manufacture",00000080DCQI00709964,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005oQrx/G2PhdHTVow7lTeVRZ3xAvJDHuGPs.zcF0xIQaGAskPw,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAAAA3&activeTab=details
0018y000004cff9AAA,"MCCSE214, LLC","MCCSE214, LLC","1975 E Northern Ave, Kingman, AZ 86409","20224 N. 27TH AVE, PHOENIX, AZ 85027",928-263-6348,Open,"MCCSE214, LLC",8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,Establishment,Retail - Sell,0000164ESTEB22806734,4/8/2022,4/8/2026,4/7/2028,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000i0GD7/ojnJZ_uOXQ8ba9Sh_udMUi3_GryYeNninjRLs_DNDBk,,,,,,,,,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=0018y000004cff9AAA&activeTab=details
0018y000004c8lLAAQ,"MCCSE240, LLC","MCCSE240, LLC","12555 NW Grand Ave, B, El Mirage, AZ 85335","20224 N 27TH AVE, PHOENIX, AZ 85027",602-351-5450,Open,"MCCSE240, LLC",7AM-10PM,7AM-10PM,7AM-10PM,7AM-11:45PM,7AM-11:45PM,7AM-11:45PM,7AM-10PM,Establishment,Retail - Sell,0000169ESTMB88870542,4/8/2022,4/8/2026,4/7/2028,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000i0GGL/nyqvna4fi38KtTGTox60TFEoG9eqKyagsEih_2RnVXs,,,,,,,,,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=0018y000004c8lLAAQ&activeTab=details
0018y000004ZNQIAA4,"MCCSE29, LLC","MCCSE29, LLC","12323 W Camelback Rd, Litchfield Park, AZ 85340","140 N. 44th Street, PHOENIX, AZ 85034",(602) 903-3665,Open,"MCCSE29, LLC",8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Establishment,Retail - Sell,0000149ESTUL49249395,4/8/2024,4/8/2026,4/7/2028,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000nM6de/Hv38g4njcLYxn5s8qLpxtBL.s4K.n_w.qEVFrtC3DJQ,,,,,,,,,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=0018y000004ZNQIAA4&activeTab=details
0018y000004c4KQAAY,"MCCSE82, LLC","MCCSE82, LLC","46639 North Black Canyon Highway, 1-2, New River, AZ 85087","20224 N 27TH AVE, PHOENIX, AZ 85027",928-299-5145,Open,"MCCSE82, LLC",7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,Establishment,Retail - Sell,0000165ESTJX05511145,4/8/2022,4/8/2026,4/7/2028,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000hzzyg/FvgmXCy1tdXZ3A1rEkUpKvsrf12t6WjywoV.87nygmM,,,,,,,,,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=0018y000004c4KQAAY&activeTab=details
0018y000004cyjLAAQ,"MCD-SE Venture 25, LLC","MCD-SE Venture 25, LLC","15235 North Dysart Road, 111 D, El Mirage, AZ 85335","5210 S Priest Dr, Tempe, AZ 85283",602-931-3663,Open,"MCD-SE Venture 25, LLC",8:30AM-5PM,8:30AM-5PM,8:30AM-5PM,8:30AM-5PM,CLOSED,CLOSED,CLOSED,Establishment,Retail - Sell,0000167ESTML86118201,4/8/2022,4/8/2026,4/7/2028,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000lSFHB/ZpXF2kn3NTvz2BV_XupU5R1PG90Lb8jufkcMYugdzLU,,,,,,,,,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=0018y000004cyjLAAQ&activeTab=details
0018y000004czUwAAI,"MCD-SE Venture 26, LLC","MCD-SE Venture 26, LLC","120 N Power Rd, Mesa, AZ 85205","5210 S Priest Dr, Tempe, AZ 85283",602-931-3663,Open,"MCD-SE Venture 26, LLC",12AM-12AM,12AM-12AM,12AM-12AM,12AM-12AM,12AM-12AM,12AM-12AM,12AM-12AM,Establishment,Retail - Sell,0000162ESTOS80671885,4/8/2022,4/8/2026,4/7/2028,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000lvFLq/pu5V7PRNDhuT0_mdn5fIpPu6ptgWiXykaA0Mxm9HQPM,,,,,,,,,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=0018y000004czUwAAI&activeTab=details
001t000000L0T9wAAF,Trulieve of Casa Grande,Medical Pain Relief Inc,"1860 E Salk Dr Ste B-1, Casa Grande, AZ 85122","1155 W Rio Salado Pkwy Ste 201, Tempe, AZ 85281",850-508-0261,Open,Medical Pain Relief,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,Establishment,"Cultivation - Cultivate
Cultivation - Prepare Edibles
Retail - Sell",00000010ESIR42914838,1/22/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs000002SpHl/DIM9mv0tbvgjCPx336Y_wfUYZED1s_qwhuqL22hoFfQ,Dispensary,Retail - Sell,00000044DCCJ00900645,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs000002NsJV/.xAO2HkfnvwVdxEwPlh9NAQlFVQxEtSblCZBU1YqZsQ,"1101 N 21st Ave, Phoenix, AZ 85009",,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9wAAF&activeTab=details
001t000000L0TABAA3,Desert Bloom Releaf Center,Medmar Tanque Verde Llc,"8060 E 22nd St Ste 108, Tucson, AZ 85710","8060 E 22nd St Ste 108, Tucson, AZ 85710",520-886-1760,Open,Medmar Tanque Verde Llc,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,Establishment,Retail - Sell,00000039ESEZ33667642,1/22/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005pic8/vKhF23GHKfl9Jm.crh4FiK2giv_nNTvsVOxH.9c0x_s,Dispensary,"Retail - Sell
Retail - Cultivate
Cultivation - Cultivate
Cultivation - Manufacture
Cultivation - Prepare Edibles",00000081DCPK00962019,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005pic3/q8WJtxkwGiOIxjZ9Tc2CuJ2U_R1qtFXqW2AmXs6ILoo,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TABAA3&activeTab=details
001t000000bIPudAAG,MK Associates LLC,MK Associates LLC,"3270 AZ-82, Sonoita, AZ 85637","175 S 29th St, Phoenix, AZ 85034",(703) 915-2159,Open,MK Associates LLC,9AM-5PM,9AM-5PM,9AM-5PM,9AM-5PM,9AM-5PM,9AM-5PM,9AM-5PM,Establishment,"Cultivation - Cultivate
Retail - Sell",00000143ESKB17654619,4/19/2021,4/19/2025,4/18/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000OZGSH/hzIDEh4mwecyMSxH6FG8iEgr4BnpdIi95fxjy30C.Sw,,,,,,,,,"645 West Road 4 North, Chino Valley, AZ 86323",,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000bIPudAAG&activeTab=details
001t000000L0TAJAA3,Ponderosa Dispensary,Mmj Apothecary,"9240 West Northern Avenue, Ste. 103b, Peoria, AZ 85345","855 S 335th Ave, Wickenburg, AZ 85390",480-213-1402,Open,Mmj Apothecary,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Establishment,Retail - Sell,00000100ESEC12878172,1/29/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000R4Efx/0LcuZ3kk9ndqbcZYCDL43W5E1MKoclBAVIWI_yfEtWc,Dispensary,"Retail - Sell
Cultivation - Cultivate
Cultivation - Manufacture
Cultivation - Prepare Edibles",00000062DCAY00861940,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs000001gWFp/rOS0wE_fgck0JK1qjkhbjyyAUBR0crBq_l1ooOwzBZ8,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAJAA3&activeTab=details
001t000000L0T9LAAV,JARS Cannabis,"Mohave Cannabis Club 1, LLC","4236 E Juanita Ave, Mesa, AZ 85206","Po Box 8513, Fort Mohave, AZ 86427",480-420-0064,Open,Herbal Assist Inc,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,Establishment,"Retail - Sell
Manufacture - Manufacture
Manufacture - Package & Store",00000098ESAA47054477,1/28/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000OoTyg/z2ZaEa7AdTrO53ehSowemY977bhMYvYd9RZ5DqSspPw,Dispensary,"Retail - Sell
Cultivation - Cultivate",00000002DCJK00811479,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005mY1S/IiqHIo_ko85bhJaSw7ewaXsLFnG15mwOyqHoY74WLAI,,"4121 E Valley Auto Dr, Ste 121A, Mesa, AZ 85206",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9LAAV&activeTab=details
001t000000L0TAqAAN,JARS Cannabis,"Mohave Cannabis Club 2, LLC","20340 N Lake Pleasant Rd. Ste 107, Peoria, AZ 85382","4121 E Valley Auto Dr. Ste 120, Mesa, AZ 85206",623-246-1065,Open,"Mohave Cannabis Club 2, LLC",7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,Establishment,"Retail - Sell
Manufacture - Manufacture
Manufacture - Package & Store",00000119ESKK32735375,2/26/2021,2/26/2025,2/25/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000OoVPN/l6oxVe8x7XqNQanc4cVrYwhYLeFMJXH38NF4THSkUyo,Dispensary,"Retail - Sell
Cultivation - Cultivate
Cultivation - Manufacture",00000111DCCI00384281,,2/26/2025,2/25/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000Dz2ev/Fcc7RSceVr2Sw.4wQh.yjqwl0OHnhDHR9EMj9eU7D5Q,,"4799 South Reagan Drive, Fort Mohave, AZ 86426",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAqAAN&activeTab=details
001t000000L0TAnAAN,JARS Cannabis,"Mohave Cannabis Club 3, LLC","20224 N 27th Ave, Ste 103, Phoenix, AZ 85027","4121 E Valley Auto Dr. Ste 120, Mesa, AZ 85206",623-233-5133,Open,"Mohave Cannabis Club 3, LLC",8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Establishment,Retail - Sell,00000122ESRN95872973,3/1/2021,3/1/2025,2/28/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000DyzcF/RmQK5aeXlaTme_sY3jK1JQqBRLikp3Tm5i2_UrOizHE,Dispensary,Retail - Sell,00000133DCEJ00283862,,3/1/2025,2/28/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000Dz5kr/6BTz6a6rW15VQlREV8IUB1jNC8gdZPBhtD_pd.Gix3g,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAnAAN&activeTab=details
001t000000L0TAwAAN,JARS Cannabis,"Mohave Cannabis Club 4, LLC","8028 E State Route 69, Prescott Valley, AZ 86314","4121 E Valley Auto Dr. Ste 120, Mesa, AZ 85206",480-939-4002,Open,"Mohave Cannabis Club 4, LLC",8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Establishment,Retail - Sell,00000107ESVJ79465811,2/3/2021,2/3/2025,2/2/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000E7tHR/1lq5Tpj65Ebp3g5TWoJ1Bgz3CafQlndJCk.q9sDiufo,Dispensary,Retail - Sell,00000123DCYU00460808,,2/3/2025,2/2/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000E7pFV/ciULBAopDt9BBAA_wwGklrHy.3x8DLW6UkIl52hlEkU,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAwAAN&activeTab=details
001t000000L0TAvAAN,Trulieve of Roosevelt Row,"Mohave Valley Consulting, Llc","1007 N 7th St, Phoenix, AZ 85006","1155 W Rio Salado Pkwy, Tempe, AZ 85281",770-330-0831,Open,"Mohave Valley Consulting, Llc",8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Establishment,Retail - Sell,00000017ESMI32133238,1/22/2021,1/22/2025,1/21/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000G1rYw/Urab55tbfrGYGwvtcKqwX8RwEh1oHpJ1xH5sxRhluho,Dispensary,Retail - Sell,00000121DCLW00319285,,1/22/2025,1/21/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000G1nDb/Z3Fh3UxQ3nrFy46GNEGBctEoLZlRAA9aQxlGOPpXBE8,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAvAAN&activeTab=details
001t000000L0T9KAAV,Natural Herbal Remedies Inc,Natural Herbal Remedies Inc,"3333 S Central Ave, Phoenix, AZ 85040","16277 N Greenway Hayden Loop, Scottsdale, AZ 85260",480-739-0366,Open,"Natural Herbal Remedies, Inc.",8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Establishment,"Retail - Sell
Retail - Manufacture",00000058ESFA63267513,1/22/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005oLj0/JWPLTMFB4kzI1zd1BlpemckvHuEc7Y2fdNPUw6R.1Xs,Dispensary,"Retail - Sell
Cultivation - Cultivate
Cultivation - Manufacture",00000053DCXB00858835,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs000002NwN7/E5y1x.c7hhyJfo7yYJ1GFenetRLsFp7ELy1L0sV6pGg,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9KAAV&activeTab=details
001t000000L0T9EAAV,YiLo Superstore,Natural Relief Clinic Inc,"4456 E Thomas Road, Phoenix, AZ 85018","201 S 36 St, Phoenix, AZ 85034",(520) 686-8708,Open,Natural Relief Clinic Inc,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Establishment,"Cultivation - Manufacture
Cultivation - Cultivate
Cultivation - Prepare Edibles
Retail - Sell",00000066ESUJ44186931,1/22/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs000000BWix/eCzWwjSujLZ_QUZWpTAczYnIlJNj1dgtl_xZS9O5GD0,Dispensary,Retail - Sell,00000030DCLQ00844256,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs000000BiQj/REtAhSl0kcMOAKPPXvXsxk9nzp3ajejrDZiGACi82oQ,"201 S 36th St, Phoenix, AZ 85034",,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9EAAV&activeTab=details
001t000000L0TAUAA3,YiLo Superstore,Natural Relief Clinic Inc,"2841 W Thunderbird Rd, Phoenix, AZ 85032","201 S 36 St, Phoenix, AZ 85034",(602) 539-2828,Open,Natural Relief Clinic Inc,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Establishment,Retail - Sell,00000073ESED95493026,1/22/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000mv24f/uJ_PIdtwxCHEJ5InGWndjRmOWNKebniZtX0viwZeDJ4,Dispensary,Retail - Sell,00000067DCGT00463260,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs000000BkSX/_ig5GjPD2NAs.FN3djD1qpdeNvDzAwgfq1Fgz.2EDnc,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAUAA3&activeTab=details
001t000000L0TAKAA3,Natural Remedy Patient Center,Natural Remedy Patient Center,"16277 N Greenway Hayden Loop, 1st Floor, Scottsdale, AZ 85260","16277 N Greenway Hayden Loop, Scottsdale, AZ 85260",602-842-0020,Open,Natural Remedy Patient Center,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Establishment,Retail - Sell,00000125ESMC92036121,3/3/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005o2dE/leqs95BkkEtgLdLGT6hA8UdNgqZRGMl.i1Ejz0M4hjM,Dispensary,Retail - Sell,00000064DCTS00268592,8/8/2024,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000bpEbV/CsSt.YFddNntDLyuoxS8iGzfKYesTM_o3NVlyipD9Os,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAKAA3&activeTab=details
001t000000L0T9jAAF,Trulieve of Baseline Dispensary,Nature Med Inc,"1821 W Baseline Rd, Guadalupe, AZ 85283","1155 W Rio Salado Pkwy, Ste 201, Tempe, AZ 85281",850-508-0261,Open,Nature Med Inc,8AM-1AM,8AM-1AM,8AM-1AM,8AM-1AM,8AM-1AM,8AM-1AM,8AM-1AM,Establishment,Retail - Sell,00000056ESPE92908314,1/22/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000nPvjd/u5jNkfKqwrci33PdOpfTMbPCXrHXk80idB2S8VvsvWw,Dispensary,Retail - Sell,00000018DCST00941489,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs000000wZn1/vUkqFYxQVQoc485gPWMis5E_4O.PTfzS7h6Sqcg1zkE,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9jAAF&activeTab=details
001t000000L0TAdAAN,The Flower Shop Az,Nature's Healing Center Inc,"3155 E Mcdowell Rd Ste 2, Phoenix, AZ 85008","3131 E. Camelback Rd. Ste 211, Phoenix, AZ 85016",(480) 500-5054,Open,Nature's Healing Center Inc,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Establishment,"Cultivation - Cultivate
Retail - Sell",00000041ESLU31226658,1/22/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005pj9C/6Qpjhn2wwaJG0N1DErMJoQRd1yOGpZ_HIQVsj77yD1A,Dispensary,Retail - Sell,00000085DCSC00371416,8/8/2024,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000WIlZ8/BRErpFWRDbsGP4BmETjikPJRfgzew5h4AcJpk6NgoqM,"26953 S Republic Rd, San Manuel, AZ 85631",,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAdAAN&activeTab=details
001t000000L0T9rAAF,The Flower Shop Az,Nature's Healing Center Inc,"10827 S 51st St, Ste 104, Phoenix, AZ 85044","3131 E Camelback Rd. Ste 211, Phoenix, AZ 85016",(480) 500-5054,Open,Nature's Healing Center Inc,9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM,Establishment,"Retail - Sell
Retail - Manufacture
Retail - Prepare Edibles
Manufacture - Manufacture
Manufacture - Package & Store
Manufacture - Prepare Edibles",00000031ESCS44452076,12/7/2020,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs0000044Aph/Xw_LJMyfWYCTa4qYWnswNaL8Rxj9BKKxAyu0kZEwbtg,Dispensary,Retail - Sell,00000046DCYJ00671222,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs0000044AjF/ytI39pSGKxiALocyHv_h2ClNyv.3kWyi4_BXVePgRSU,,"5619 North 53rd Avenue, Glendale, AZ 85301",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9rAAF&activeTab=details
